YEAR,ORDER_BY,X_AXIS,CUSTOMER_AGE_GROUP,TOTAL_VALUE,BRAND,DEPARTMENT,CLASS,VAR_SP,VAR_CM
2008,1,Jan,55-64,769.78,NATIONAL,FRESH FOOD,all,profit,month
2008,1,Jan,55-64,184.03,PRIVATE,FRESH FOOD,all,profit,month
2008,1,Jan,65+,282.93,NATIONAL,FRESH FOOD,all,profit,month
2008,1,Jan,65+,59.669999999999995,PRIVATE,DRY FOOD,all,profit,month
2008,2,Feb,19-24,2055.35,NATIONAL,DRY FOOD,all,profit,month
2008,2,Feb,19-24,627.99,PRIVATE,DRY FOOD,all,profit,month
2008,2,Feb,25-34,2107.73,NATIONAL,DRY FOOD,all,profit,month
2008,2,Feb,25-34,4877.55,NATIONAL,FRESH FOOD,all,profit,month
2008,2,Feb,25-34,3595.42,PRIVATE,DRY FOOD,all,profit,month
2008,2,Feb,25-34,0.0,PRIVATE,NON FOOD,all,profit,month
2008,2,Feb,35-44,3023.1,NATIONAL,DRY FOOD,all,profit,month
2008,2,Feb,35-44,4813.5199999999995,NATIONAL,FRESH FOOD,all,profit,month
2008,2,Feb,35-44,7173.849999999999,PRIVATE,DRY FOOD,all,profit,month
2008,2,Feb,35-44,1910.47,PRIVATE,FRESH FOOD,all,profit,month
2008,2,Feb,35-44,0.0,PRIVATE,NON FOOD,all,profit,month
2008,2,Feb,45-54,1033.14,NATIONAL,DRY FOOD,all,profit,month
2008,2,Feb,45-54,6978.49,NATIONAL,FRESH FOOD,all,profit,month
2008,2,Feb,45-54,3762.12,PRIVATE,DRY FOOD,all,profit,month
2008,2,Feb,45-54,442.51,PRIVATE,FRESH FOOD,all,profit,month
2008,2,Feb,55-64,843.13,NATIONAL,FRESH FOOD,all,profit,month
2008,2,Feb,55-64,148.12,PRIVATE,FRESH FOOD,all,profit,month
2008,2,Feb,65+,370.01,NATIONAL,FRESH FOOD,all,profit,month
2008,2,Feb,65+,85.25999999999999,PRIVATE,DRY FOOD,all,profit,month
2008,3,Mar,19-24,1149.96,NATIONAL,DRY FOOD,all,profit,month
2008,3,Mar,19-24,567.49,PRIVATE,DRY FOOD,all,profit,month
2008,3,Mar,25-34,2539.44,NATIONAL,DRY FOOD,all,profit,month
2008,3,Mar,25-34,4580.71,NATIONAL,FRESH FOOD,all,profit,month
2008,3,Mar,25-34,2746.25,PRIVATE,DRY FOOD,all,profit,month
2008,3,Mar,25-34,0.0,PRIVATE,NON FOOD,all,profit,month
2008,3,Mar,35-44,2689.15,NATIONAL,DRY FOOD,all,profit,month
2008,3,Mar,35-44,3618.2,NATIONAL,FRESH FOOD,all,profit,month
2008,3,Mar,35-44,5840.76,PRIVATE,DRY FOOD,all,profit,month
2008,3,Mar,35-44,1482.77,PRIVATE,FRESH FOOD,all,profit,month
2008,3,Mar,35-44,0.0,PRIVATE,NON FOOD,all,profit,month
2008,3,Mar,45-54,883.13,NATIONAL,DRY FOOD,all,profit,month
2008,3,Mar,45-54,5813.01,NATIONAL,FRESH FOOD,all,profit,month
2008,3,Mar,45-54,2963.5499999999997,PRIVATE,DRY FOOD,all,profit,month
2008,3,Mar,45-54,277.78000000000003,PRIVATE,FRESH FOOD,all,profit,month
2008,3,Mar,55-64,948.59,NATIONAL,FRESH FOOD,all,profit,month
2008,3,Mar,55-64,107.42,PRIVATE,FRESH FOOD,all,profit,month
2008,3,Mar,65+,451.58,NATIONAL,FRESH FOOD,all,profit,month
2008,3,Mar,65+,70.05,PRIVATE,DRY FOOD,all,profit,month
2008,4,Apr,19-24,2644.09,NATIONAL,DRY FOOD,all,profit,month
2008,4,Apr,19-24,660.02,PRIVATE,DRY FOOD,all,profit,month
2008,4,Apr,25-34,1839.9199999999998,NATIONAL,DRY FOOD,all,profit,month
2008,4,Apr,25-34,4589.18,NATIONAL,FRESH FOOD,all,profit,month
2008,4,Apr,25-34,2799.1,PRIVATE,DRY FOOD,all,profit,month
2008,4,Apr,25-34,0.0,PRIVATE,NON FOOD,all,profit,month
2008,4,Apr,35-44,2954.19,NATIONAL,DRY FOOD,all,profit,month
2008,4,Apr,35-44,3669.66,NATIONAL,FRESH FOOD,all,profit,month
2008,4,Apr,35-44,5464.97,PRIVATE,DRY FOOD,all,profit,month
2008,4,Apr,35-44,637.77,PRIVATE,FRESH FOOD,all,profit,month
2008,4,Apr,35-44,0.0,PRIVATE,NON FOOD,all,profit,month
2008,4,Apr,45-54,903.79,NATIONAL,DRY FOOD,all,profit,month
2008,4,Apr,45-54,5533.21,NATIONAL,FRESH FOOD,all,profit,month
2008,4,Apr,45-54,3039.73,PRIVATE,DRY FOOD,all,profit,month
2008,4,Apr,45-54,333.85,PRIVATE,FRESH FOOD,all,profit,month
2008,4,Apr,55-64,842.05,NATIONAL,FRESH FOOD,all,profit,month
2008,4,Apr,55-64,140.85999999999999,PRIVATE,FRESH FOOD,all,profit,month
2008,4,Apr,65+,454.19,NATIONAL,FRESH FOOD,all,profit,month
2008,4,Apr,65+,38.76,PRIVATE,DRY FOOD,all,profit,month
2008,5,May,19-24,1827.0,NATIONAL,DRY FOOD,all,profit,month
2008,5,May,19-24,552.49,PRIVATE,DRY FOOD,all,profit,month
2008,5,May,25-34,2107.85,NATIONAL,DRY FOOD,all,profit,month
2008,5,May,25-34,4959.33,NATIONAL,FRESH FOOD,all,profit,month
2008,5,May,25-34,3203.61,PRIVATE,DRY FOOD,all,profit,month
2008,5,May,25-34,0.0,PRIVATE,NON FOOD,all,profit,month
2008,5,May,35-44,2534.65,NATIONAL,DRY FOOD,all,profit,month
2008,5,May,35-44,4094.7,NATIONAL,FRESH FOOD,all,profit,month
2008,5,May,35-44,8060.79,PRIVATE,DRY FOOD,all,profit,month
2008,5,May,35-44,561.0699999999999,PRIVATE,FRESH FOOD,all,profit,month
2008,5,May,35-44,0.0,PRIVATE,NON FOOD,all,profit,month
2008,5,May,45-54,1592.19,NATIONAL,DRY FOOD,all,profit,month
2008,5,May,45-54,6490.0,NATIONAL,FRESH FOOD,all,profit,month
2008,5,May,45-54,4060.64,PRIVATE,DRY FOOD,all,profit,month
2008,5,May,45-54,403.71999999999997,PRIVATE,FRESH FOOD,all,profit,month
2008,5,May,55-64,976.52,NATIONAL,FRESH FOOD,all,profit,month
2008,5,May,55-64,165.19,PRIVATE,FRESH FOOD,all,profit,month
2008,5,May,65+,394.8,NATIONAL,FRESH FOOD,all,profit,month
2008,5,May,65+,64.74,PRIVATE,DRY FOOD,all,profit,month
2008,6,Jun,19-24,2964.96,NATIONAL,DRY FOOD,all,profit,month
2008,6,Jun,19-24,478.26,PRIVATE,DRY FOOD,all,profit,month
2008,6,Jun,25-34,1650.62,NATIONAL,DRY FOOD,all,profit,month
2008,6,Jun,25-34,3730.24,NATIONAL,FRESH FOOD,all,profit,month
2008,6,Jun,25-34,2747.1,PRIVATE,DRY FOOD,all,profit,month
2008,6,Jun,25-34,0.0,PRIVATE,NON FOOD,all,profit,month
2008,6,Jun,35-44,2721.03,NATIONAL,DRY FOOD,all,profit,month
2008,6,Jun,35-44,3502.54,NATIONAL,FRESH FOOD,all,profit,month
2008,6,Jun,35-44,5712.9,PRIVATE,DRY FOOD,all,profit,month
2008,6,Jun,35-44,812.42,PRIVATE,FRESH FOOD,all,profit,month
2008,6,Jun,35-44,0.0,PRIVATE,NON FOOD,all,profit,month
2008,6,Jun,45-54,922.37,NATIONAL,DRY FOOD,all,profit,month
2008,6,Jun,45-54,5194.83,NATIONAL,FRESH FOOD,all,profit,month
2008,6,Jun,45-54,2938.77,PRIVATE,DRY FOOD,all,profit,month
2008,6,Jun,45-54,303.84999999999997,PRIVATE,FRESH FOOD,all,profit,month
2008,6,Jun,55-64,1268.79,NATIONAL,FRESH FOOD,all,profit,month
2008,6,Jun,55-64,167.76,PRIVATE,FRESH FOOD,all,profit,month
2008,6,Jun,65+,303.93,NATIONAL,FRESH FOOD,all,profit,month
2008,6,Jun,65+,62.07,PRIVATE,DRY FOOD,all,profit,month
2008,7,Jul,19-24,1319.94,NATIONAL,DRY FOOD,all,profit,month
2008,7,Jul,19-24,359.92,PRIVATE,DRY FOOD,all,profit,month
2008,7,Jul,25-34,1729.28,NATIONAL,DRY FOOD,all,profit,month
2008,7,Jul,25-34,3723.74,NATIONAL,FRESH FOOD,all,profit,month
2008,7,Jul,25-34,2541.38,PRIVATE,DRY FOOD,all,profit,month
2008,7,Jul,25-34,0.0,PRIVATE,NON FOOD,all,profit,month
2008,7,Jul,35-44,2017.24,NATIONAL,DRY FOOD,all,profit,month
2008,7,Jul,35-44,3735.03,NATIONAL,FRESH FOOD,all,profit,month
2008,7,Jul,35-44,5945.71,PRIVATE,DRY FOOD,all,profit,month
2008,7,Jul,35-44,1448.23,PRIVATE,FRESH FOOD,all,profit,month
2008,7,Jul,35-44,0.0,PRIVATE,NON FOOD,all,profit,month
2008,7,Jul,45-54,1051.51,NATIONAL,DRY FOOD,all,profit,month
2008,7,Jul,45-54,4391.61,NATIONAL,FRESH FOOD,all,profit,month
2008,7,Jul,45-54,2999.7799999999997,PRIVATE,DRY FOOD,all,profit,month
2008,7,Jul,45-54,399.01,PRIVATE,FRESH FOOD,all,profit,month
2008,7,Jul,55-64,506.97,NATIONAL,FRESH FOOD,all,profit,month
2008,7,Jul,55-64,120.38,PRIVATE,FRESH FOOD,all,profit,month
2008,7,Jul,65+,334.21,NATIONAL,FRESH FOOD,all,profit,month
2008,7,Jul,65+,56.309999999999995,PRIVATE,DRY FOOD,all,profit,month
2008,8,Aug,19-24,1544.65,NATIONAL,DRY FOOD,all,profit,month
2008,8,Aug,19-24,688.11,PRIVATE,DRY FOOD,all,profit,month
2008,8,Aug,25-34,2248.5,NATIONAL,DRY FOOD,all,profit,month
2008,8,Aug,25-34,3877.15,NATIONAL,FRESH FOOD,all,profit,month
2008,8,Aug,25-34,3956.62,PRIVATE,DRY FOOD,all,profit,month
2008,8,Aug,25-34,0.0,PRIVATE,NON FOOD,all,profit,month
2008,8,Aug,35-44,2365.88,NATIONAL,DRY FOOD,all,profit,month
2008,8,Aug,35-44,4761.5199999999995,NATIONAL,FRESH FOOD,all,profit,month
2008,8,Aug,35-44,6594.38,PRIVATE,DRY FOOD,all,profit,month
2008,8,Aug,35-44,1897.72,PRIVATE,FRESH FOOD,all,profit,month
2008,8,Aug,35-44,0.0,PRIVATE,NON FOOD,all,profit,month
2008,8,Aug,45-54,1582.8,NATIONAL,DRY FOOD,all,profit,month
2008,8,Aug,45-54,6689.51,NATIONAL,FRESH FOOD,all,profit,month
2008,8,Aug,45-54,3902.56,PRIVATE,DRY FOOD,all,profit,month
2008,8,Aug,45-54,427.84999999999997,PRIVATE,FRESH FOOD,all,profit,month
2008,8,Aug,55-64,1011.06,NATIONAL,FRESH FOOD,all,profit,month
2008,8,Aug,55-64,220.31,PRIVATE,FRESH FOOD,all,profit,month
2008,8,Aug,65+,427.31,NATIONAL,FRESH FOOD,all,profit,month
2008,8,Aug,65+,67.71,PRIVATE,DRY FOOD,all,profit,month
2008,9,Sep,19-24,1264.1200000000001,NATIONAL,DRY FOOD,all,profit,month
2008,9,Sep,19-24,342.38,PRIVATE,DRY FOOD,all,profit,month
2008,9,Sep,25-34,2048.06,NATIONAL,DRY FOOD,all,profit,month
2008,9,Sep,25-34,3434.83,NATIONAL,FRESH FOOD,all,profit,month
2008,9,Sep,25-34,3040.5,PRIVATE,DRY FOOD,all,profit,month
2008,9,Sep,25-34,0.0,PRIVATE,NON FOOD,all,profit,month
2008,9,Sep,35-44,1815.68,NATIONAL,DRY FOOD,all,profit,month
2008,9,Sep,35-44,3270.8,NATIONAL,FRESH FOOD,all,profit,month
2008,9,Sep,35-44,5794.16,PRIVATE,DRY FOOD,all,profit,month
2008,9,Sep,35-44,1646.35,PRIVATE,FRESH FOOD,all,profit,month
2008,9,Sep,35-44,0.0,PRIVATE,NON FOOD,all,profit,month
2008,9,Sep,45-54,1777.01,NATIONAL,DRY FOOD,all,profit,month
2008,9,Sep,45-54,4349.48,NATIONAL,FRESH FOOD,all,profit,month
2008,9,Sep,45-54,3377.09,PRIVATE,DRY FOOD,all,profit,month
2008,9,Sep,45-54,333.17,PRIVATE,FRESH FOOD,all,profit,month
2008,9,Sep,55-64,946.25,NATIONAL,FRESH FOOD,all,profit,month
2008,9,Sep,55-64,139.12,PRIVATE,FRESH FOOD,all,profit,month
2008,9,Sep,65+,276.61,NATIONAL,FRESH FOOD,all,profit,month
2008,9,Sep,65+,46.68,PRIVATE,DRY FOOD,all,profit,month
2008,10,Oct,19-24,2192.15,NATIONAL,DRY FOOD,all,profit,month
2008,10,Oct,19-24,333.45,PRIVATE,DRY FOOD,all,profit,month
2008,10,Oct,25-34,2196.61,NATIONAL,DRY FOOD,all,profit,month
2008,10,Oct,25-34,3134.8,NATIONAL,FRESH FOOD,all,profit,month
2008,10,Oct,25-34,3334.77,PRIVATE,DRY FOOD,all,profit,month
2008,10,Oct,25-34,0.0,PRIVATE,NON FOOD,all,profit,month
2008,10,Oct,35-44,2488.0,NATIONAL,DRY FOOD,all,profit,month
2008,10,Oct,35-44,3345.78,NATIONAL,FRESH FOOD,all,profit,month
2008,10,Oct,35-44,6225.28,PRIVATE,DRY FOOD,all,profit,month
2008,10,Oct,35-44,1780.98,PRIVATE,FRESH FOOD,all,profit,month
2008,10,Oct,35-44,0.0,PRIVATE,NON FOOD,all,profit,month
2008,10,Oct,45-54,1459.31,NATIONAL,DRY FOOD,all,profit,month
2008,10,Oct,45-54,5632.55,NATIONAL,FRESH FOOD,all,profit,month
2008,10,Oct,45-54,3657.02,PRIVATE,DRY FOOD,all,profit,month
2008,10,Oct,45-54,380.15999999999997,PRIVATE,FRESH FOOD,all,profit,month
2008,10,Oct,55-64,399.18,NATIONAL,FRESH FOOD,all,profit,month
2008,10,Oct,55-64,178.88,PRIVATE,FRESH FOOD,all,profit,month
2008,10,Oct,65+,428.76,NATIONAL,FRESH FOOD,all,profit,month
2008,10,Oct,65+,64.97999999999999,PRIVATE,DRY FOOD,all,profit,month
2008,11,Nov,19-24,2117.1,NATIONAL,DRY FOOD,all,profit,month
2008,11,Nov,19-24,405.07,PRIVATE,DRY FOOD,all,profit,month
2008,11,Nov,25-34,2756.72,NATIONAL,DRY FOOD,all,profit,month
2008,11,Nov,25-34,4261.76,NATIONAL,FRESH FOOD,all,profit,month
2008,11,Nov,25-34,3826.43,PRIVATE,DRY FOOD,all,profit,month
2008,11,Nov,25-34,0.0,PRIVATE,NON FOOD,all,profit,month
2008,11,Nov,35-44,3485.51,NATIONAL,DRY FOOD,all,profit,month
2008,11,Nov,35-44,4145.55,NATIONAL,FRESH FOOD,all,profit,month
2008,11,Nov,35-44,8549.94,PRIVATE,DRY FOOD,all,profit,month
2008,11,Nov,35-44,2186.7,PRIVATE,FRESH FOOD,all,profit,month
2008,11,Nov,35-44,0.0,PRIVATE,NON FOOD,all,profit,month
2008,11,Nov,45-54,1597.1499999999999,NATIONAL,DRY FOOD,all,profit,month
2008,11,Nov,45-54,6800.7699999999995,NATIONAL,FRESH FOOD,all,profit,month
2008,11,Nov,45-54,4332.54,PRIVATE,DRY FOOD,all,profit,month
2008,11,Nov,45-54,489.38,PRIVATE,FRESH FOOD,all,profit,month
2008,11,Nov,55-64,1000.84,NATIONAL,FRESH FOOD,all,profit,month
2008,11,Nov,55-64,213.89,PRIVATE,FRESH FOOD,all,profit,month
2008,11,Nov,65+,404.84999999999997,NATIONAL,FRESH FOOD,all,profit,month
2008,11,Nov,65+,87.32,PRIVATE,DRY FOOD,all,profit,month
2008,12,Dec,19-24,759.33,NATIONAL,DRY FOOD,all,profit,month
2008,12,Dec,19-24,141.75,PRIVATE,DRY FOOD,all,profit,month
2008,12,Dec,25-34,918.46,NATIONAL,DRY FOOD,all,profit,month
2008,12,Dec,25-34,1469.45,NATIONAL,FRESH FOOD,all,profit,month
2008,12,Dec,25-34,1372.47,PRIVATE,DRY FOOD,all,profit,month
2008,12,Dec,25-34,0.0,PRIVATE,NON FOOD,all,profit,month
2008,12,Dec,35-44,1031.66,NATIONAL,DRY FOOD,all,profit,month
2008,12,Dec,35-44,1521.52,NATIONAL,FRESH FOOD,all,profit,month
2008,12,Dec,35-44,2806.57,PRIVATE,DRY FOOD,all,profit,month
2008,12,Dec,35-44,666.84,PRIVATE,FRESH FOOD,all,profit,month
2008,12,Dec,35-44,0.0,PRIVATE,NON FOOD,all,profit,month
2008,12,Dec,45-54,389.96,NATIONAL,DRY FOOD,all,profit,month
2008,12,Dec,45-54,2233.35,NATIONAL,FRESH FOOD,all,profit,month
2008,12,Dec,45-54,1354.58,PRIVATE,DRY FOOD,all,profit,month
2008,12,Dec,45-54,166.7,PRIVATE,FRESH FOOD,all,profit,month
2008,12,Dec,55-64,440.66,NATIONAL,FRESH FOOD,all,profit,month
2008,12,Dec,55-64,54.72,PRIVATE,FRESH FOOD,all,profit,month
2008,12,Dec,65+,130.63,NATIONAL,FRESH FOOD,all,profit,month
2008,12,Dec,65+,39.71,PRIVATE,DRY FOOD,all,profit,month
2007,1,Jan,all,758.38,NATIONAL,DRY FOOD,all,profit,month
2007,1,Jan,all,1543.47,NATIONAL,FRESH FOOD,all,profit,month
2007,1,Jan,all,1642.26,PRIVATE,DRY FOOD,all,profit,month
2007,1,Jan,all,232.72,PRIVATE,FRESH FOOD,all,profit,month
2007,1,Jan,all,0.0,PRIVATE,NON FOOD,all,profit,month
2007,2,Feb,all,2789.81,NATIONAL,DRY FOOD,all,profit,month
2007,2,Feb,all,5219.17,NATIONAL,FRESH FOOD,all,profit,month
2007,2,Feb,all,4882.3,PRIVATE,DRY FOOD,all,profit,month
2007,2,Feb,all,692.16,PRIVATE,FRESH FOOD,all,profit,month
2007,2,Feb,all,0.0,PRIVATE,NON FOOD,all,profit,month
2007,3,Mar,all,4786.05,NATIONAL,DRY FOOD,all,profit,month
2007,3,Mar,all,8566.67,NATIONAL,FRESH FOOD,all,profit,month
2007,3,Mar,all,6989.2,PRIVATE,DRY FOOD,all,profit,month
2007,3,Mar,all,925.23,PRIVATE,FRESH FOOD,all,profit,month
2007,3,Mar,all,0.0,PRIVATE,NON FOOD,all,profit,month
2007,4,Apr,all,7980.0,NATIONAL,DRY FOOD,all,profit,month
2007,4,Apr,all,11329.94,NATIONAL,FRESH FOOD,all,profit,month
2007,4,Apr,all,10489.42,PRIVATE,DRY FOOD,all,profit,month
2007,4,Apr,all,1377.8000000000002,PRIVATE,FRESH FOOD,all,profit,month
2007,4,Apr,all,0.0,PRIVATE,NON FOOD,all,profit,month
2007,5,May,all,8179.59,NATIONAL,DRY FOOD,all,profit,month
2007,5,May,all,15608.86,NATIONAL,FRESH FOOD,all,profit,month
2007,5,May,all,14499.35,PRIVATE,DRY FOOD,all,profit,month
2007,5,May,all,1636.1100000000001,PRIVATE,FRESH FOOD,all,profit,month
2007,5,May,all,0.0,PRIVATE,NON FOOD,all,profit,month
2007,6,Jun,all,6762.27,NATIONAL,DRY FOOD,all,profit,month
2007,6,Jun,all,12041.16,NATIONAL,FRESH FOOD,all,profit,month
2007,6,Jun,all,11672.0,PRIVATE,DRY FOOD,all,profit,month
2007,6,Jun,all,822.77,PRIVATE,FRESH FOOD,all,profit,month
2007,6,Jun,all,0.0,PRIVATE,NON FOOD,all,profit,month
2007,7,Jul,all,7210.21,NATIONAL,DRY FOOD,all,profit,month
2007,7,Jul,all,11455.300000000001,NATIONAL,FRESH FOOD,all,profit,month
2007,7,Jul,all,10914.800000000001,PRIVATE,DRY FOOD,all,profit,month
2007,7,Jul,all,1623.97,PRIVATE,FRESH FOOD,all,profit,month
2007,7,Jul,all,0.0,PRIVATE,NON FOOD,all,profit,month
2007,8,Aug,all,8336.06,NATIONAL,DRY FOOD,all,profit,month
2007,8,Aug,all,14210.55,NATIONAL,FRESH FOOD,all,profit,month
2007,8,Aug,all,14747.039999999999,PRIVATE,DRY FOOD,all,profit,month
2007,8,Aug,all,2307.38,PRIVATE,FRESH FOOD,all,profit,month
2007,8,Aug,all,0.0,PRIVATE,NON FOOD,all,profit,month
2007,9,Sep,all,7290.639999999999,NATIONAL,DRY FOOD,all,profit,month
2007,9,Sep,all,11333.41,NATIONAL,FRESH FOOD,all,profit,month
2007,9,Sep,all,12920.57,PRIVATE,DRY FOOD,all,profit,month
2007,9,Sep,all,1792.49,PRIVATE,FRESH FOOD,all,profit,month
2007,9,Sep,all,0.0,PRIVATE,NON FOOD,all,profit,month
2007,10,Oct,all,7258.25,NATIONAL,DRY FOOD,all,profit,month
2007,10,Oct,all,12504.47,NATIONAL,FRESH FOOD,all,profit,month
2007,10,Oct,all,12334.53,PRIVATE,DRY FOOD,all,profit,month
2007,10,Oct,all,1832.82,PRIVATE,FRESH FOOD,all,profit,month
2007,10,Oct,all,0.0,PRIVATE,NON FOOD,all,profit,month
2007,11,Nov,all,10229.23,NATIONAL,DRY FOOD,all,profit,month
2007,11,Nov,all,15950.5,NATIONAL,FRESH FOOD,all,profit,month
2007,11,Nov,all,14976.369999999999,PRIVATE,DRY FOOD,all,profit,month
2007,11,Nov,all,2407.66,PRIVATE,FRESH FOOD,all,profit,month
2007,11,Nov,all,0.0,PRIVATE,NON FOOD,all,profit,month
2007,12,Dec,all,7761.66,NATIONAL,DRY FOOD,all,profit,month
2007,12,Dec,all,13844.46,NATIONAL,FRESH FOOD,all,profit,month
2007,12,Dec,all,12345.14,PRIVATE,DRY FOOD,all,profit,month
2007,12,Dec,all,2046.09,PRIVATE,FRESH FOOD,all,profit,month
2007,12,Dec,all,0.0,PRIVATE,NON FOOD,all,profit,month
2008,1,Jan,all,7369.0,NATIONAL,DRY FOOD,all,profit,month
2008,1,Jan,all,13522.8,NATIONAL,FRESH FOOD,all,profit,month
2008,1,Jan,all,12638.46,PRIVATE,DRY FOOD,all,profit,month
2008,1,Jan,all,2197.07,PRIVATE,FRESH FOOD,all,profit,month
2008,1,Jan,all,0.0,PRIVATE,NON FOOD,all,profit,month
2008,2,Feb,all,8219.32,NATIONAL,DRY FOOD,all,profit,month
2008,2,Feb,all,17882.7,NATIONAL,FRESH FOOD,all,profit,month
2008,2,Feb,all,15244.64,PRIVATE,DRY FOOD,all,profit,month
2008,2,Feb,all,2501.1,PRIVATE,FRESH FOOD,all,profit,month
2008,2,Feb,all,0.0,PRIVATE,NON FOOD,all,profit,month
2008,3,Mar,all,7261.68,NATIONAL,DRY FOOD,all,profit,month
2008,3,Mar,all,15412.09,NATIONAL,FRESH FOOD,all,profit,month
2008,3,Mar,all,12188.1,PRIVATE,DRY FOOD,all,profit,month
2008,3,Mar,all,1867.97,PRIVATE,FRESH FOOD,all,profit,month
2008,3,Mar,all,0.0,PRIVATE,NON FOOD,all,profit,month
2008,4,Apr,all,8341.99,NATIONAL,DRY FOOD,all,profit,month
2008,4,Apr,all,15088.29,NATIONAL,FRESH FOOD,all,profit,month
2008,4,Apr,all,12002.58,PRIVATE,DRY FOOD,all,profit,month
2008,4,Apr,all,1112.48,PRIVATE,FRESH FOOD,all,profit,month
2008,4,Apr,all,0.0,PRIVATE,NON FOOD,all,profit,month
2008,5,May,all,8061.6900000000005,NATIONAL,DRY FOOD,all,profit,month
2008,5,May,all,16915.35,NATIONAL,FRESH FOOD,all,profit,month
2008,5,May,all,15942.269999999999,PRIVATE,DRY FOOD,all,profit,month
2008,5,May,all,1129.98,PRIVATE,FRESH FOOD,all,profit,month
2008,5,May,all,0.0,PRIVATE,NON FOOD,all,profit,month
2008,6,Jun,all,8258.98,NATIONAL,DRY FOOD,all,profit,month
2008,6,Jun,all,14000.33,NATIONAL,FRESH FOOD,all,profit,month
2008,6,Jun,all,11939.099999999999,PRIVATE,DRY FOOD,all,profit,month
2008,6,Jun,all,1284.03,PRIVATE,FRESH FOOD,all,profit,month
2008,6,Jun,all,0.0,PRIVATE,NON FOOD,all,profit,month
2008,7,Jul,all,6117.97,NATIONAL,DRY FOOD,all,profit,month
2008,7,Jul,all,12691.56,NATIONAL,FRESH FOOD,all,profit,month
2008,7,Jul,all,11903.1,PRIVATE,DRY FOOD,all,profit,month
2008,7,Jul,all,1967.62,PRIVATE,FRESH FOOD,all,profit,month
2008,7,Jul,all,0.0,PRIVATE,NON FOOD,all,profit,month
2008,8,Aug,all,7741.83,NATIONAL,DRY FOOD,all,profit,month
2008,8,Aug,all,16766.55,NATIONAL,FRESH FOOD,all,profit,month
2008,8,Aug,all,15209.380000000001,PRIVATE,DRY FOOD,all,profit,month
2008,8,Aug,all,2545.88,PRIVATE,FRESH FOOD,all,profit,month
2008,8,Aug,all,0.0,PRIVATE,NON FOOD,all,profit,month
2008,9,Sep,all,6904.87,NATIONAL,DRY FOOD,all,profit,month
2008,9,Sep,all,12277.97,NATIONAL,FRESH FOOD,all,profit,month
2008,9,Sep,all,12600.81,PRIVATE,DRY FOOD,all,profit,month
2008,9,Sep,all,2118.64,PRIVATE,FRESH FOOD,all,profit,month
2008,9,Sep,all,0.0,PRIVATE,NON FOOD,all,profit,month
2008,10,Oct,all,8336.07,NATIONAL,DRY FOOD,all,profit,month
2008,10,Oct,all,12941.070000000002,NATIONAL,FRESH FOOD,all,profit,month
2008,10,Oct,all,13615.499999999998,PRIVATE,DRY FOOD,all,profit,month
2008,10,Oct,all,2340.02,PRIVATE,FRESH FOOD,all,profit,month
2008,10,Oct,all,0.0,PRIVATE,NON FOOD,all,profit,month
2008,11,Nov,all,9956.48,NATIONAL,DRY FOOD,all,profit,month
2008,11,Nov,all,16613.77,NATIONAL,FRESH FOOD,all,profit,month
2008,11,Nov,all,17201.3,PRIVATE,DRY FOOD,all,profit,month
2008,11,Nov,all,2889.97,PRIVATE,FRESH FOOD,all,profit,month
2008,11,Nov,all,0.0,PRIVATE,NON FOOD,all,profit,month
2008,12,Dec,all,3099.4100000000003,NATIONAL,DRY FOOD,all,profit,month
2008,12,Dec,all,5795.61,NATIONAL,FRESH FOOD,all,profit,month
2008,12,Dec,all,5715.08,PRIVATE,DRY FOOD,all,profit,month
2008,12,Dec,all,888.26,PRIVATE,FRESH FOOD,all,profit,month
2008,12,Dec,all,0.0,PRIVATE,NON FOOD,all,profit,month
2007,1,Jan,19-24,210.28,all,DRY FOOD,GROCERY,profit,month
2007,1,Jan,25-34,37.76,all,DRY FOOD,DRUG GM,profit,month
2007,1,Jan,25-34,537.97,all,DRY FOOD,GROCERY,profit,month
2007,1,Jan,25-34,73.46,all,FRESH FOOD,DELI,profit,month
2007,1,Jan,25-34,93.58,all,FRESH FOOD,MEAT,profit,month
2007,1,Jan,25-34,239.46,all,FRESH FOOD,PRODUCE,profit,month
2007,1,Jan,25-34,0.0,all,NON FOOD,KIOSK-GAS,profit,month
2007,1,Jan,35-44,3.71,all,DRY FOOD,DRUG GM,profit,month
2007,1,Jan,35-44,1040.3,all,DRY FOOD,GROCERY,profit,month
2007,1,Jan,35-44,23.52,all,FRESH FOOD,PASTRY,profit,month
2007,1,Jan,35-44,500.82,all,FRESH FOOD,PRODUCE,profit,month
2007,1,Jan,35-44,98.99,all,FRESH FOOD,SALAD BAR,profit,month
2007,1,Jan,35-44,0.0,all,NON FOOD,MISC SALES TRAN,profit,month
2007,1,Jan,45-54,567.77,all,DRY FOOD,GROCERY,profit,month
2007,1,Jan,45-54,31.53,all,FRESH FOOD,DELI,profit,month
2007,1,Jan,45-54,95.17,all,FRESH FOOD,MEAT,profit,month
2007,1,Jan,45-54,95.16,all,FRESH FOOD,MEAT-PCKGD,profit,month
2007,1,Jan,45-54,387.03,all,FRESH FOOD,PRODUCE,profit,month
2007,1,Jan,55-64,81.65,all,FRESH FOOD,MEAT,profit,month
2007,1,Jan,55-64,31.57,all,FRESH FOOD,PRODUCE,profit,month
2007,1,Jan,65+,2.8499999999999996,all,DRY FOOD,GROCERY,profit,month
