CUSTOMER_INCOME_LEVEL,YEAR,CUSTOMER_AGE_GROUP,PRIVATE,DEPARTMENT,CLASS,VAR_CM,ORDER_BY,X_AXIS,VAR_SP,NATIONAL
4,2007,all,481.03,DRY FOOD,all,country,1,Bulgaria,sales,479.51
4,2007,all,1835.79,DRY FOOD,all,country,1,France,sales,1698.4
4,2007,all,2180.51,DRY FOOD,all,country,1,Germany,sales,1888.72
4,2007,35-44,530.3000000000001,DRY FOOD,GROCERY,month,11,Nov,sales,1068.98
4,2008,35-44,314.85,DRY FOOD,GROCERY,month,3,Mar,sales,1404.25
4,2007,35-44,394.99,DRY FOOD,GROCERY,month,12,Dec,sales,944.59
4,2007,45-54,293.28,DRY FOOD,GROCERY,month,2,Feb,sales,105.2
4,2008,35-44,413.89,DRY FOOD,GROCERY,month,1,Jan,sales,834.56
4,2008,25-34,261.93,DRY FOOD,GROCERY,month,12,Dec,sales,59.34
4,2008,25-34,833.64,DRY FOOD,GROCERY,month,11,Nov,sales,118.68
4,2008,25-34,672.91,DRY FOOD,GROCERY,month,10,Oct,sales,117.99000000000001
4,2008,25-34,676.01,DRY FOOD,GROCERY,month,9,Sep,sales,133.20000000000002
4,2008,25-34,672.67,DRY FOOD,GROCERY,month,8,Aug,sales,179.82000000000002
4,2008,25-34,582.42,DRY FOOD,GROCERY,month,7,Jul,sales,132.54
4,2008,25-34,528.61,DRY FOOD,GROCERY,month,6,Jun,sales,102.0
4,2008,25-34,616.77,DRY FOOD,GROCERY,month,5,May,sales,210.22
4,2008,25-34,566.85,DRY FOOD,GROCERY,month,4,Apr,sales,148.0
4,2008,25-34,643.8100000000001,DRY FOOD,GROCERY,month,3,Mar,sales,174.0
4,2008,25-34,808.63,DRY FOOD,GROCERY,month,2,Feb,sales,189.12
4,2008,25-34,580.11,DRY FOOD,GROCERY,month,1,Jan,sales,149.0
4,2007,45-54,771.53,DRY FOOD,GROCERY,month,12,Dec,sales,228.78
4,2007,45-54,562.97,DRY FOOD,GROCERY,month,11,Nov,sales,290.91
4,2007,45-54,532.21,DRY FOOD,GROCERY,month,10,Oct,sales,267.25
4,2007,45-54,741.41,DRY FOOD,GROCERY,month,9,Sep,sales,372.17
4,2007,45-54,1002.04,DRY FOOD,GROCERY,month,8,Aug,sales,177.83
4,2007,45-54,251.27,DRY FOOD,GROCERY,month,7,Jul,sales,166.37
4,2007,45-54,529.4399999999999,DRY FOOD,GROCERY,month,6,Jun,sales,142.95000000000002
4,2007,45-54,610.17,DRY FOOD,GROCERY,month,5,May,sales,248.66
4,2007,45-54,714.62,DRY FOOD,GROCERY,month,4,Apr,sales,225.19
4,2007,45-54,332.2,DRY FOOD,GROCERY,month,3,Mar,sales,97.53
4,2007,45-54,104.28,DRY FOOD,GROCERY,month,1,Jan,sales,31.64
4,2008,all,1620.4,all,all,month,8,Aug,profit,6439.6
4,2007,25-34,623.52,DRY FOOD,all,country,1,France,sales,398.99
4,2008,all,1810.1799999999998,all,all,month,10,Oct,profit,3638.89
4,2008,45-54,286.46999999999997,DRY FOOD,all,country,1,Poland,profit,172.74
4,2008,45-54,699.15,DRY FOOD,all,country,1,Portugal,profit,167.74
4,2008,45-54,1286.86,DRY FOOD,all,country,1,Spain,profit,528.24
4,2008,45-54,450.15,DRY FOOD,all,country,1,Sweden,profit,279.21
4,2008,all,1703.54,DRY FOOD,GROCERY,month,3,Mar,sales,1981.96
4,2008,all,1477.33,DRY FOOD,GROCERY,month,4,Apr,sales,1338.48
4,2008,all,2158.88,DRY FOOD,GROCERY,month,5,May,sales,1484.6499999999999
4,2008,all,1658.8200000000002,DRY FOOD,GROCERY,month,6,Jun,sales,976.19
4,2008,all,1755.37,DRY FOOD,GROCERY,month,7,Jul,sales,1255.01
4,2008,all,1686.05,DRY FOOD,GROCERY,month,8,Aug,sales,1646.48
4,2008,all,1945.81,DRY FOOD,GROCERY,month,9,Sep,sales,1225.52
4,2008,all,1883.37,DRY FOOD,GROCERY,month,10,Oct,sales,1199.25
4,2008,all,2704.81,DRY FOOD,GROCERY,month,11,Nov,sales,1763.8799999999999
4,2008,all,734.55,DRY FOOD,GROCERY,month,12,Dec,sales,601.3900000000001
4,2008,all,706.1099999999999,DRY FOOD,all,month,12,Dec,profit,627.75
4,2008,all,2597.8199999999997,DRY FOOD,all,month,11,Nov,profit,1888.95
4,2008,all,1810.1799999999998,DRY FOOD,all,month,10,Oct,profit,1281.97
4,2008,45-54,148.09,DRY FOOD,all,country,1,Norway,profit,91.84
4,2008,45-54,729.5699999999999,DRY FOOD,all,country,1,Netherlands,profit,278.07
4,2008,45-54,41.989999999999995,DRY FOOD,all,country,1,Luxembourg,profit,94.85
4,2008,45-54,1080.6,DRY FOOD,all,country,1,Lithuania,profit,275.53
4,2008,35-44,572.4399999999999,DRY FOOD,all,country,1,Belgium,profit,845.55
4,2008,35-44,254.84,DRY FOOD,all,country,1,Bulgaria,profit,275.48
4,2008,35-44,342.3,DRY FOOD,all,country,1,France,profit,716.01
4,2008,35-44,608.17,DRY FOOD,all,country,1,Germany,profit,1125.65
4,2008,35-44,147.88,DRY FOOD,all,country,1,Greece,profit,135.49
4,2008,35-44,815.3,DRY FOOD,all,country,1,Lithuania,profit,1337.03
4,2008,35-44,85.39,DRY FOOD,all,country,1,Luxembourg,profit,54.5
4,2008,35-44,394.99,DRY FOOD,all,country,1,Netherlands,profit,356.59
4,2008,all,1869.9099999999999,DRY FOOD,all,month,9,Sep,profit,1355.08
4,2008,35-44,117.55,DRY FOOD,all,country,1,Norway,profit,273.68
4,2008,35-44,544.6999999999999,DRY FOOD,all,country,1,Portugal,profit,730.99
4,2008,35-44,898.02,DRY FOOD,all,country,1,Spain,profit,1616.39
4,2008,35-44,429.67,DRY FOOD,all,country,1,Sweden,profit,744.75
4,2008,45-54,899.79,DRY FOOD,all,country,1,Belgium,profit,259.57
4,2008,45-54,383.65,DRY FOOD,all,country,1,Bulgaria,profit,175.85999999999999
4,2008,45-54,884.73,DRY FOOD,all,country,1,France,profit,189.75
4,2008,45-54,904.26,DRY FOOD,all,country,1,Germany,profit,277.81
4,2008,45-54,362.15999999999997,DRY FOOD,all,country,1,Greece,profit,90.61
4,2008,35-44,189.66,DRY FOOD,all,country,1,Poland,profit,689.85
4,2008,all,1620.4,DRY FOOD,all,month,8,Aug,profit,1783.7
4,2008,all,1686.65,DRY FOOD,all,month,7,Jul,profit,1366.8999999999999
4,2008,all,1593.29,DRY FOOD,all,month,6,Jun,profit,1084.8600000000001
4,2008,all,1755.37,all,all,month,7,Jul,sales,4895.0
4,2008,all,1658.8200000000002,all,all,month,6,Jun,sales,5525.97
4,2008,all,2158.88,all,all,month,5,May,sales,6493.860000000001
4,2008,all,1477.33,all,all,month,4,Apr,sales,5435.32
4,2008,all,1703.54,all,all,month,3,Mar,sales,6462.5599999999995
4,2008,all,2104.13,all,all,month,2,Feb,sales,6059.02
4,2008,all,1749.01,all,all,month,1,Jan,sales,4890.0
4,2007,all,1706.45,all,all,month,12,Dec,sales,4893.360000000001
4,2008,all,1686.05,all,all,month,8,Aug,sales,6695.530000000001
4,2007,all,1942.0800000000002,all,all,month,11,Nov,sales,5781.37
4,2007,all,1671.61,all,all,month,9,Sep,sales,4594.62
4,2007,all,2382.34,all,all,month,8,Aug,sales,5319.88
4,2007,all,1307.41,all,all,month,7,Jul,sales,4628.37
4,2007,all,1328.26,all,all,month,6,Jun,sales,5224.88
4,2007,all,1862.48,all,all,month,5,May,sales,6730.58
4,2007,all,1664.88,all,all,month,4,Apr,sales,4401.93
4,2007,all,925.23,all,all,month,3,Mar,sales,3071.41
4,2007,all,747.55,all,all,month,2,Feb,sales,2156.46
4,2007,all,1538.1200000000001,all,all,month,10,Oct,sales,4493.05
4,2008,25-34,556.87,DRY FOOD,all,country,1,Sweden,profit,243.46
4,2008,all,1945.81,all,all,month,9,Sep,sales,3850.77
4,2008,all,2704.81,all,all,month,11,Nov,sales,6036.13
4,2008,all,2073.8199999999997,DRY FOOD,all,month,5,May,profit,1638.23
4,2008,all,1419.1399999999999,DRY FOOD,all,month,4,Apr,profit,1464.13
4,2008,all,1636.9699999999998,DRY FOOD,all,month,3,Mar,profit,2035.18
4,2008,all,2022.02,DRY FOOD,all,month,2,Feb,profit,1501.39
4,2008,all,1869.9099999999999,all,all,month,9,Sep,profit,3702.95
4,2007,all,1639.6599999999999,DRY FOOD,all,month,12,Dec,profit,1578.01
4,2007,all,1867.6,DRY FOOD,all,month,11,Nov,profit,2096.0499999999997
4,2007,all,1477.86,DRY FOOD,all,month,10,Oct,profit,1450.96
4,2008,all,1883.37,all,all,month,10,Oct,sales,3784.6
4,2007,all,1606.1599999999999,DRY FOOD,all,month,9,Sep,profit,1618.94
4,2007,all,1256.9099999999999,DRY FOOD,all,month,7,Jul,profit,1242.11
4,2007,all,1277.01,DRY FOOD,all,month,6,Jun,profit,1596.42
4,2007,all,1789.94,DRY FOOD,all,month,5,May,profit,2115.7599999999998
4,2007,all,1599.1,DRY FOOD,all,month,4,Apr,profit,1416.96
4,2007,all,888.6800000000001,DRY FOOD,all,month,3,Mar,profit,936.13
4,2007,all,718.29,DRY FOOD,all,month,2,Feb,profit,594.81
4,2007,all,225.26999999999998,DRY FOOD,all,month,1,Jan,profit,124.22
4,2008,all,734.55,all,all,month,12,Dec,sales,1927.48
4,2007,all,2288.83,DRY FOOD,all,month,8,Aug,profit,1440.23
4,2008,25-34,847.61,DRY FOOD,all,country,1,Spain,profit,286.84
4,2008,25-34,976.31,DRY FOOD,all,country,1,Portugal,profit,354.96999999999997
4,2008,25-34,402.0,DRY FOOD,all,country,1,Poland,profit,64.92999999999999
4,2007,25-34,703.71,DRY FOOD,all,country,1,Belgium,profit,372.52
4,2007,25-34,139.47,DRY FOOD,all,country,1,Bulgaria,profit,76.89
4,2007,25-34,599.66,DRY FOOD,all,country,1,France,profit,383.15
4,2007,25-34,654.2,DRY FOOD,all,country,1,Germany,profit,449.66999999999996
4,2007,25-34,137.74,DRY FOOD,all,country,1,Greece,profit,97.74
4,2007,25-34,544.64,DRY FOOD,all,country,1,Lithuania,profit,336.14
4,2007,25-34,117.84,DRY FOOD,all,country,1,Luxembourg,profit,31.43
4,2007,25-34,317.2,DRY FOOD,all,country,1,Netherlands,profit,295.0
4,2007,all,234.57,DRY FOOD,all,month,1,Jan,sales,129.26
4,2007,25-34,245.73,DRY FOOD,all,country,1,Norway,profit,92.34
4,2007,25-34,579.57,DRY FOOD,all,country,1,Portugal,profit,235.19
4,2007,25-34,757.36,DRY FOOD,all,country,1,Spain,profit,337.5
4,2007,25-34,483.15,DRY FOOD,all,country,1,Sweden,profit,316.5
4,2007,35-44,746.26,DRY FOOD,all,country,1,Belgium,profit,1033.92
4,2007,35-44,141.64,DRY FOOD,all,country,1,Bulgaria,profit,211.56
4,2007,all,234.57,DRY FOOD,GROCERY,month,1,Jan,sales,110.41
4,2007,all,747.55,DRY FOOD,GROCERY,month,2,Feb,sales,543.44
4,2007,all,925.23,DRY FOOD,GROCERY,month,3,Mar,sales,867.41
4,2007,25-34,282.67,DRY FOOD,all,country,1,Poland,profit,131.47
4,2007,all,1664.88,DRY FOOD,GROCERY,month,4,Apr,sales,1332.0
4,2007,all,747.55,DRY FOOD,all,month,2,Feb,sales,618.66
4,2007,all,1664.88,DRY FOOD,all,month,4,Apr,sales,1474.27
4,2008,all,1883.37,DRY FOOD,all,month,10,Oct,sales,1333.13
4,2008,all,1945.81,DRY FOOD,all,month,9,Sep,sales,1409.11
4,2008,all,1686.05,DRY FOOD,all,month,8,Aug,sales,1853.12
4,2008,all,1755.37,DRY FOOD,all,month,7,Jul,sales,1421.63
4,2008,all,1658.8200000000002,DRY FOOD,all,month,6,Jun,sales,1127.45
4,2008,all,2158.88,DRY FOOD,all,month,5,May,sales,1703.73
4,2008,all,1477.33,DRY FOOD,all,month,4,Apr,sales,1523.85
4,2008,all,1703.54,DRY FOOD,all,month,3,Mar,sales,2118.51
4,2007,all,925.23,DRY FOOD,all,month,3,Mar,sales,974.29
4,2008,all,2104.13,DRY FOOD,all,month,2,Feb,sales,1561.3
4,2007,all,1706.45,DRY FOOD,all,month,12,Dec,sales,1641.65
4,2007,all,1942.0800000000002,DRY FOOD,all,month,11,Nov,sales,2182.71
4,2007,all,1538.1200000000001,DRY FOOD,all,month,10,Oct,sales,1509.44
4,2007,all,1671.61,DRY FOOD,all,month,9,Sep,sales,1683.6200000000001
4,2007,all,2382.34,DRY FOOD,all,month,8,Aug,sales,1498.96
4,2007,all,1307.41,DRY FOOD,all,month,7,Jul,sales,1291.8899999999999
4,2007,all,1328.26,DRY FOOD,all,month,6,Jun,sales,1662.42
4,2007,all,1862.48,DRY FOOD,all,month,5,May,sales,2202.77
4,2008,all,1749.01,DRY FOOD,all,month,1,Jan,sales,1568.11
4,2007,all,234.57,all,all,month,1,Jan,sales,528.41
4,2007,all,1862.48,DRY FOOD,GROCERY,month,5,May,sales,2003.5100000000002
4,2007,all,1307.41,DRY FOOD,GROCERY,month,7,Jul,sales,1061.2399999999998
4,2007,45-54,212.51999999999998,DRY FOOD,all,country,1,Greece,profit,41.99
4,2007,45-54,718.8199999999999,DRY FOOD,all,country,1,Lithuania,profit,194.9
4,2007,45-54,20.88,DRY FOOD,all,country,1,Luxembourg,profit,17.83
4,2007,45-54,523.01,DRY FOOD,all,country,1,Netherlands,profit,166.53
4,2007,45-54,115.50999999999999,DRY FOOD,all,country,1,Norway,profit,98.09
4,2007,45-54,239.41,DRY FOOD,all,country,1,Poland,profit,178.66
4,2007,45-54,579.35,DRY FOOD,all,country,1,Portugal,profit,162.99
4,2007,45-54,809.3299999999999,DRY FOOD,all,country,1,Spain,profit,429.46
4,2007,45-54,755.7099999999999,DRY FOOD,all,country,1,Germany,profit,268.95
4,2007,45-54,522.6,DRY FOOD,all,country,1,Sweden,profit,203.99
4,2008,25-34,460.17,DRY FOOD,all,country,1,Bulgaria,profit,184.41
4,2008,25-34,647.84,DRY FOOD,all,country,1,France,profit,268.86
4,2008,25-34,834.24,DRY FOOD,all,country,1,Germany,profit,316.4
4,2008,25-34,201.32,DRY FOOD,all,country,1,Greece,profit,84.21
4,2008,25-34,633.12,DRY FOOD,all,country,1,Lithuania,profit,481.53999999999996
4,2008,25-34,82.14,DRY FOOD,all,country,1,Luxembourg,profit,36.93
4,2008,25-34,410.74,DRY FOOD,all,country,1,Netherlands,profit,167.15
4,2008,25-34,227.81,DRY FOOD,all,country,1,Norway,profit,73.25999999999999
4,2008,25-34,878.61,DRY FOOD,all,country,1,Belgium,profit,313.09
4,2007,all,1328.26,DRY FOOD,GROCERY,month,6,Jun,sales,1497.82
4,2007,45-54,749.63,DRY FOOD,all,country,1,France,profit,142.0
4,2007,45-54,761.14,DRY FOOD,all,country,1,Belgium,profit,223.34
4,2007,all,2382.34,DRY FOOD,GROCERY,month,8,Aug,sales,1290.71
4,2007,all,1671.61,DRY FOOD,GROCERY,month,9,Sep,sales,1452.01
4,2007,all,1538.1200000000001,DRY FOOD,GROCERY,month,10,Oct,sales,1342.52
4,2007,all,1942.0800000000002,DRY FOOD,GROCERY,month,11,Nov,sales,1912.8
4,2007,all,1706.45,DRY FOOD,GROCERY,month,12,Dec,sales,1479.0700000000002
4,2008,all,1749.01,DRY FOOD,GROCERY,month,1,Jan,sales,1379.6399999999999
4,2008,all,2104.13,DRY FOOD,GROCERY,month,2,Feb,sales,1356.5600000000002
4,2007,35-44,414.64,DRY FOOD,all,country,1,France,profit,796.36
4,2007,45-54,181.22,DRY FOOD,all,country,1,Bulgaria,profit,137.49
4,2007,35-44,685.68,DRY FOOD,all,country,1,Germany,profit,915.45
4,2007,35-44,613.2,DRY FOOD,all,country,1,Lithuania,profit,1252.55
4,2007,35-44,45.08,DRY FOOD,all,country,1,Luxembourg,profit,96.23
4,2007,35-44,295.33,DRY FOOD,all,country,1,Netherlands,profit,540.29
4,2007,35-44,120.3,DRY FOOD,all,country,1,Norway,profit,292.85
4,2007,35-44,136.82999999999998,DRY FOOD,all,country,1,Poland,profit,500.55
4,2007,35-44,408.71,DRY FOOD,all,country,1,Portugal,profit,744.87
4,2007,35-44,821.38,DRY FOOD,all,country,1,Spain,profit,1359.29
4,2007,35-44,351.63,DRY FOOD,all,country,1,Sweden,profit,663.89
4,2007,35-44,102.56,DRY FOOD,all,country,1,Greece,profit,121.69
4,2008,all,2704.81,DRY FOOD,all,month,11,Nov,sales,1965.6899999999998
4,2007,all,225.26999999999998,DRY FOOD,GROCERY,month,1,Jan,profit,106.11
4,2007,all,888.6800000000001,DRY FOOD,GROCERY,month,3,Mar,profit,833.4200000000001
4,2007,25-34,519.37,DRY FOOD,all,month,12,Dec,profit,221.25
4,2007,35-44,57.959999999999994,DRY FOOD,all,month,1,Jan,profit,43.83
4,2007,35-44,223.82,DRY FOOD,all,month,2,Feb,profit,278.02
4,2007,35-44,311.01,DRY FOOD,all,month,3,Mar,profit,511.57
4,2007,35-44,510.44,DRY FOOD,all,month,4,Apr,profit,741.15
4,2007,35-44,587.54,DRY FOOD,all,month,5,May,profit,1057.97
4,2007,35-44,288.38,DRY FOOD,all,month,6,Jun,profit,913.51
4,2007,35-44,550.92,DRY FOOD,all,month,7,Jul,profit,624.4399999999999
4,2007,35-44,697.49,DRY FOOD,all,month,8,Aug,profit,734.14
4,2007,35-44,408.13,DRY FOOD,all,month,9,Sep,profit,767.65
4,2007,35-44,358.16,DRY FOOD,all,month,10,Oct,profit,741.09
4,2007,35-44,510.04,DRY FOOD,all,month,11,Nov,profit,1148.96
4,2007,35-44,379.34999999999997,DRY FOOD,all,month,12,Dec,profit,967.17
4,2007,45-54,100.14,DRY FOOD,all,month,1,Jan,profit,30.47
4,2007,45-54,281.76,DRY FOOD,all,month,2,Feb,profit,101.39
4,2007,45-54,318.99,DRY FOOD,all,month,3,Mar,profit,93.74000000000001
4,2007,45-54,686.34,DRY FOOD,all,month,4,Apr,profit,216.79
4,2007,25-34,817.06,DRY FOOD,all,month,11,Nov,profit,361.65999999999997
4,2007,25-34,608.8,DRY FOOD,all,month,10,Oct,profit,269.71999999999997
4,2007,25-34,486.09000000000003,DRY FOOD,all,month,9,Sep,profit,306.64
4,2007,25-34,629.0,DRY FOOD,all,month,8,Aug,profit,305.8
4,2007,25-34,640.49,DRY FOOD,all,month,5,May,sales,457.38
4,2007,25-34,418.39,DRY FOOD,all,month,4,Apr,sales,283.16
4,2007,25-34,268.91,DRY FOOD,all,month,3,Mar,sales,223.69
4,2007,25-34,221.07,DRY FOOD,all,month,2,Feb,sales,155.25
4,2007,25-34,69.88,DRY FOOD,all,month,1,Jan,sales,49.0
4,2008,45-54,8496.94,all,all,all,0,all,sales,17040.24
4,2008,35-44,5620.37,all,all,all,0,all,sales,13732.42
4,2008,25-34,7444.36,all,all,all,0,all,sales,17943.18
4,2007,45-54,585.76,DRY FOOD,all,month,5,May,profit,238.96
4,2007,45-54,6445.42,all,all,all,0,all,sales,13319.86
4,2007,25-34,5783.9,all,all,all,0,all,sales,15871.34
4,2007,25-34,67.17,DRY FOOD,all,month,1,Jan,profit,47.04
4,2007,25-34,212.71,DRY FOOD,all,month,2,Feb,profit,149.16
4,2007,25-34,258.68,DRY FOOD,all,month,3,Mar,profit,214.84
4,2007,25-34,402.32,DRY FOOD,all,month,4,Apr,profit,271.82
4,2007,25-34,616.64,DRY FOOD,all,month,5,May,profit,439.21
4,2007,25-34,480.28,DRY FOOD,all,month,6,Jun,profit,305.28
4,2007,25-34,464.82,DRY FOOD,all,month,7,Jul,profit,263.12
4,2007,35-44,5081.66,all,all,all,0,all,sales,11736.27
4,2007,45-54,508.34999999999997,DRY FOOD,all,month,6,Jun,profit,137.39000000000001
4,2007,45-54,241.17,DRY FOOD,all,month,7,Jul,profit,159.83
4,2007,45-54,962.3399999999999,DRY FOOD,all,month,8,Aug,profit,170.98
4,2008,35-44,354.31,DRY FOOD,all,month,7,Jul,profit,621.86
4,2008,35-44,601.61,DRY FOOD,all,month,8,Aug,profit,811.87
4,2008,35-44,557.09,DRY FOOD,all,month,9,Sep,profit,530.22
4,2008,35-44,621.64,DRY FOOD,all,month,10,Oct,profit,584.32
4,2008,35-44,763.01,DRY FOOD,all,month,11,Nov,profit,1035.46
4,2008,35-44,159.59,DRY FOOD,all,month,12,Dec,profit,353.68
4,2008,45-54,725.12,DRY FOOD,all,month,1,Jan,profit,235.64
4,2008,45-54,830.03,DRY FOOD,all,month,2,Feb,profit,197.81
4,2008,35-44,564.65,DRY FOOD,all,month,6,Jun,profit,522.1
4,2008,45-54,715.17,DRY FOOD,all,month,3,Mar,profit,139.93
4,2008,45-54,1145.55,DRY FOOD,all,month,5,May,profit,383.8
4,2008,45-54,520.85,DRY FOOD,all,month,6,Jun,profit,139.52
4,2008,45-54,772.22,DRY FOOD,all,month,7,Jul,profit,264.96
4,2008,45-54,372.36,DRY FOOD,all,month,8,Aug,profit,347.78
4,2008,45-54,662.9499999999999,DRY FOOD,all,month,9,Sep,profit,332.14
4,2008,45-54,541.29,DRY FOOD,all,month,10,Oct,profit,280.15999999999997
4,2008,45-54,1032.8899999999999,DRY FOOD,all,month,11,Nov,profit,303.76
4,2008,45-54,294.21999999999997,DRY FOOD,all,month,12,Dec,profit,69.12
4,2008,45-54,544.8199999999999,DRY FOOD,all,month,4,Apr,profit,187.2
4,2007,25-34,499.0,DRY FOOD,all,month,6,Jun,sales,318.0
4,2008,35-44,335.25,DRY FOOD,all,month,5,May,profit,598.26
4,2008,35-44,302.47999999999996,DRY FOOD,all,month,3,Mar,profit,1405.26
4,2007,45-54,711.9399999999999,DRY FOOD,all,month,9,Sep,profit,358.98
4,2007,45-54,510.9,DRY FOOD,all,month,10,Oct,profit,257.75
4,2007,45-54,540.5,DRY FOOD,all,month,11,Nov,profit,279.43
4,2007,45-54,740.9399999999999,DRY FOOD,all,month,12,Dec,profit,220.51
4,2008,25-34,558.22,DRY FOOD,all,month,1,Jan,profit,246.72
4,2008,25-34,777.8,DRY FOOD,all,month,2,Feb,profit,304.26
4,2008,25-34,619.3199999999999,DRY FOOD,all,month,3,Mar,profit,241.14
4,2008,25-34,544.74,DRY FOOD,all,month,4,Apr,profit,251.70999999999998
4,2008,35-44,329.58,DRY FOOD,all,month,4,Apr,profit,774.24
4,2008,25-34,593.02,DRY FOOD,all,month,5,May,profit,326.53
4,2008,25-34,560.12,DRY FOOD,all,month,7,Jul,profit,235.28
4,2008,25-34,646.43,DRY FOOD,all,month,8,Aug,profit,305.81
4,2008,25-34,649.87,DRY FOOD,all,month,9,Sep,profit,259.44
4,2008,25-34,647.25,DRY FOOD,all,month,10,Oct,profit,198.61
4,2008,25-34,801.92,DRY FOOD,all,month,11,Nov,profit,238.53
4,2008,25-34,252.29999999999998,DRY FOOD,all,month,12,Dec,profit,77.94
4,2008,35-44,397.51,DRY FOOD,all,month,1,Jan,profit,878.9499999999999
4,2008,35-44,414.19,DRY FOOD,all,month,2,Feb,profit,785.74
4,2008,25-34,507.78999999999996,DRY FOOD,all,month,6,Jun,profit,190.07999999999998
4,2007,25-34,482.92999999999995,DRY FOOD,all,month,7,Jul,sales,274.04
4,2007,25-34,654.67,DRY FOOD,all,month,8,Aug,sales,318.43
4,2007,25-34,506.2,DRY FOOD,all,month,9,Sep,sales,319.42
4,2008,45-54,1077.1399999999999,DRY FOOD,all,month,11,Nov,sales,316.34
4,2008,45-54,563.64,DRY FOOD,all,month,10,Oct,sales,291.76
4,2008,45-54,690.35,DRY FOOD,all,month,9,Sep,sales,345.77
4,2008,45-54,387.21,DRY FOOD,all,month,8,Aug,sales,360.57
4,2008,45-54,804.42,DRY FOOD,all,month,7,Jul,sales,275.73
4,2008,45-54,542.58,DRY FOOD,all,month,6,Jun,sales,144.97
4,2008,45-54,1193.28,DRY FOOD,all,month,5,May,sales,398.96
4,2008,45-54,567.54,DRY FOOD,all,month,4,Apr,sales,194.75
4,2008,45-54,306.52,DRY FOOD,all,month,12,Dec,sales,72.0
4,2008,45-54,744.88,DRY FOOD,all,month,3,Mar,sales,145.38
4,2008,45-54,755.01,DRY FOOD,all,month,1,Jan,sales,245.03
4,2008,35-44,166.1,DRY FOOD,all,month,12,Dec,sales,367.53
4,2008,35-44,794.03,DRY FOOD,all,month,11,Nov,sales,1077.04
4,2008,35-44,646.82,DRY FOOD,all,month,10,Oct,sales,606.79
4,2008,35-44,579.45,DRY FOOD,all,month,9,Sep,sales,550.64
4,2008,35-44,626.17,DRY FOOD,all,month,8,Aug,sales,843.24
4,2008,35-44,368.53000000000003,DRY FOOD,all,month,7,Jul,sales,645.86
4,2008,35-44,587.63,DRY FOOD,all,month,6,Jun,sales,542.62
4,2008,45-54,864.37,DRY FOOD,all,month,2,Feb,sales,205.54000000000002
4,2008,35-44,348.83,DRY FOOD,all,month,5,May,sales,622.62
4,2008,all,706.1099999999999,DRY FOOD,GROCERY,month,12,Dec,profit,578.59
4,2008,all,1810.1799999999998,DRY FOOD,GROCERY,month,10,Oct,profit,1153.21
4,2007,all,1599.1,DRY FOOD,GROCERY,month,4,Apr,profit,1280.22
4,2007,all,1789.94,DRY FOOD,GROCERY,month,5,May,profit,1924.34
4,2007,all,1277.01,DRY FOOD,GROCERY,month,6,Jun,profit,1438.36
4,2007,all,1256.9099999999999,DRY FOOD,GROCERY,month,7,Jul,profit,1020.13
4,2007,all,2288.83,DRY FOOD,GROCERY,month,8,Aug,profit,1240.2
4,2007,all,1606.1599999999999,DRY FOOD,GROCERY,month,9,Sep,profit,1396.19
4,2007,all,1477.86,DRY FOOD,GROCERY,month,10,Oct,profit,1290.5
4,2007,all,1867.6,DRY FOOD,GROCERY,month,11,Nov,profit,1836.7700000000002
4,2008,all,2597.8199999999997,DRY FOOD,GROCERY,month,11,Nov,profit,1695.1599999999999
4,2007,all,1639.6599999999999,DRY FOOD,GROCERY,month,12,Dec,profit,1421.77
4,2008,all,2022.02,DRY FOOD,GROCERY,month,2,Feb,profit,1304.68
4,2008,all,1636.9699999999998,DRY FOOD,GROCERY,month,3,Mar,profit,1903.99
4,2008,all,1419.1399999999999,DRY FOOD,GROCERY,month,4,Apr,profit,1286.0
4,2008,all,2073.8199999999997,DRY FOOD,GROCERY,month,5,May,profit,1427.61
4,2008,all,1593.29,DRY FOOD,GROCERY,month,6,Jun,profit,939.3800000000001
4,2008,all,1686.65,DRY FOOD,GROCERY,month,7,Jul,profit,1206.71
4,2008,all,1620.4,DRY FOOD,GROCERY,month,8,Aug,profit,1585.0700000000002
4,2008,all,1869.9099999999999,DRY FOOD,GROCERY,month,9,Sep,profit,1178.59
4,2008,all,1680.85,DRY FOOD,GROCERY,month,1,Jan,profit,1325.56
4,2007,all,718.29,DRY FOOD,GROCERY,month,2,Feb,profit,522.46
4,2008,35-44,342.94,DRY FOOD,all,month,4,Apr,sales,806.24
4,2008,35-44,431.13,DRY FOOD,all,month,2,Feb,sales,817.02
4,2007,45-54,332.2,DRY FOOD,all,month,3,Mar,sales,97.53
4,2007,45-54,293.28,DRY FOOD,all,month,2,Feb,sales,105.2
4,2007,45-54,104.28,DRY FOOD,all,month,1,Jan,sales,31.64
4,2007,35-44,394.99,DRY FOOD,all,month,12,Dec,sales,1006.67
4,2007,35-44,530.3000000000001,DRY FOOD,all,month,11,Nov,sales,1196.39
4,2007,35-44,372.29,DRY FOOD,all,month,10,Oct,sales,771.36
4,2007,35-44,424.0,DRY FOOD,all,month,9,Sep,sales,798.68
4,2007,35-44,725.63,DRY FOOD,all,month,8,Aug,sales,763.84
4,2007,45-54,714.62,DRY FOOD,all,month,4,Apr,sales,225.19
4,2007,35-44,573.21,DRY FOOD,all,month,7,Jul,sales,649.4399999999999
4,2007,35-44,611.82,DRY FOOD,all,month,5,May,sales,1101.42
