YEAR,CUSTOMER_AGE_GROUP,DEPARTMENT,CLASS,PRODUCT_DESC,TOTAL_VALUE,VAR_SP
2007,all,all,all,SUGAR,3334.15,sales
2007,all,all,all,SW GDS:DONUTS,1785.18,sales
2007,all,all,all,TOILET TISSUE,2348.62,sales
2007,all,all,all,TOMATOES GRAPE,2158.64,sales
2007,all,all,all,TOMATOES HOTHOUSE ON THE VINE,4277.62,sales
2007,all,all,all,TOMATOES VINE RIPE BULK,3471.02,sales
2007,all,all,all,TORTILLA/NACHO CHIPS,4323.05,sales
2007,all,all,all,TUNA,978.41,sales
2007,all,all,all,WATERMELON SEEDLESS WHOLE,1877.42,sales
2008,all,all,all,APPLE JUICE & CIDER (OVER 50%,1640.72,sales
2008,all,all,all,APPLES GALA (BULK&BAG),3192.27,sales
2008,all,all,all,APPLES GOLD DELICIOUS (BULK&BA,1892.2,sales
2008,all,all,all,APPLES GRANNY SMITH (BULK&BAG),2493.78,sales
2008,all,all,all,AVOCADO,2142.94,sales
2008,all,all,all,BANANAS,16559.08,sales
2008,all,all,all,BEANS GREEN: FS/WHL/CUT,1365.28,sales
2008,all,all,all,BROCCOLI WHOLE&CROWNS,3886.93,sales
2008,all,all,all,BUTTER,2436.34,sales
2008,all,all,all,CABBAGE,1408.76,sales
2008,all,all,all,CANDY BARS (SINGLES)(INCLUDING,748.87,sales
2008,all,all,all,CANTALOUPE WHOLE,3771.27,sales
2008,all,all,all,CARROTS MINI PEELED,6444.620000000001,sales
2008,all,all,all,CATSUP,765.44,sales
2008,all,all,all,CELERY,3262.99,sales
2008,all,all,all,CHICKEN BREAST BONELESS,15108.51,sales
2008,all,all,all,CHOCOLATE MILK,7279.110000000001,sales
2008,all,all,all,CIGARETTES,4700.29,sales
2008,all,all,all,CONDENSED SOUP,2473.61,sales
2008,all,all,all,CORN,1365.08,sales
2008,all,all,all,CORN YELLOW,1739.49,sales
2008,all,all,all,COTTAGE CHEESE,2193.34,sales
2008,all,all,all,CREAM CHEESE,4904.96,sales
2008,all,all,all,CUCUMBERS,2990.41,sales
2008,all,all,all,DAIRY CASE 100% PURE JUICE - O,2111.71,sales
2008,all,all,all,EGGS - LARGE,7355.1900000000005,sales
2008,all,all,all,EGGS - MEDIUM,1807.33,sales
2008,all,all,all,EGGS - X-LARGE,6169.07,sales
2008,all,all,all,ENTREES,2477.52,sales
2008,all,all,all,FLUID MILK WHITE ONLY,84584.01,sales
2008,all,all,all,GARDEN PLUS,5052.63,sales
2008,all,all,all,GARLIC WHOLE CLOVES,455.39,sales
2008,all,all,all,GASOLINE-REG UNLEADED,341323.29,sales
2008,all,all,all,GRAPES RED,8645.34,sales
2008,all,all,all,GRAPES WHITE,6747.28,sales
2008,all,all,all,HAMBURGER BUNS,3531.39,sales
2008,all,all,all,HEAD LETTUCE,4216.9,sales
2008,all,all,all,HOT DOG BUNS,3421.81,sales
2008,all,all,all,IWS SINGLE CHEESE,8037.23,sales
2008,all,all,all,LEAN,10351.44,sales
2008,all,all,all,LEMONS,1221.63,sales
2008,all,all,all,MACARONI & CHEESE DNRS,1133.21,sales
2008,all,all,all,MAINSTREAM WHEAT/MULTIGRAIN BR,3273.25,sales
2008,all,all,all,MAINSTREAM WHITE BREAD,16475.1,sales
2008,all,all,all,MEAT: LUNCHMEAT BULK,2702.03,sales
2008,all,all,all,MEAT: SAUS DRY BULK,3759.74,sales
2008,all,all,all,MUSHROOMS WHITE SLICED PKG,1883.15,sales
2008,all,all,all,NEWSPAPER,1280.27,sales
2008,all,all,all,NON-CRBNTD DRNKING/MNERAL WATE,7214.77,sales
2008,all,all,all,ONIONS OTHER,1457.85,sales
2008,all,all,all,ONIONS SWEET (BULK&BAG),3091.7799999999997,sales
2008,all,all,all,ONIONS YELLOW (BULK&BAG),3009.07,sales
2008,all,all,all,ORANGES NAVELS ALL,1464.28,sales
2008,all,all,all,PEPPERS GREEN BELL,3071.7000000000003,sales
2008,all,all,all,PEPPERS RED BELL,1670.17,sales
2008,all,all,all,POTATO CHIPS,1545.48,sales
2008,all,all,all,POTATOES RUSSET (BULK&BAG),10280.15,sales
2008,all,all,all,POTATOES SWEET&YAMS,2045.41,sales
2008,all,all,all,PREMIUM - MEAT,3053.26,sales
2008,all,all,all,PREP FD: SIDE DISHES (HOT),5745.17,sales
2008,all,all,all,PRIMAL,11362.66,sales
2008,all,all,all,REGULAR GARDEN,1982.2,sales
2008,all,all,all,ROMA TOMATOES (BULK/PKG),2389.5099999999998,sales
2008,all,all,all,SALAD BAR FRESH FRUIT,6995.08,sales
2008,all,all,all,SFT DRNK 2 LITER BTL CARB INCL,12027.580000000002,sales
2008,all,all,all,SFT DRNK MLT-PK BTL CARB (EXCP,1285.53,sales
2008,all,all,all,SFT DRNK SNGL SRV BTL CARB (EX,3698.48,sales
2008,all,all,all,SHREDDED CHEESE,8271.17,sales
2008,all,all,all,SNACK CAKE - MULTI PACK,702.44,sales
2008,all,all,all,SNACKS/APPETIZERS,1819.81,sales
2008,all,all,all,SOFT DRINKS 12/18&15PK CAN CAR,33818.369999999995,sales
2008,all,all,all,SOUP CRACKERS (SALTINE/OYSTER),1379.7,sales
2008,all,all,all,SOUR CREAMS,1861.33,sales
2008,all,all,all,SQUASH ZUCCHINI,966.56,sales
2008,all,all,all,STRAWBERRIES,9774.11,sales
2008,all,all,all,SUGAR,3583.12,sales
2008,all,all,all,SW GDS:DONUTS,2054.35,sales
2008,all,all,all,TOILET TISSUE,2683.5499999999997,sales
2008,all,all,all,TOMATOES GRAPE,4026.75,sales
2008,all,all,all,TOMATOES HOTHOUSE ON THE VINE,6394.62,sales
2008,all,all,all,TOMATOES VINE RIPE BULK,4431.32,sales
2008,all,all,all,TORTILLA/NACHO CHIPS,5428.17,sales
2008,all,all,all,TUNA,1432.41,sales
2008,all,all,all,WATERMELON SEEDLESS WHOLE,2842.62,sales
2007,all,DRY FOOD,all,APPLE JUICE & CIDER (OVER 50%,1762.24,sales
2007,all,DRY FOOD,all,BEANS GREEN: FS/WHL/CUT,987.29,sales
2007,all,DRY FOOD,all,BUTTER,1809.94,sales
2007,all,DRY FOOD,all,CANDY BARS (SINGLES)(INCLUDING,720.51,sales
2007,all,DRY FOOD,all,CATSUP,1710.59,sales
2007,all,DRY FOOD,all,CHOCOLATE MILK,5986.09,sales
2007,all,DRY FOOD,all,CIGARETTES,4005.2,sales
2007,all,DRY FOOD,all,CONDENSED SOUP,2497.8,sales
2007,all,DRY FOOD,all,CORN,966.47,sales
2007,all,DRY FOOD,all,COTTAGE CHEESE,1994.8799999999999,sales
2007,all,DRY FOOD,all,CREAM CHEESE,4011.0200000000004,sales
2007,all,DRY FOOD,all,DAIRY CASE 100% PURE JUICE - O,1996.8,sales
2007,all,DRY FOOD,all,EGGS - LARGE,6504.1900000000005,sales
2007,all,DRY FOOD,all,EGGS - MEDIUM,1107.61,sales
2007,all,DRY FOOD,all,EGGS - X-LARGE,5524.58,sales
2007,all,DRY FOOD,all,FLUID MILK WHITE ONLY,67837.68000000001,sales
2007,all,DRY FOOD,all,HAMBURGER BUNS,2891.13,sales
2007,all,DRY FOOD,all,HOT DOG BUNS,2803.11,sales
2007,all,DRY FOOD,all,IWS SINGLE CHEESE,7769.7300000000005,sales
2007,all,DRY FOOD,all,MACARONI & CHEESE DNRS,1030.74,sales
2007,all,DRY FOOD,all,MAINSTREAM WHEAT/MULTIGRAIN BR,2123.73,sales
2007,all,DRY FOOD,all,MAINSTREAM WHITE BREAD,14353.91,sales
2007,all,DRY FOOD,all,NEWSPAPER,1256.49,sales
2007,all,DRY FOOD,all,NON-CRBNTD DRNKING/MNERAL WATE,4805.03,sales
2007,all,DRY FOOD,all,POTATO CHIPS,2122.16,sales
2007,all,DRY FOOD,all,SFT DRNK 2 LITER BTL CARB INCL,10193.81,sales
2007,all,DRY FOOD,all,SFT DRNK MLT-PK BTL CARB (EXCP,1000.32,sales
2007,all,DRY FOOD,all,SFT DRNK SNGL SRV BTL CARB (EX,3646.65,sales
2007,all,DRY FOOD,all,SHREDDED CHEESE,6127.87,sales
2007,all,DRY FOOD,all,SNACK CAKE - MULTI PACK,495.82,sales
2007,all,DRY FOOD,all,SNACKS/APPETIZERS,1615.24,sales
2007,all,DRY FOOD,all,SOFT DRINKS 12/18&15PK CAN CAR,30823.010000000002,sales
2007,all,DRY FOOD,all,SOUP CRACKERS (SALTINE/OYSTER),1174.48,sales
2007,all,DRY FOOD,all,SOUR CREAMS,1554.73,sales
2007,all,DRY FOOD,all,SUGAR,3334.15,sales
2007,all,DRY FOOD,all,TOILET TISSUE,2348.62,sales
2007,all,DRY FOOD,all,TORTILLA/NACHO CHIPS,4323.05,sales
2007,all,DRY FOOD,all,TUNA,978.41,sales
2007,all,FRESH FOOD,all,APPLES GALA (BULK&BAG),1941.42,sales
2007,all,FRESH FOOD,all,APPLES GOLD DELICIOUS (BULK&BA,1276.99,sales
2007,all,FRESH FOOD,all,APPLES GRANNY SMITH (BULK&BAG),1849.4,sales
2007,all,FRESH FOOD,all,AVOCADO,1711.97,sales
2007,all,FRESH FOOD,all,BANANAS,12922.92,sales
2007,all,FRESH FOOD,all,BROCCOLI WHOLE&CROWNS,1750.01,sales
2007,all,FRESH FOOD,all,CABBAGE,1324.0,sales
2007,all,FRESH FOOD,all,CANTALOUPE WHOLE,2394.96,sales
2007,all,FRESH FOOD,all,CARROTS MINI PEELED,5293.6,sales
2007,all,FRESH FOOD,all,CELERY,1271.16,sales
2007,all,FRESH FOOD,all,CHICKEN BREAST BONELESS,13843.42,sales
2007,all,FRESH FOOD,all,CORN YELLOW,1284.37,sales
2007,all,FRESH FOOD,all,CUCUMBERS,2339.84,sales
2007,all,FRESH FOOD,all,ENTREES,2266.8,sales
2007,all,FRESH FOOD,all,GARDEN PLUS,4645.82,sales
2007,all,FRESH FOOD,all,GARLIC WHOLE CLOVES,337.58,sales
2007,all,FRESH FOOD,all,GRAPES RED,5952.31,sales
2007,all,FRESH FOOD,all,GRAPES WHITE,5506.2,sales
2007,all,FRESH FOOD,all,HEAD LETTUCE,3378.3500000000004,sales
2007,all,FRESH FOOD,all,LEAN,8544.99,sales
2007,all,FRESH FOOD,all,LEMONS,952.87,sales
2007,all,FRESH FOOD,all,MEAT: LUNCHMEAT BULK,2299.99,sales
2007,all,FRESH FOOD,all,MEAT: SAUS DRY BULK,3746.62,sales
2007,all,FRESH FOOD,all,MUSHROOMS WHITE SLICED PKG,1510.32,sales
2007,all,FRESH FOOD,all,ONIONS OTHER,1148.65,sales
2007,all,FRESH FOOD,all,ONIONS SWEET (BULK&BAG),2842.17,sales
2007,all,FRESH FOOD,all,ONIONS YELLOW (BULK&BAG),2552.34,sales
2007,all,FRESH FOOD,all,ORANGES NAVELS ALL,823.64,sales
2007,all,FRESH FOOD,all,PEPPERS GREEN BELL,2617.09,sales
2007,all,FRESH FOOD,all,PEPPERS RED BELL,905.6,sales
2007,all,FRESH FOOD,all,POTATOES RUSSET (BULK&BAG),8408.33,sales
2007,all,FRESH FOOD,all,POTATOES SWEET&YAMS,1523.71,sales
2007,all,FRESH FOOD,all,PREMIUM - MEAT,2880.82,sales
2007,all,FRESH FOOD,all,PREP FD: SIDE DISHES (HOT),5324.65,sales
2007,all,FRESH FOOD,all,PRIMAL,8792.11,sales
2007,all,FRESH FOOD,all,REGULAR GARDEN,2201.96,sales
2007,all,FRESH FOOD,all,ROMA TOMATOES (BULK/PKG),1736.14,sales
2007,all,FRESH FOOD,all,SALAD BAR FRESH FRUIT,5955.01,sales
2007,all,FRESH FOOD,all,SQUASH ZUCCHINI,771.15,sales
2007,all,FRESH FOOD,all,STRAWBERRIES,7011.88,sales
2007,all,FRESH FOOD,all,SW GDS:DONUTS,1785.18,sales
2007,all,FRESH FOOD,all,TOMATOES GRAPE,2158.64,sales
2007,all,FRESH FOOD,all,TOMATOES HOTHOUSE ON THE VINE,4277.62,sales
2007,all,FRESH FOOD,all,TOMATOES VINE RIPE BULK,3471.02,sales
2007,all,FRESH FOOD,all,WATERMELON SEEDLESS WHOLE,1877.42,sales
2007,all,NON FOOD,all,GASOLINE-REG UNLEADED,242449.62,sales
2008,all,DRY FOOD,all,APPLE JUICE & CIDER (OVER 50%,1640.72,sales
2008,all,DRY FOOD,all,BEANS GREEN: FS/WHL/CUT,1365.28,sales
2008,all,DRY FOOD,all,BUTTER,2436.34,sales
2008,all,DRY FOOD,all,CANDY BARS (SINGLES)(INCLUDING,748.87,sales
2008,all,DRY FOOD,all,CATSUP,765.44,sales
2008,all,DRY FOOD,all,CHOCOLATE MILK,7279.110000000001,sales
2008,all,DRY FOOD,all,CIGARETTES,4700.29,sales
2008,all,DRY FOOD,all,CONDENSED SOUP,2473.61,sales
2008,all,DRY FOOD,all,CORN,1365.08,sales
2008,all,DRY FOOD,all,COTTAGE CHEESE,2193.34,sales
2008,all,DRY FOOD,all,CREAM CHEESE,4904.96,sales
2008,all,DRY FOOD,all,DAIRY CASE 100% PURE JUICE - O,2111.71,sales
2008,all,DRY FOOD,all,EGGS - LARGE,7355.1900000000005,sales
2008,all,DRY FOOD,all,EGGS - MEDIUM,1807.33,sales
2008,all,DRY FOOD,all,EGGS - X-LARGE,6169.07,sales
2008,all,DRY FOOD,all,FLUID MILK WHITE ONLY,84584.01,sales
2008,all,DRY FOOD,all,HAMBURGER BUNS,3531.39,sales
2008,all,DRY FOOD,all,HOT DOG BUNS,3421.81,sales
2008,all,DRY FOOD,all,IWS SINGLE CHEESE,8037.23,sales
2008,all,DRY FOOD,all,MACARONI & CHEESE DNRS,1133.21,sales
2008,all,DRY FOOD,all,MAINSTREAM WHEAT/MULTIGRAIN BR,3273.25,sales
2008,all,DRY FOOD,all,MAINSTREAM WHITE BREAD,16475.1,sales
2008,all,DRY FOOD,all,NEWSPAPER,1280.27,sales
2008,all,DRY FOOD,all,NON-CRBNTD DRNKING/MNERAL WATE,7214.77,sales
2008,all,DRY FOOD,all,POTATO CHIPS,1545.48,sales
2008,all,DRY FOOD,all,SFT DRNK 2 LITER BTL CARB INCL,12027.580000000002,sales
2008,all,DRY FOOD,all,SFT DRNK MLT-PK BTL CARB (EXCP,1285.53,sales
2008,all,DRY FOOD,all,SFT DRNK SNGL SRV BTL CARB (EX,3698.48,sales
2008,all,DRY FOOD,all,SHREDDED CHEESE,8271.17,sales
2008,all,DRY FOOD,all,SNACK CAKE - MULTI PACK,702.44,sales
2008,all,DRY FOOD,all,SNACKS/APPETIZERS,1819.81,sales
2008,all,DRY FOOD,all,SOFT DRINKS 12/18&15PK CAN CAR,33818.369999999995,sales
2008,all,DRY FOOD,all,SOUP CRACKERS (SALTINE/OYSTER),1379.7,sales
2008,all,DRY FOOD,all,SOUR CREAMS,1861.33,sales
2008,all,DRY FOOD,all,SUGAR,3583.12,sales
2008,all,DRY FOOD,all,TOILET TISSUE,2683.5499999999997,sales
2008,all,DRY FOOD,all,TORTILLA/NACHO CHIPS,5428.17,sales
2008,all,DRY FOOD,all,TUNA,1432.41,sales
2008,all,FRESH FOOD,all,APPLES GALA (BULK&BAG),3192.27,sales
2008,all,FRESH FOOD,all,APPLES GOLD DELICIOUS (BULK&BA,1892.2,sales
2008,all,FRESH FOOD,all,APPLES GRANNY SMITH (BULK&BAG),2493.78,sales
2008,all,FRESH FOOD,all,AVOCADO,2142.94,sales
2008,all,FRESH FOOD,all,BANANAS,16559.08,sales
2008,all,FRESH FOOD,all,BROCCOLI WHOLE&CROWNS,3886.93,sales
2008,all,FRESH FOOD,all,CABBAGE,1408.76,sales
2008,all,FRESH FOOD,all,CANTALOUPE WHOLE,3771.27,sales
2008,all,FRESH FOOD,all,CARROTS MINI PEELED,6444.620000000001,sales
2008,all,FRESH FOOD,all,CELERY,3262.99,sales
2008,all,FRESH FOOD,all,CHICKEN BREAST BONELESS,15108.51,sales
2008,all,FRESH FOOD,all,CORN YELLOW,1739.49,sales
2008,all,FRESH FOOD,all,CUCUMBERS,2990.41,sales
2008,all,FRESH FOOD,all,ENTREES,2477.52,sales
2008,all,FRESH FOOD,all,GARDEN PLUS,5052.63,sales
2008,all,FRESH FOOD,all,GARLIC WHOLE CLOVES,455.39,sales
2008,all,FRESH FOOD,all,GRAPES RED,8645.34,sales
2008,all,FRESH FOOD,all,GRAPES WHITE,6747.28,sales
2008,all,FRESH FOOD,all,HEAD LETTUCE,4216.9,sales
2008,all,FRESH FOOD,all,LEAN,10351.44,sales
2008,all,FRESH FOOD,all,LEMONS,1221.63,sales
2008,all,FRESH FOOD,all,MEAT: LUNCHMEAT BULK,2702.03,sales
2008,all,FRESH FOOD,all,MEAT: SAUS DRY BULK,3759.74,sales
2008,all,FRESH FOOD,all,MUSHROOMS WHITE SLICED PKG,1883.15,sales
2008,all,FRESH FOOD,all,ONIONS OTHER,1457.85,sales
2008,all,FRESH FOOD,all,ONIONS SWEET (BULK&BAG),3091.7799999999997,sales
2008,all,FRESH FOOD,all,ONIONS YELLOW (BULK&BAG),3009.07,sales
2008,all,FRESH FOOD,all,ORANGES NAVELS ALL,1464.28,sales
2008,all,FRESH FOOD,all,PEPPERS GREEN BELL,3071.7000000000003,sales
2008,all,FRESH FOOD,all,PEPPERS RED BELL,1670.17,sales
2008,all,FRESH FOOD,all,POTATOES RUSSET (BULK&BAG),10280.15,sales
2008,all,FRESH FOOD,all,POTATOES SWEET&YAMS,2045.41,sales
2008,all,FRESH FOOD,all,PREMIUM - MEAT,3053.26,sales
2008,all,FRESH FOOD,all,PREP FD: SIDE DISHES (HOT),5745.17,sales
2008,all,FRESH FOOD,all,PRIMAL,11362.66,sales
2008,all,FRESH FOOD,all,REGULAR GARDEN,1982.2,sales
2008,all,FRESH FOOD,all,ROMA TOMATOES (BULK/PKG),2389.5099999999998,sales
2008,all,FRESH FOOD,all,SALAD BAR FRESH FRUIT,6995.08,sales
2008,all,FRESH FOOD,all,SQUASH ZUCCHINI,966.56,sales
2008,all,FRESH FOOD,all,STRAWBERRIES,9774.11,sales
2008,all,FRESH FOOD,all,SW GDS:DONUTS,2054.35,sales
2008,all,FRESH FOOD,all,TOMATOES GRAPE,4026.75,sales
2008,all,FRESH FOOD,all,TOMATOES HOTHOUSE ON THE VINE,6394.62,sales
2008,all,FRESH FOOD,all,TOMATOES VINE RIPE BULK,4431.32,sales
2008,all,FRESH FOOD,all,WATERMELON SEEDLESS WHOLE,2842.62,sales
2008,all,NON FOOD,all,GASOLINE-REG UNLEADED,341323.29,sales
2007,all,all,DELI,MEAT: LUNCHMEAT BULK,2299.99,sales
2007,all,all,DELI,MEAT: SAUS DRY BULK,3746.62,sales
2007,all,all,DELI,PREP FD: SIDE DISHES (HOT),5324.65,sales
2007,all,all,DRUG GM,CANDY BARS (SINGLES)(INCLUDING,720.51,sales
2007,all,all,DRUG GM,CIGARETTES,4005.2,sales
2007,all,all,DRUG GM,NEWSPAPER,1256.49,sales
2007,all,all,GROCERY,APPLE JUICE & CIDER (OVER 50%,1762.24,sales
2007,all,all,GROCERY,BEANS GREEN: FS/WHL/CUT,987.29,sales
2007,all,all,GROCERY,BUTTER,1809.94,sales
2007,all,all,GROCERY,CATSUP,1710.59,sales
2007,all,all,GROCERY,CHOCOLATE MILK,5986.09,sales
2007,all,all,GROCERY,CONDENSED SOUP,2497.8,sales
2007,all,all,GROCERY,CORN,966.47,sales
2007,all,all,GROCERY,COTTAGE CHEESE,1994.8799999999999,sales
2007,all,all,GROCERY,CREAM CHEESE,4011.0200000000004,sales
2007,all,all,GROCERY,DAIRY CASE 100% PURE JUICE - O,1996.8,sales
2007,all,all,GROCERY,EGGS - LARGE,6504.1900000000005,sales
2007,all,all,GROCERY,EGGS - MEDIUM,1107.61,sales
2007,all,all,GROCERY,EGGS - X-LARGE,5524.58,sales
2007,all,all,GROCERY,FLUID MILK WHITE ONLY,67837.68000000001,sales
2007,all,all,GROCERY,HAMBURGER BUNS,2891.13,sales
2007,all,all,GROCERY,HOT DOG BUNS,2803.11,sales
2007,all,all,GROCERY,IWS SINGLE CHEESE,7769.7300000000005,sales
2007,all,all,GROCERY,MACARONI & CHEESE DNRS,1030.74,sales
2007,all,all,GROCERY,MAINSTREAM WHEAT/MULTIGRAIN BR,2123.73,sales
2007,all,all,GROCERY,MAINSTREAM WHITE BREAD,14353.91,sales
2007,all,all,GROCERY,NON-CRBNTD DRNKING/MNERAL WATE,4805.03,sales
2007,all,all,GROCERY,POTATO CHIPS,2122.16,sales
2007,all,all,GROCERY,SFT DRNK 2 LITER BTL CARB INCL,10193.81,sales
2007,all,all,GROCERY,SFT DRNK MLT-PK BTL CARB (EXCP,1000.32,sales
2007,all,all,GROCERY,SFT DRNK SNGL SRV BTL CARB (EX,3646.65,sales
2007,all,all,GROCERY,SHREDDED CHEESE,6127.87,sales
2007,all,all,GROCERY,SNACK CAKE - MULTI PACK,495.82,sales
2007,all,all,GROCERY,SNACKS/APPETIZERS,1615.24,sales
2007,all,all,GROCERY,SOFT DRINKS 12/18&15PK CAN CAR,30823.010000000002,sales
2007,all,all,GROCERY,SOUP CRACKERS (SALTINE/OYSTER),1174.48,sales
2007,all,all,GROCERY,SOUR CREAMS,1554.73,sales
2007,all,all,GROCERY,SUGAR,3334.15,sales
2007,all,all,GROCERY,TOILET TISSUE,2348.62,sales
2007,all,all,GROCERY,TORTILLA/NACHO CHIPS,4323.05,sales
2007,all,all,GROCERY,TUNA,978.41,sales
2007,all,all,KIOSK-GAS,GASOLINE-REG UNLEADED,209417.32,sales
2007,all,all,MEAT,CHICKEN BREAST BONELESS,13843.42,sales
2007,all,all,MEAT,LEAN,8544.99,sales
2007,all,all,MEAT,PRIMAL,8792.11,sales
2007,all,all,MEAT-PCKGD,ENTREES,2266.8,sales
2007,all,all,MEAT-PCKGD,PREMIUM - MEAT,2880.82,sales
2007,all,all,MISC SALES TRAN,GASOLINE-REG UNLEADED,33032.3,sales
2007,all,all,PASTRY,SW GDS:DONUTS,1785.18,sales
2007,all,all,PRODUCE,APPLES GALA (BULK&BAG),1941.42,sales
2007,all,all,PRODUCE,APPLES GOLD DELICIOUS (BULK&BA,1276.99,sales
2007,all,all,PRODUCE,APPLES GRANNY SMITH (BULK&BAG),1849.4,sales
2007,all,all,PRODUCE,AVOCADO,1711.97,sales
2007,all,all,PRODUCE,BANANAS,12922.92,sales
2007,all,all,PRODUCE,BROCCOLI WHOLE&CROWNS,1750.01,sales
2007,all,all,PRODUCE,CABBAGE,1324.0,sales
2007,all,all,PRODUCE,CANTALOUPE WHOLE,2394.96,sales
2007,all,all,PRODUCE,CARROTS MINI PEELED,5293.6,sales
2007,all,all,PRODUCE,CELERY,1271.16,sales
2007,all,all,PRODUCE,CORN YELLOW,1284.37,sales
2007,all,all,PRODUCE,CUCUMBERS,2339.84,sales
2007,all,all,PRODUCE,GARDEN PLUS,4645.82,sales
2007,all,all,PRODUCE,GARLIC WHOLE CLOVES,337.58,sales
2007,all,all,PRODUCE,GRAPES RED,5952.31,sales
2007,all,all,PRODUCE,GRAPES WHITE,5506.2,sales
2007,all,all,PRODUCE,HEAD LETTUCE,3378.3500000000004,sales
2007,all,all,PRODUCE,LEMONS,952.87,sales
2007,all,all,PRODUCE,MUSHROOMS WHITE SLICED PKG,1510.32,sales
2007,all,all,PRODUCE,ONIONS OTHER,1148.65,sales
2007,all,all,PRODUCE,ONIONS SWEET (BULK&BAG),2842.17,sales
2007,all,all,PRODUCE,ONIONS YELLOW (BULK&BAG),2552.34,sales
2007,all,all,PRODUCE,ORANGES NAVELS ALL,823.64,sales
2007,all,all,PRODUCE,PEPPERS GREEN BELL,2617.09,sales
2007,all,all,PRODUCE,PEPPERS RED BELL,905.6,sales
2007,all,all,PRODUCE,POTATOES RUSSET (BULK&BAG),8408.33,sales
2007,all,all,PRODUCE,POTATOES SWEET&YAMS,1523.71,sales
2007,all,all,PRODUCE,REGULAR GARDEN,2201.96,sales
2007,all,all,PRODUCE,ROMA TOMATOES (BULK/PKG),1736.14,sales
2007,all,all,PRODUCE,SQUASH ZUCCHINI,771.15,sales
2007,all,all,PRODUCE,STRAWBERRIES,7011.88,sales
2007,all,all,PRODUCE,TOMATOES GRAPE,2158.64,sales
2007,all,all,PRODUCE,TOMATOES HOTHOUSE ON THE VINE,4277.62,sales
2007,all,all,PRODUCE,TOMATOES VINE RIPE BULK,3471.02,sales
2007,all,all,PRODUCE,WATERMELON SEEDLESS WHOLE,1877.42,sales
2007,all,all,SALAD BAR,SALAD BAR FRESH FRUIT,5955.01,sales
2008,all,all,DELI,MEAT: LUNCHMEAT BULK,2702.03,sales
2008,all,all,DELI,MEAT: SAUS DRY BULK,3759.74,sales
2008,all,all,DELI,PREP FD: SIDE DISHES (HOT),5745.17,sales
2008,all,all,DRUG GM,CANDY BARS (SINGLES)(INCLUDING,748.87,sales
2008,all,all,DRUG GM,CIGARETTES,4700.29,sales
2008,all,all,DRUG GM,NEWSPAPER,1280.27,sales
2008,all,all,GROCERY,APPLE JUICE & CIDER (OVER 50%,1640.72,sales
2008,all,all,GROCERY,BEANS GREEN: FS/WHL/CUT,1365.28,sales
2008,all,all,GROCERY,BUTTER,2436.34,sales
2008,all,all,GROCERY,CATSUP,765.44,sales
2008,all,all,GROCERY,CHOCOLATE MILK,7279.110000000001,sales
2008,all,all,GROCERY,CONDENSED SOUP,2473.61,sales
2008,all,all,GROCERY,CORN,1365.08,sales
2008,all,all,GROCERY,COTTAGE CHEESE,2193.34,sales
2008,all,all,GROCERY,CREAM CHEESE,4904.96,sales
2008,all,all,GROCERY,DAIRY CASE 100% PURE JUICE - O,2111.71,sales
2008,all,all,GROCERY,EGGS - LARGE,7355.1900000000005,sales
2008,all,all,GROCERY,EGGS - MEDIUM,1807.33,sales
2008,all,all,GROCERY,EGGS - X-LARGE,6169.07,sales
2008,all,all,GROCERY,FLUID MILK WHITE ONLY,84584.01,sales
2008,all,all,GROCERY,HAMBURGER BUNS,3531.39,sales
2008,all,all,GROCERY,HOT DOG BUNS,3421.81,sales
2008,all,all,GROCERY,IWS SINGLE CHEESE,8037.23,sales
2008,all,all,GROCERY,MACARONI & CHEESE DNRS,1133.21,sales
2008,all,all,GROCERY,MAINSTREAM WHEAT/MULTIGRAIN BR,3273.25,sales
2008,all,all,GROCERY,MAINSTREAM WHITE BREAD,16475.1,sales
2008,all,all,GROCERY,NON-CRBNTD DRNKING/MNERAL WATE,7214.77,sales
2008,all,all,GROCERY,POTATO CHIPS,1545.48,sales
2008,all,all,GROCERY,SFT DRNK 2 LITER BTL CARB INCL,12027.580000000002,sales
2008,all,all,GROCERY,SFT DRNK MLT-PK BTL CARB (EXCP,1285.53,sales
2008,all,all,GROCERY,SFT DRNK SNGL SRV BTL CARB (EX,3698.48,sales
2008,all,all,GROCERY,SHREDDED CHEESE,8271.17,sales
2008,all,all,GROCERY,SNACK CAKE - MULTI PACK,702.44,sales
2008,all,all,GROCERY,SNACKS/APPETIZERS,1819.81,sales
2008,all,all,GROCERY,SOFT DRINKS 12/18&15PK CAN CAR,33818.369999999995,sales
2008,all,all,GROCERY,SOUP CRACKERS (SALTINE/OYSTER),1379.7,sales
2008,all,all,GROCERY,SOUR CREAMS,1861.33,sales
2008,all,all,GROCERY,SUGAR,3583.12,sales
2008,all,all,GROCERY,TOILET TISSUE,2683.5499999999997,sales
2008,all,all,GROCERY,TORTILLA/NACHO CHIPS,5428.17,sales
2008,all,all,GROCERY,TUNA,1432.41,sales
2008,all,all,KIOSK-GAS,GASOLINE-REG UNLEADED,294449.79,sales
2008,all,all,MEAT,CHICKEN BREAST BONELESS,15108.51,sales
2008,all,all,MEAT,LEAN,10351.44,sales
2008,all,all,MEAT,PRIMAL,11362.66,sales
2008,all,all,MEAT-PCKGD,ENTREES,2477.52,sales
