YEAR,ORDER_BY,X_AXIS,CUSTOMER_AGE_GROUP,TOTAL_VALUE,VAR_SP,VAR_CM
2007,1,Sweden,55-64,906.19,profit,country
2007,1,Sweden,65+,363.46,profit,country
2008,1,Belgium,19-24,2448.62,profit,country
2008,1,Belgium,25-34,12461.83,profit,country
2008,1,Belgium,35-44,18192.43,profit,country
2008,1,Belgium,45-54,13825.61,profit,country
2008,1,Belgium,55-64,1403.34,profit,country
2008,1,Belgium,65+,528.0,profit,country
2008,1,Bulgaria,19-24,1292.56,profit,country
2008,1,Bulgaria,25-34,5239.53,profit,country
2008,1,Bulgaria,35-44,9472.74,profit,country
2008,1,Bulgaria,45-54,7574.24,profit,country
2008,1,Bulgaria,55-64,455.89,profit,country
2008,1,Bulgaria,65+,344.51,profit,country
2008,1,France,19-24,2431.87,profit,country
2008,1,France,25-34,9158.23,profit,country
2008,1,France,35-44,14246.449999999999,profit,country
2008,1,France,45-54,11813.14,profit,country
2008,1,France,55-64,1483.18,profit,country
2008,1,France,65+,393.9,profit,country
2008,1,Germany,19-24,2592.79,profit,country
2008,1,Germany,25-34,13033.55,profit,country
2008,1,Germany,35-44,19883.14,profit,country
2008,1,Germany,45-54,13821.23,profit,country
2008,1,Germany,55-64,996.63,profit,country
2008,1,Germany,65+,487.19,profit,country
2008,1,Greece,19-24,951.0,profit,country
2008,1,Greece,25-34,2670.2599999999998,profit,country
2008,1,Greece,35-44,3899.7799999999997,profit,country
2008,1,Greece,45-54,3194.44,profit,country
2008,1,Greece,55-64,285.33,profit,country
2008,1,Greece,65+,120.34,profit,country
2008,1,Lithuania,19-24,3220.48,profit,country
2008,1,Lithuania,25-34,11573.1,profit,country
2008,1,Lithuania,35-44,18183.78,profit,country
2008,1,Lithuania,45-54,14121.09,profit,country
2008,1,Lithuania,55-64,1521.59,profit,country
2008,1,Lithuania,65+,499.90999999999997,profit,country
2008,1,Luxembourg,19-24,186.56,profit,country
2008,1,Luxembourg,25-34,1579.06,profit,country
2008,1,Luxembourg,35-44,2002.93,profit,country
2008,1,Luxembourg,45-54,1304.61,profit,country
2008,1,Luxembourg,55-64,118.16,profit,country
2008,1,Luxembourg,65+,30.74,profit,country
2008,1,Netherlands,19-24,1630.21,profit,country
2008,1,Netherlands,25-34,6757.87,profit,country
2008,1,Netherlands,35-44,9825.59,profit,country
2008,1,Netherlands,45-54,8527.27,profit,country
2008,1,Netherlands,55-64,718.65,profit,country
2008,1,Netherlands,65+,378.68,profit,country
2008,1,Norway,19-24,989.54,profit,country
2008,1,Norway,25-34,2721.42,profit,country
2008,1,Norway,35-44,4842.49,profit,country
2008,1,Norway,45-54,3498.34,profit,country
2008,1,Norway,55-64,384.65999999999997,profit,country
2008,1,Norway,65+,176.49,profit,country
2008,1,Poland,19-24,1463.85,profit,country
2008,1,Poland,25-34,6639.06,profit,country
2008,1,Poland,35-44,9911.06,profit,country
2008,1,Poland,45-54,7581.76,profit,country
2008,1,Poland,55-64,558.76,profit,country
2008,1,Poland,65+,296.84,profit,country
2008,1,Portugal,19-24,2556.5,profit,country
2008,1,Portugal,25-34,11733.46,profit,country
2008,1,Portugal,35-44,17012.79,profit,country
2008,1,Portugal,45-54,12289.03,profit,country
2008,1,Portugal,55-64,1307.46,profit,country
2008,1,Portugal,65+,533.89,profit,country
2008,1,Spain,19-24,5065.21,profit,country
2008,1,Spain,25-34,14464.619999999999,profit,country
2008,1,Spain,35-44,24104.56,profit,country
2008,1,Spain,45-54,18170.17,profit,country
2008,1,Spain,55-64,1715.49,profit,country
2008,1,Spain,65+,629.73,profit,country
2008,1,Sweden,19-24,2229.78,profit,country
2008,1,Sweden,25-34,8000.5599999999995,profit,country
2008,1,Sweden,35-44,13045.13,profit,country
2008,1,Sweden,45-54,8387.83,profit,country
2008,1,Sweden,55-64,845.36,profit,country
2008,1,Sweden,65+,582.85,profit,country
2007,1,Belgium,all,45818.03,profit,country
2007,1,Bulgaria,all,9699.92,profit,country
2007,1,France,all,34082.0,profit,country
2007,1,Germany,all,44443.07,profit,country
2007,1,Greece,all,8070.389999999999,profit,country
2007,1,Lithuania,all,37503.39,profit,country
2007,1,Luxembourg,all,4355.84,profit,country
2007,1,Netherlands,all,25434.519999999997,profit,country
2007,1,Norway,all,11487.449999999999,profit,country
2007,1,Poland,all,21308.22,profit,country
2007,1,Portugal,all,35295.97,profit,country
2007,1,Spain,all,52545.979999999996,profit,country
2007,1,Sweden,all,29015.51,profit,country
2008,1,Belgium,all,48859.83,profit,country
2008,1,Bulgaria,all,24379.469999999998,profit,country
2008,1,France,all,39526.77,profit,country
2008,1,Germany,all,50814.53,profit,country
2008,1,Greece,all,11121.15,profit,country
2008,1,Lithuania,all,49119.95,profit,country
2008,1,Luxembourg,all,5222.0599999999995,profit,country
2008,1,Netherlands,all,27838.27,profit,country
2008,1,Norway,all,12612.94,profit,country
2008,1,Poland,all,26451.33,profit,country
2008,1,Portugal,all,45433.13,profit,country
2008,1,Spain,all,64149.78,profit,country
2008,1,Sweden,all,33091.51,profit,country
