YEAR,child,CUSTOMER_AGE_GROUP,BRAND,VAR_CM,X_AXIS,ORDER_BY,VAR_SP,parent,TOTAL_VALUE
2008,FRESH FOOD,55-64,PRIVATE,country,Norway,1,profit,root,
2008,FRESH FOOD,55-64,PRIVATE,country,Poland,1,profit,root,
2008,FRESH FOOD,55-64,PRIVATE,country,Portugal,1,profit,root,
2008,FRESH FOOD,55-64,PRIVATE,country,Spain,1,profit,root,
2008,FRESH FOOD,55-64,PRIVATE,country,Sweden,1,profit,root,
2008,FRESH FOOD,65+,NATIONAL,country,Belgium,1,profit,root,
2008,FRESH FOOD,65+,NATIONAL,country,Bulgaria,1,profit,root,
2008,FRESH FOOD,65+,NATIONAL,country,France,1,profit,root,
2008,FRESH FOOD,65+,NATIONAL,country,Germany,1,profit,root,
2008,FRESH FOOD,65+,NATIONAL,country,Greece,1,profit,root,
2008,FRESH FOOD,65+,NATIONAL,country,Lithuania,1,profit,root,
2008,FRESH FOOD,65+,NATIONAL,country,Luxembourg,1,profit,root,
2008,FRESH FOOD,65+,NATIONAL,country,Netherlands,1,profit,root,
2008,FRESH FOOD,65+,NATIONAL,country,Norway,1,profit,root,
2008,FRESH FOOD,65+,NATIONAL,country,Poland,1,profit,root,
2008,FRESH FOOD,65+,NATIONAL,country,Portugal,1,profit,root,
2008,FRESH FOOD,65+,NATIONAL,country,Spain,1,profit,root,
2008,FRESH FOOD,65+,NATIONAL,country,Sweden,1,profit,root,
2008,NON FOOD,25-34,PRIVATE,country,Belgium,1,profit,root,
2008,NON FOOD,25-34,PRIVATE,country,Bulgaria,1,profit,root,
2008,NON FOOD,25-34,PRIVATE,country,France,1,profit,root,
2008,NON FOOD,25-34,PRIVATE,country,Germany,1,profit,root,
2008,NON FOOD,25-34,PRIVATE,country,Greece,1,profit,root,
2008,NON FOOD,25-34,PRIVATE,country,Lithuania,1,profit,root,
2008,NON FOOD,25-34,PRIVATE,country,Netherlands,1,profit,root,
2008,NON FOOD,25-34,PRIVATE,country,Norway,1,profit,root,
2008,NON FOOD,25-34,PRIVATE,country,Poland,1,profit,root,
2008,NON FOOD,25-34,PRIVATE,country,Portugal,1,profit,root,
2008,NON FOOD,25-34,PRIVATE,country,Spain,1,profit,root,
2008,NON FOOD,25-34,PRIVATE,country,Sweden,1,profit,root,
2008,NON FOOD,35-44,PRIVATE,country,Belgium,1,profit,root,
2008,NON FOOD,35-44,PRIVATE,country,Bulgaria,1,profit,root,
2008,NON FOOD,35-44,PRIVATE,country,France,1,profit,root,
2008,NON FOOD,35-44,PRIVATE,country,Germany,1,profit,root,
2008,NON FOOD,35-44,PRIVATE,country,Greece,1,profit,root,
2008,NON FOOD,35-44,PRIVATE,country,Lithuania,1,profit,root,
2008,NON FOOD,35-44,PRIVATE,country,Netherlands,1,profit,root,
2008,NON FOOD,35-44,PRIVATE,country,Poland,1,profit,root,
2008,NON FOOD,35-44,PRIVATE,country,Portugal,1,profit,root,
2008,NON FOOD,35-44,PRIVATE,country,Spain,1,profit,root,
2008,NON FOOD,35-44,PRIVATE,country,Sweden,1,profit,root,
2007,DRY FOOD,all,NATIONAL,country,Belgium,1,profit,root,
2007,DRY FOOD,all,NATIONAL,country,Bulgaria,1,profit,root,
2007,DRY FOOD,all,NATIONAL,country,France,1,profit,root,
2007,DRY FOOD,all,NATIONAL,country,Germany,1,profit,root,
2007,DRY FOOD,all,NATIONAL,country,Greece,1,profit,root,
2007,DRY FOOD,all,NATIONAL,country,Lithuania,1,profit,root,
2007,DRY FOOD,all,NATIONAL,country,Luxembourg,1,profit,root,
2007,DRY FOOD,all,NATIONAL,country,Netherlands,1,profit,root,
2007,DRY FOOD,all,NATIONAL,country,Norway,1,profit,root,
2007,DRY FOOD,all,NATIONAL,country,Poland,1,profit,root,
2007,DRY FOOD,all,NATIONAL,country,Portugal,1,profit,root,
2007,DRY FOOD,all,NATIONAL,country,Spain,1,profit,root,
2007,DRY FOOD,all,NATIONAL,country,Sweden,1,profit,root,
2007,DRY FOOD,all,PRIVATE,country,Belgium,1,profit,root,
2007,DRY FOOD,all,PRIVATE,country,Bulgaria,1,profit,root,
2007,DRY FOOD,all,PRIVATE,country,France,1,profit,root,
2007,DRY FOOD,all,PRIVATE,country,Germany,1,profit,root,
2007,DRY FOOD,all,PRIVATE,country,Greece,1,profit,root,
2007,DRY FOOD,all,PRIVATE,country,Lithuania,1,profit,root,
2007,DRY FOOD,all,PRIVATE,country,Luxembourg,1,profit,root,
2007,DRY FOOD,all,PRIVATE,country,Netherlands,1,profit,root,
2007,DRY FOOD,all,PRIVATE,country,Norway,1,profit,root,
2007,DRY FOOD,all,PRIVATE,country,Poland,1,profit,root,
2007,DRY FOOD,all,PRIVATE,country,Portugal,1,profit,root,
2007,DRY FOOD,all,PRIVATE,country,Spain,1,profit,root,
2007,DRY FOOD,all,PRIVATE,country,Sweden,1,profit,root,
2007,FRESH FOOD,all,NATIONAL,country,Belgium,1,profit,root,
2007,FRESH FOOD,all,NATIONAL,country,Bulgaria,1,profit,root,
2007,FRESH FOOD,all,NATIONAL,country,France,1,profit,root,
2007,FRESH FOOD,all,NATIONAL,country,Germany,1,profit,root,
2007,FRESH FOOD,all,NATIONAL,country,Greece,1,profit,root,
2007,FRESH FOOD,all,NATIONAL,country,Lithuania,1,profit,root,
2007,FRESH FOOD,all,NATIONAL,country,Luxembourg,1,profit,root,
2007,FRESH FOOD,all,NATIONAL,country,Netherlands,1,profit,root,
2007,FRESH FOOD,all,NATIONAL,country,Norway,1,profit,root,
2007,FRESH FOOD,all,NATIONAL,country,Poland,1,profit,root,
2007,FRESH FOOD,all,NATIONAL,country,Portugal,1,profit,root,
2007,FRESH FOOD,all,NATIONAL,country,Spain,1,profit,root,
2007,FRESH FOOD,all,NATIONAL,country,Sweden,1,profit,root,
2007,FRESH FOOD,all,PRIVATE,country,Belgium,1,profit,root,
2007,FRESH FOOD,all,PRIVATE,country,Bulgaria,1,profit,root,
2007,FRESH FOOD,all,PRIVATE,country,France,1,profit,root,
2007,FRESH FOOD,all,PRIVATE,country,Germany,1,profit,root,
2007,FRESH FOOD,all,PRIVATE,country,Greece,1,profit,root,
2007,FRESH FOOD,all,PRIVATE,country,Lithuania,1,profit,root,
2007,FRESH FOOD,all,PRIVATE,country,Luxembourg,1,profit,root,
2007,FRESH FOOD,all,PRIVATE,country,Netherlands,1,profit,root,
2007,FRESH FOOD,all,PRIVATE,country,Norway,1,profit,root,
2007,FRESH FOOD,all,PRIVATE,country,Poland,1,profit,root,
2007,FRESH FOOD,all,PRIVATE,country,Portugal,1,profit,root,
2007,FRESH FOOD,all,PRIVATE,country,Spain,1,profit,root,
2007,FRESH FOOD,all,PRIVATE,country,Sweden,1,profit,root,
2007,NON FOOD,all,PRIVATE,country,Belgium,1,profit,root,
2007,NON FOOD,all,PRIVATE,country,Bulgaria,1,profit,root,
2007,NON FOOD,all,PRIVATE,country,France,1,profit,root,
2007,NON FOOD,all,PRIVATE,country,Germany,1,profit,root,
2007,NON FOOD,all,PRIVATE,country,Greece,1,profit,root,
2007,NON FOOD,all,PRIVATE,country,Lithuania,1,profit,root,
2007,NON FOOD,all,PRIVATE,country,Netherlands,1,profit,root,
2007,NON FOOD,all,PRIVATE,country,Norway,1,profit,root,
2007,NON FOOD,all,PRIVATE,country,Poland,1,profit,root,
2007,NON FOOD,all,PRIVATE,country,Portugal,1,profit,root,
2007,NON FOOD,all,PRIVATE,country,Spain,1,profit,root,
2007,NON FOOD,all,PRIVATE,country,Sweden,1,profit,root,
2008,DRY FOOD,all,NATIONAL,country,Belgium,1,profit,root,
2008,DRY FOOD,all,NATIONAL,country,Bulgaria,1,profit,root,
2008,DRY FOOD,all,NATIONAL,country,France,1,profit,root,
2008,DRY FOOD,all,NATIONAL,country,Germany,1,profit,root,
2008,DRY FOOD,all,NATIONAL,country,Greece,1,profit,root,
2008,DRY FOOD,all,NATIONAL,country,Lithuania,1,profit,root,
2008,DRY FOOD,all,NATIONAL,country,Luxembourg,1,profit,root,
2008,DRY FOOD,all,NATIONAL,country,Netherlands,1,profit,root,
2008,DRY FOOD,all,NATIONAL,country,Norway,1,profit,root,
2008,DRY FOOD,all,NATIONAL,country,Poland,1,profit,root,
2008,DRY FOOD,all,NATIONAL,country,Portugal,1,profit,root,
2008,DRY FOOD,all,NATIONAL,country,Spain,1,profit,root,
2008,DRY FOOD,all,NATIONAL,country,Sweden,1,profit,root,
2008,DRY FOOD,all,PRIVATE,country,Belgium,1,profit,root,
2008,DRY FOOD,all,PRIVATE,country,Bulgaria,1,profit,root,
2008,DRY FOOD,all,PRIVATE,country,France,1,profit,root,
2008,DRY FOOD,all,PRIVATE,country,Germany,1,profit,root,
2008,DRY FOOD,all,PRIVATE,country,Greece,1,profit,root,
2008,DRY FOOD,all,PRIVATE,country,Lithuania,1,profit,root,
2008,DRY FOOD,all,PRIVATE,country,Luxembourg,1,profit,root,
2008,DRY FOOD,all,PRIVATE,country,Netherlands,1,profit,root,
2008,DRY FOOD,all,PRIVATE,country,Norway,1,profit,root,
2008,DRY FOOD,all,PRIVATE,country,Poland,1,profit,root,
2008,DRY FOOD,all,PRIVATE,country,Portugal,1,profit,root,
2008,DRY FOOD,all,PRIVATE,country,Spain,1,profit,root,
2008,DRY FOOD,all,PRIVATE,country,Sweden,1,profit,root,
2008,FRESH FOOD,all,NATIONAL,country,Belgium,1,profit,root,
2008,FRESH FOOD,all,NATIONAL,country,Bulgaria,1,profit,root,
2008,FRESH FOOD,all,NATIONAL,country,France,1,profit,root,
2008,FRESH FOOD,all,NATIONAL,country,Germany,1,profit,root,
2008,FRESH FOOD,all,NATIONAL,country,Greece,1,profit,root,
2008,FRESH FOOD,all,NATIONAL,country,Lithuania,1,profit,root,
2008,FRESH FOOD,all,NATIONAL,country,Luxembourg,1,profit,root,
2008,FRESH FOOD,all,NATIONAL,country,Netherlands,1,profit,root,
2008,FRESH FOOD,all,NATIONAL,country,Norway,1,profit,root,
2008,FRESH FOOD,all,NATIONAL,country,Poland,1,profit,root,
2008,FRESH FOOD,all,NATIONAL,country,Portugal,1,profit,root,
2008,FRESH FOOD,all,NATIONAL,country,Spain,1,profit,root,
2008,FRESH FOOD,all,NATIONAL,country,Sweden,1,profit,root,
2008,FRESH FOOD,all,PRIVATE,country,Belgium,1,profit,root,
2008,FRESH FOOD,all,PRIVATE,country,Bulgaria,1,profit,root,
2008,FRESH FOOD,all,PRIVATE,country,France,1,profit,root,
2008,FRESH FOOD,all,PRIVATE,country,Germany,1,profit,root,
2008,FRESH FOOD,all,PRIVATE,country,Greece,1,profit,root,
2008,FRESH FOOD,all,PRIVATE,country,Lithuania,1,profit,root,
2008,FRESH FOOD,all,PRIVATE,country,Luxembourg,1,profit,root,
2008,FRESH FOOD,all,PRIVATE,country,Netherlands,1,profit,root,
2008,FRESH FOOD,all,PRIVATE,country,Norway,1,profit,root,
2008,FRESH FOOD,all,PRIVATE,country,Poland,1,profit,root,
2008,FRESH FOOD,all,PRIVATE,country,Portugal,1,profit,root,
2008,FRESH FOOD,all,PRIVATE,country,Spain,1,profit,root,
2008,FRESH FOOD,all,PRIVATE,country,Sweden,1,profit,root,
2008,NON FOOD,all,PRIVATE,country,Belgium,1,profit,root,
2008,NON FOOD,all,PRIVATE,country,Bulgaria,1,profit,root,
2008,NON FOOD,all,PRIVATE,country,France,1,profit,root,
2008,NON FOOD,all,PRIVATE,country,Germany,1,profit,root,
2008,NON FOOD,all,PRIVATE,country,Greece,1,profit,root,
2008,NON FOOD,all,PRIVATE,country,Lithuania,1,profit,root,
2008,NON FOOD,all,PRIVATE,country,Netherlands,1,profit,root,
2008,NON FOOD,all,PRIVATE,country,Norway,1,profit,root,
2008,NON FOOD,all,PRIVATE,country,Poland,1,profit,root,
2008,NON FOOD,all,PRIVATE,country,Portugal,1,profit,root,
2008,NON FOOD,all,PRIVATE,country,Spain,1,profit,root,
2008,NON FOOD,all,PRIVATE,country,Sweden,1,profit,root,
2007,DRUG GM,25-34,all,all,all,0,sales,DRY FOOD,5262.0
2007,DRUG GM,35-44,all,all,all,0,sales,DRY FOOD,721.0
2007,GROCERY,19-24,all,all,all,0,sales,DRY FOOD,23286.0
2007,GROCERY,25-34,all,all,all,0,sales,DRY FOOD,51501.0
2007,GROCERY,35-44,all,all,all,0,sales,DRY FOOD,90045.0
2007,GROCERY,45-54,all,all,all,0,sales,DRY FOOD,44688.0
2007,GROCERY,65+,all,all,all,0,sales,DRY FOOD,692.0
2007,DELI,25-34,all,all,all,0,sales,FRESH FOOD,6047.0
2007,DELI,45-54,all,all,all,0,sales,FRESH FOOD,5325.0
2007,MEAT,25-34,all,all,all,0,sales,FRESH FOOD,13843.0
2007,MEAT,45-54,all,all,all,0,sales,FRESH FOOD,8792.0
2007,MEAT,55-64,all,all,all,0,sales,FRESH FOOD,8545.0
2007,MEAT-PCKGD,45-54,all,all,all,0,sales,FRESH FOOD,5148.0
2007,PASTRY,35-44,all,all,all,0,sales,FRESH FOOD,1785.0
2007,PRODUCE,25-34,all,all,all,0,sales,FRESH FOOD,20777.0
2007,PRODUCE,35-44,all,all,all,0,sales,FRESH FOOD,40651.0
2007,PRODUCE,45-54,all,all,all,0,sales,FRESH FOOD,35530.0
2007,PRODUCE,55-64,all,all,all,0,sales,FRESH FOOD,1543.0
2007,PRODUCE,65+,all,all,all,0,sales,FRESH FOOD,3471.0
2007,SALAD BAR,35-44,all,all,all,0,sales,FRESH FOOD,5955.0
2007,KIOSK-GAS,25-34,all,all,all,0,sales,NON FOOD,209417.0
2007,MISC SALES TRAN,25-34,all,all,all,0,sales,NON FOOD,18509.0
2007,MISC SALES TRAN,35-44,all,all,all,0,sales,NON FOOD,14523.0
2008,DRUG GM,25-34,all,all,all,0,sales,DRY FOOD,5981.0
2008,DRUG GM,35-44,all,all,all,0,sales,DRY FOOD,749.0
2008,GROCERY,19-24,all,all,all,0,sales,DRY FOOD,28146.0
2008,GROCERY,25-34,all,all,all,0,sales,DRY FOOD,56687.0
2008,GROCERY,35-44,all,all,all,0,sales,DRY FOOD,107518.0
2008,GROCERY,45-54,all,all,all,0,sales,DRY FOOD,55955.0
2008,GROCERY,65+,all,all,all,0,sales,DRY FOOD,769.0
2008,DELI,25-34,all,all,all,0,sales,FRESH FOOD,6462.0
2008,DELI,45-54,all,all,all,0,sales,FRESH FOOD,5745.0
2008,MEAT,25-34,all,all,all,0,sales,FRESH FOOD,15109.0
2008,MEAT,45-54,all,all,all,0,sales,FRESH FOOD,11363.0
2008,MEAT,55-64,all,all,all,0,sales,FRESH FOOD,10351.0
2008,MEAT-PCKGD,45-54,all,all,all,0,sales,FRESH FOOD,5531.0
2008,PASTRY,35-44,all,all,all,0,sales,FRESH FOOD,2054.0
2008,PRODUCE,25-34,all,all,all,0,sales,FRESH FOOD,26090.0
2008,PRODUCE,35-44,all,all,all,0,sales,FRESH FOOD,53956.0
2008,PRODUCE,45-54,all,all,all,0,sales,FRESH FOOD,50516.0
2008,PRODUCE,55-64,all,all,all,0,sales,FRESH FOOD,1912.0
2008,PRODUCE,65+,all,all,all,0,sales,FRESH FOOD,4431.0
2008,SALAD BAR,35-44,all,all,all,0,sales,FRESH FOOD,6995.0
2008,KIOSK-GAS,25-34,all,all,all,0,sales,NON FOOD,294450.0
2008,MISC SALES TRAN,25-34,all,all,all,0,sales,NON FOOD,27802.0
2008,MISC SALES TRAN,35-44,all,all,all,0,sales,NON FOOD,19072.0
2007,DRUG GM,all,all,all,all,0,sales,DRY FOOD,5982.0
2007,GROCERY,all,all,all,all,0,sales,DRY FOOD,210213.0
2007,DELI,all,all,all,all,0,sales,FRESH FOOD,11371.0
2007,MEAT,all,all,all,all,0,sales,FRESH FOOD,31181.0
2007,MEAT-PCKGD,all,all,all,all,0,sales,FRESH FOOD,5148.0
2007,PASTRY,all,all,all,all,0,sales,FRESH FOOD,1785.0
2007,PRODUCE,all,all,all,all,0,sales,FRESH FOOD,101971.0
2007,SALAD BAR,all,all,all,all,0,sales,FRESH FOOD,5955.0
2007,KIOSK-GAS,all,all,all,all,0,sales,NON FOOD,209417.0
2007,MISC SALES TRAN,all,all,all,all,0,sales,NON FOOD,33032.0
2008,DRUG GM,all,all,all,all,0,sales,DRY FOOD,6729.0
2008,GROCERY,all,all,all,all,0,sales,DRY FOOD,249075.0
2008,DELI,all,all,all,all,0,sales,FRESH FOOD,12207.0
2008,MEAT,all,all,all,all,0,sales,FRESH FOOD,36823.0
2008,MEAT-PCKGD,all,all,all,all,0,sales,FRESH FOOD,5531.0
2008,PASTRY,all,all,all,all,0,sales,FRESH FOOD,2054.0
2008,PRODUCE,all,all,all,all,0,sales,FRESH FOOD,136905.0
2008,SALAD BAR,all,all,all,all,0,sales,FRESH FOOD,6995.0
2008,KIOSK-GAS,all,all,all,all,0,sales,NON FOOD,294450.0
2008,MISC SALES TRAN,all,all,all,all,0,sales,NON FOOD,46874.0
2007,DRUG GM,25-34,NATIONAL,all,all,0,sales,DRY FOOD,5262.0
2007,DRUG GM,35-44,NATIONAL,all,all,0,sales,DRY FOOD,721.0
2007,GROCERY,19-24,NATIONAL,all,all,0,sales,DRY FOOD,18316.0
2007,GROCERY,19-24,PRIVATE,all,all,0,sales,DRY FOOD,4970.0
2007,GROCERY,25-34,NATIONAL,all,all,0,sales,DRY FOOD,19315.0
2007,GROCERY,25-34,PRIVATE,all,all,0,sales,DRY FOOD,32186.0
2007,GROCERY,35-44,NATIONAL,all,all,0,sales,DRY FOOD,26803.0
2007,GROCERY,35-44,PRIVATE,all,all,0,sales,DRY FOOD,63242.0
2007,GROCERY,45-54,NATIONAL,all,all,0,sales,DRY FOOD,12138.0
2007,GROCERY,45-54,PRIVATE,all,all,0,sales,DRY FOOD,32551.0
2007,GROCERY,65+,PRIVATE,all,all,0,sales,DRY FOOD,692.0
2007,DELI,25-34,NATIONAL,all,all,0,sales,FRESH FOOD,6047.0
2007,DELI,45-54,NATIONAL,all,all,0,sales,FRESH FOOD,5325.0
2007,MEAT,25-34,NATIONAL,all,all,0,sales,FRESH FOOD,13843.0
2007,MEAT,45-54,NATIONAL,all,all,0,sales,FRESH FOOD,8792.0
2007,MEAT,55-64,NATIONAL,all,all,0,sales,FRESH FOOD,8545.0
2007,MEAT-PCKGD,45-54,NATIONAL,all,all,0,sales,FRESH FOOD,5148.0
2007,PASTRY,35-44,NATIONAL,all,all,0,sales,FRESH FOOD,1785.0
2007,PRODUCE,25-34,NATIONAL,all,all,0,sales,FRESH FOOD,20777.0
2007,PRODUCE,35-44,NATIONAL,all,all,0,sales,FRESH FOOD,27532.0
2007,PRODUCE,35-44,PRIVATE,all,all,0,sales,FRESH FOOD,13119.0
2007,PRODUCE,45-54,NATIONAL,all,all,0,sales,FRESH FOOD,31779.0
2007,PRODUCE,45-54,PRIVATE,all,all,0,sales,FRESH FOOD,3751.0
2007,PRODUCE,55-64,PRIVATE,all,all,0,sales,FRESH FOOD,1543.0
2007,PRODUCE,65+,NATIONAL,all,all,0,sales,FRESH FOOD,3471.0
2007,SALAD BAR,35-44,NATIONAL,all,all,0,sales,FRESH FOOD,5955.0
2007,KIOSK-GAS,25-34,PRIVATE,all,all,0,sales,NON FOOD,209417.0
2007,MISC SALES TRAN,25-34,PRIVATE,all,all,0,sales,NON FOOD,18509.0
2007,MISC SALES TRAN,35-44,PRIVATE,all,all,0,sales,NON FOOD,14523.0
2008,DRUG GM,25-34,NATIONAL,all,all,0,sales,DRY FOOD,5981.0
2008,DRUG GM,35-44,NATIONAL,all,all,0,sales,DRY FOOD,749.0
2008,GROCERY,19-24,NATIONAL,all,all,0,sales,DRY FOOD,22395.0
2008,GROCERY,19-24,PRIVATE,all,all,0,sales,DRY FOOD,5751.0
2008,GROCERY,25-34,NATIONAL,all,all,0,sales,DRY FOOD,19202.0
2008,GROCERY,25-34,PRIVATE,all,all,0,sales,DRY FOOD,37485.0
2008,GROCERY,35-44,NATIONAL,all,all,0,sales,DRY FOOD,30080.0
2008,GROCERY,35-44,PRIVATE,all,all,0,sales,DRY FOOD,77437.0
2008,GROCERY,45-54,NATIONAL,all,all,0,sales,DRY FOOD,14898.0
2008,GROCERY,45-54,PRIVATE,all,all,0,sales,DRY FOOD,41057.0
2008,GROCERY,65+,PRIVATE,all,all,0,sales,DRY FOOD,769.0
2008,DELI,25-34,NATIONAL,all,all,0,sales,FRESH FOOD,6462.0
2008,DELI,45-54,NATIONAL,all,all,0,sales,FRESH FOOD,5745.0
2008,MEAT,25-34,NATIONAL,all,all,0,sales,FRESH FOOD,15109.0
2008,MEAT,45-54,NATIONAL,all,all,0,sales,FRESH FOOD,11363.0
2008,MEAT,55-64,NATIONAL,all,all,0,sales,FRESH FOOD,10351.0
2008,MEAT-PCKGD,45-54,NATIONAL,all,all,0,sales,FRESH FOOD,5531.0
2008,PASTRY,35-44,NATIONAL,all,all,0,sales,FRESH FOOD,2054.0
2008,PRODUCE,25-34,NATIONAL,all,all,0,sales,FRESH FOOD,26090.0
2008,PRODUCE,35-44,NATIONAL,all,all,0,sales,FRESH FOOD,36640.0
2008,PRODUCE,35-44,PRIVATE,all,all,0,sales,FRESH FOOD,17316.0
2008,PRODUCE,45-54,NATIONAL,all,all,0,sales,FRESH FOOD,45983.0
2008,PRODUCE,45-54,PRIVATE,all,all,0,sales,FRESH FOOD,4533.0
2008,PRODUCE,55-64,PRIVATE,all,all,0,sales,FRESH FOOD,1912.0
2008,PRODUCE,65+,NATIONAL,all,all,0,sales,FRESH FOOD,4431.0
2008,SALAD BAR,35-44,NATIONAL,all,all,0,sales,FRESH FOOD,6995.0
2008,KIOSK-GAS,25-34,PRIVATE,all,all,0,sales,NON FOOD,294450.0
2008,MISC SALES TRAN,25-34,PRIVATE,all,all,0,sales,NON FOOD,27802.0
2008,MISC SALES TRAN,35-44,PRIVATE,all,all,0,sales,NON FOOD,19072.0
2007,DRUG GM,all,NATIONAL,all,all,0,sales,DRY FOOD,5982.0
2007,GROCERY,all,NATIONAL,all,all,0,sales,DRY FOOD,76572.0
2007,GROCERY,all,PRIVATE,all,all,0,sales,DRY FOOD,133641.0
2007,DELI,all,NATIONAL,all,all,0,sales,FRESH FOOD,11371.0
2007,MEAT,all,NATIONAL,all,all,0,sales,FRESH FOOD,31181.0
2007,MEAT-PCKGD,all,NATIONAL,all,all,0,sales,FRESH FOOD,5148.0
2007,PASTRY,all,NATIONAL,all,all,0,sales,FRESH FOOD,1785.0
2007,PRODUCE,all,NATIONAL,all,all,0,sales,FRESH FOOD,83559.0
2007,PRODUCE,all,PRIVATE,all,all,0,sales,FRESH FOOD,18413.0
2007,SALAD BAR,all,NATIONAL,all,all,0,sales,FRESH FOOD,5955.0
2007,KIOSK-GAS,all,PRIVATE,all,all,0,sales,NON FOOD,209417.0
2007,MISC SALES TRAN,all,PRIVATE,all,all,0,sales,NON FOOD,33032.0
2008,DRUG GM,all,NATIONAL,all,all,0,sales,DRY FOOD,6729.0
2008,GROCERY,all,NATIONAL,all,all,0,sales,DRY FOOD,86576.0
2008,GROCERY,all,PRIVATE,all,all,0,sales,DRY FOOD,162499.0
2008,DELI,all,NATIONAL,all,all,0,sales,FRESH FOOD,12207.0
2008,MEAT,all,NATIONAL,all,all,0,sales,FRESH FOOD,36823.0
2008,MEAT-PCKGD,all,NATIONAL,all,all,0,sales,FRESH FOOD,5531.0
2008,PASTRY,all,NATIONAL,all,all,0,sales,FRESH FOOD,2054.0
2008,PRODUCE,all,NATIONAL,all,all,0,sales,FRESH FOOD,113145.0
2008,PRODUCE,all,PRIVATE,all,all,0,sales,FRESH FOOD,23761.0
2008,SALAD BAR,all,NATIONAL,all,all,0,sales,FRESH FOOD,6995.0
2008,KIOSK-GAS,all,PRIVATE,all,all,0,sales,NON FOOD,294450.0
2008,MISC SALES TRAN,all,PRIVATE,all,all,0,sales,NON FOOD,46874.0
2007,DRUG GM,25-34,all,month,Jan,1,sales,DRY FOOD,39.0
2007,DRUG GM,25-34,all,month,Feb,2,sales,DRY FOOD,96.0
2007,DRUG GM,25-34,all,month,Mar,3,sales,DRY FOOD,255.0
2007,DRUG GM,25-34,all,month,Apr,4,sales,DRY FOOD,408.0
2007,DRUG GM,25-34,all,month,May,5,sales,DRY FOOD,610.0
2007,DRUG GM,25-34,all,month,Jun,6,sales,DRY FOOD,591.0
2007,DRUG GM,25-34,all,month,Jul,7,sales,DRY FOOD,552.0
2007,DRUG GM,25-34,all,month,Aug,8,sales,DRY FOOD,569.0
2007,DRUG GM,25-34,all,month,Sep,9,sales,DRY FOOD,557.0
2007,DRUG GM,25-34,all,month,Oct,10,sales,DRY FOOD,480.0
2007,DRUG GM,25-34,all,month,Nov,11,sales,DRY FOOD,646.0
2007,DRUG GM,25-34,all,month,Dec,12,sales,DRY FOOD,457.0
2007,DRUG GM,35-44,all,month,Jan,1,sales,DRY FOOD,4.0
2007,DRUG GM,35-44,all,month,Feb,2,sales,DRY FOOD,35.0
2007,DRUG GM,35-44,all,month,Mar,3,sales,DRY FOOD,38.0
2007,DRUG GM,35-44,all,month,Apr,4,sales,DRY FOOD,60.0
2007,DRUG GM,35-44,all,month,May,5,sales,DRY FOOD,53.0
2007,DRUG GM,35-44,all,month,Jun,6,sales,DRY FOOD,36.0
2007,DRUG GM,35-44,all,month,Jul,7,sales,DRY FOOD,100.0
2007,DRUG GM,35-44,all,month,Aug,8,sales,DRY FOOD,49.0
2007,DRUG GM,35-44,all,month,Sep,9,sales,DRY FOOD,94.0
2007,DRUG GM,35-44,all,month,Oct,10,sales,DRY FOOD,63.0
2007,DRUG GM,35-44,all,month,Nov,11,sales,DRY FOOD,127.0
2007,DRUG GM,35-44,all,month,Dec,12,sales,DRY FOOD,62.0
2007,GROCERY,19-24,all,month,Jan,1,sales,DRY FOOD,219.0
2007,GROCERY,19-24,all,month,Feb,2,sales,DRY FOOD,967.0
2007,GROCERY,19-24,all,month,Mar,3,sales,DRY FOOD,1635.0
2007,GROCERY,19-24,all,month,Apr,4,sales,DRY FOOD,2783.0
2007,GROCERY,19-24,all,month,May,5,sales,DRY FOOD,2430.0
2007,GROCERY,19-24,all,month,Jun,6,sales,DRY FOOD,1814.0
2007,GROCERY,19-24,all,month,Jul,7,sales,DRY FOOD,2356.0
2007,GROCERY,19-24,all,month,Aug,8,sales,DRY FOOD,2662.0
2007,GROCERY,19-24,all,month,Sep,9,sales,DRY FOOD,1646.0
2007,GROCERY,19-24,all,month,Oct,10,sales,DRY FOOD,1683.0
2007,GROCERY,19-24,all,month,Nov,11,sales,DRY FOOD,2889.0
2007,GROCERY,19-24,all,month,Dec,12,sales,DRY FOOD,2202.0
2007,GROCERY,25-34,all,month,Jan,1,sales,DRY FOOD,560.0
2007,GROCERY,25-34,all,month,Feb,2,sales,DRY FOOD,1908.0
2007,GROCERY,25-34,all,month,Mar,3,sales,DRY FOOD,3106.0
2007,GROCERY,25-34,all,month,Apr,4,sales,DRY FOOD,4117.0
2007,GROCERY,25-34,all,month,May,5,sales,DRY FOOD,6064.0
2007,GROCERY,25-34,all,month,Jun,6,sales,DRY FOOD,4893.0
2007,GROCERY,25-34,all,month,Jul,7,sales,DRY FOOD,4312.0
2007,GROCERY,25-34,all,month,Aug,8,sales,DRY FOOD,5224.0
2007,GROCERY,25-34,all,month,Sep,9,sales,DRY FOOD,4786.0
2007,GROCERY,25-34,all,month,Oct,10,sales,DRY FOOD,5096.0
2007,GROCERY,25-34,all,month,Nov,11,sales,DRY FOOD,6646.0
2007,GROCERY,25-34,all,month,Dec,12,sales,DRY FOOD,4789.0
2007,GROCERY,35-44,all,month,Jan,1,sales,DRY FOOD,1083.0
2007,GROCERY,35-44,all,month,Feb,2,sales,DRY FOOD,3268.0
