YEAR,ORDER_BY,X_AXIS,CUSTOMER_AGE_GROUP,TOTAL_VALUE,BRAND,DEPARTMENT,CLASS,PRODUCT_DESC,VAR_SP,VAR_CM
2008,3,Mar,25-34,2.9699999999999998,all,DRY FOOD,DRUG GM,NEWSPAPER,sales,month
2008,4,Apr,25-34,5.49,all,DRY FOOD,DRUG GM,NEWSPAPER,sales,month
2008,5,May,25-34,5.49,all,DRY FOOD,DRUG GM,NEWSPAPER,sales,month
2008,6,Jun,25-34,1.5,all,DRY FOOD,DRUG GM,NEWSPAPER,sales,month
2008,7,Jul,25-34,6.0,all,DRY FOOD,DRUG GM,NEWSPAPER,sales,month
2008,8,Aug,25-34,2.99,all,DRY FOOD,DRUG GM,NEWSPAPER,sales,month
2008,9,Sep,25-34,1.5,all,DRY FOOD,DRUG GM,NEWSPAPER,sales,month
2008,10,Oct,25-34,2.49,all,DRY FOOD,DRUG GM,NEWSPAPER,sales,month
2008,11,Nov,25-34,2.9699999999999998,all,DRY FOOD,DRUG GM,NEWSPAPER,sales,month
2008,12,Dec,25-34,0.99,all,DRY FOOD,DRUG GM,NEWSPAPER,sales,month
2007,1,Jan,all,1.5,all,DRY FOOD,DRUG GM,NEWSPAPER,sales,month
2007,2,Feb,all,1.5,all,DRY FOOD,DRUG GM,NEWSPAPER,sales,month
2007,3,Mar,all,4.5,all,DRY FOOD,DRUG GM,NEWSPAPER,sales,month
2007,4,Apr,all,5.49,all,DRY FOOD,DRUG GM,NEWSPAPER,sales,month
2007,5,May,all,7.47,all,DRY FOOD,DRUG GM,NEWSPAPER,sales,month
2007,6,Jun,all,1.5,all,DRY FOOD,DRUG GM,NEWSPAPER,sales,month
2007,7,Jul,all,1.5,all,DRY FOOD,DRUG GM,NEWSPAPER,sales,month
2007,8,Aug,all,4.5,all,DRY FOOD,DRUG GM,NEWSPAPER,sales,month
2007,9,Sep,all,4.5,all,DRY FOOD,DRUG GM,NEWSPAPER,sales,month
2007,10,Oct,all,4.5,all,DRY FOOD,DRUG GM,NEWSPAPER,sales,month
2007,11,Nov,all,4.5,all,DRY FOOD,DRUG GM,NEWSPAPER,sales,month
2007,12,Dec,all,1.5,all,DRY FOOD,DRUG GM,NEWSPAPER,sales,month
2008,1,Jan,all,1.5,all,DRY FOOD,DRUG GM,NEWSPAPER,sales,month
2008,2,Feb,all,7.47,all,DRY FOOD,DRUG GM,NEWSPAPER,sales,month
2008,3,Mar,all,2.9699999999999998,all,DRY FOOD,DRUG GM,NEWSPAPER,sales,month
2008,4,Apr,all,5.49,all,DRY FOOD,DRUG GM,NEWSPAPER,sales,month
2008,5,May,all,5.49,all,DRY FOOD,DRUG GM,NEWSPAPER,sales,month
2008,6,Jun,all,1.5,all,DRY FOOD,DRUG GM,NEWSPAPER,sales,month
2008,7,Jul,all,6.0,all,DRY FOOD,DRUG GM,NEWSPAPER,sales,month
2008,8,Aug,all,2.99,all,DRY FOOD,DRUG GM,NEWSPAPER,sales,month
2008,9,Sep,all,1.5,all,DRY FOOD,DRUG GM,NEWSPAPER,sales,month
2008,10,Oct,all,2.49,all,DRY FOOD,DRUG GM,NEWSPAPER,sales,month
2008,11,Nov,all,2.9699999999999998,all,DRY FOOD,DRUG GM,NEWSPAPER,sales,month
2008,12,Dec,all,0.99,all,DRY FOOD,DRUG GM,NEWSPAPER,sales,month
2007,1,Jan,25-34,5.33,all,DRY FOOD,GROCERY,CREAM CHEESE,sales,month
2007,2,Feb,25-34,40.75,all,DRY FOOD,GROCERY,CREAM CHEESE,sales,month
2007,3,Mar,25-34,44.55,all,DRY FOOD,GROCERY,CREAM CHEESE,sales,month
2007,4,Apr,25-34,27.92,all,DRY FOOD,GROCERY,CREAM CHEESE,sales,month
2007,5,May,25-34,43.51,all,DRY FOOD,GROCERY,CREAM CHEESE,sales,month
2007,6,Jun,25-34,26.56,all,DRY FOOD,GROCERY,CREAM CHEESE,sales,month
2007,7,Jul,25-34,41.88,all,DRY FOOD,GROCERY,CREAM CHEESE,sales,month
2007,8,Aug,25-34,71.15,all,DRY FOOD,GROCERY,CREAM CHEESE,sales,month
2007,9,Sep,25-34,78.41,all,DRY FOOD,GROCERY,CREAM CHEESE,sales,month
2007,10,Oct,25-34,78.19,all,DRY FOOD,GROCERY,CREAM CHEESE,sales,month
2007,11,Nov,25-34,34.660000000000004,all,DRY FOOD,GROCERY,CREAM CHEESE,sales,month
2007,12,Dec,25-34,19.14,all,DRY FOOD,GROCERY,CREAM CHEESE,sales,month
2007,1,Jan,45-54,7.93,all,DRY FOOD,GROCERY,CREAM CHEESE,sales,month
2007,2,Feb,45-54,15.67,all,DRY FOOD,GROCERY,CREAM CHEESE,sales,month
2007,3,Mar,45-54,27.86,all,DRY FOOD,GROCERY,CREAM CHEESE,sales,month
2007,4,Apr,45-54,55.769999999999996,all,DRY FOOD,GROCERY,CREAM CHEESE,sales,month
2007,5,May,45-54,29.849999999999998,all,DRY FOOD,GROCERY,CREAM CHEESE,sales,month
2007,6,Jun,45-54,47.68,all,DRY FOOD,GROCERY,CREAM CHEESE,sales,month
2007,7,Jul,45-54,49.6,all,DRY FOOD,GROCERY,CREAM CHEESE,sales,month
2007,8,Aug,45-54,55.699999999999996,all,DRY FOOD,GROCERY,CREAM CHEESE,sales,month
2007,9,Sep,45-54,200.91,all,DRY FOOD,GROCERY,CREAM CHEESE,sales,month
2007,10,Oct,45-54,57.78,all,DRY FOOD,GROCERY,CREAM CHEESE,sales,month
2007,11,Nov,45-54,41.08,all,DRY FOOD,GROCERY,CREAM CHEESE,sales,month
2007,12,Dec,45-54,33.42,all,DRY FOOD,GROCERY,CREAM CHEESE,sales,month
2008,1,Jan,25-34,52.53,all,DRY FOOD,GROCERY,CREAM CHEESE,sales,month
2008,2,Feb,25-34,29.55,all,DRY FOOD,GROCERY,CREAM CHEESE,sales,month
2008,3,Mar,25-34,25.92,all,DRY FOOD,GROCERY,CREAM CHEESE,sales,month
2008,4,Apr,25-34,17.23,all,DRY FOOD,GROCERY,CREAM CHEESE,sales,month
2008,5,May,25-34,73.83,all,DRY FOOD,GROCERY,CREAM CHEESE,sales,month
2008,6,Jun,25-34,25.72,all,DRY FOOD,GROCERY,CREAM CHEESE,sales,month
2008,7,Jul,25-34,33.120000000000005,all,DRY FOOD,GROCERY,CREAM CHEESE,sales,month
2008,8,Aug,25-34,36.36,all,DRY FOOD,GROCERY,CREAM CHEESE,sales,month
2008,9,Sep,25-34,24.12,all,DRY FOOD,GROCERY,CREAM CHEESE,sales,month
2008,10,Oct,25-34,32.71,all,DRY FOOD,GROCERY,CREAM CHEESE,sales,month
2008,11,Nov,25-34,18.35,all,DRY FOOD,GROCERY,CREAM CHEESE,sales,month
2008,12,Dec,25-34,8.8,all,DRY FOOD,GROCERY,CREAM CHEESE,sales,month
2008,1,Jan,45-54,34.7,all,DRY FOOD,GROCERY,CREAM CHEESE,sales,month
2008,2,Feb,45-54,23.479999999999997,all,DRY FOOD,GROCERY,CREAM CHEESE,sales,month
2008,3,Mar,45-54,25.68,all,DRY FOOD,GROCERY,CREAM CHEESE,sales,month
2008,4,Apr,45-54,45.29,all,DRY FOOD,GROCERY,CREAM CHEESE,sales,month
2008,5,May,45-54,34.4,all,DRY FOOD,GROCERY,CREAM CHEESE,sales,month
2008,6,Jun,45-54,62.089999999999996,all,DRY FOOD,GROCERY,CREAM CHEESE,sales,month
2008,7,Jul,45-54,67.95,all,DRY FOOD,GROCERY,CREAM CHEESE,sales,month
2008,8,Aug,45-54,84.48,all,DRY FOOD,GROCERY,CREAM CHEESE,sales,month
2008,9,Sep,45-54,82.8,all,DRY FOOD,GROCERY,CREAM CHEESE,sales,month
2008,10,Oct,45-54,68.06,all,DRY FOOD,GROCERY,CREAM CHEESE,sales,month
2008,11,Nov,45-54,58.76,all,DRY FOOD,GROCERY,CREAM CHEESE,sales,month
2008,12,Dec,45-54,18.240000000000002,all,DRY FOOD,GROCERY,CREAM CHEESE,sales,month
2007,1,Jan,all,13.26,all,DRY FOOD,GROCERY,CREAM CHEESE,sales,month
2007,2,Feb,all,56.42,all,DRY FOOD,GROCERY,CREAM CHEESE,sales,month
2007,3,Mar,all,72.41,all,DRY FOOD,GROCERY,CREAM CHEESE,sales,month
2007,4,Apr,all,83.69,all,DRY FOOD,GROCERY,CREAM CHEESE,sales,month
2007,5,May,all,73.36,all,DRY FOOD,GROCERY,CREAM CHEESE,sales,month
2007,6,Jun,all,74.24,all,DRY FOOD,GROCERY,CREAM CHEESE,sales,month
2007,7,Jul,all,91.48,all,DRY FOOD,GROCERY,CREAM CHEESE,sales,month
2007,8,Aug,all,126.85,all,DRY FOOD,GROCERY,CREAM CHEESE,sales,month
2007,9,Sep,all,279.32,all,DRY FOOD,GROCERY,CREAM CHEESE,sales,month
2007,10,Oct,all,135.97,all,DRY FOOD,GROCERY,CREAM CHEESE,sales,month
2007,11,Nov,all,75.74000000000001,all,DRY FOOD,GROCERY,CREAM CHEESE,sales,month
2007,12,Dec,all,52.56,all,DRY FOOD,GROCERY,CREAM CHEESE,sales,month
2008,1,Jan,all,87.23,all,DRY FOOD,GROCERY,CREAM CHEESE,sales,month
2008,2,Feb,all,53.03,all,DRY FOOD,GROCERY,CREAM CHEESE,sales,month
2008,3,Mar,all,51.6,all,DRY FOOD,GROCERY,CREAM CHEESE,sales,month
2008,4,Apr,all,62.519999999999996,all,DRY FOOD,GROCERY,CREAM CHEESE,sales,month
2008,5,May,all,108.22999999999999,all,DRY FOOD,GROCERY,CREAM CHEESE,sales,month
2008,6,Jun,all,87.81,all,DRY FOOD,GROCERY,CREAM CHEESE,sales,month
2008,7,Jul,all,101.07000000000001,all,DRY FOOD,GROCERY,CREAM CHEESE,sales,month
2008,8,Aug,all,120.84,all,DRY FOOD,GROCERY,CREAM CHEESE,sales,month
2008,9,Sep,all,106.92,all,DRY FOOD,GROCERY,CREAM CHEESE,sales,month
2008,10,Oct,all,100.77000000000001,all,DRY FOOD,GROCERY,CREAM CHEESE,sales,month
2008,11,Nov,all,77.11,all,DRY FOOD,GROCERY,CREAM CHEESE,sales,month
2008,12,Dec,all,27.040000000000003,all,DRY FOOD,GROCERY,CREAM CHEESE,sales,month
2007,1,Jan,25-34,5.64,all,DRY FOOD,GROCERY,EGGS - LARGE,sales,month
2007,2,Feb,25-34,15.120000000000001,all,DRY FOOD,GROCERY,EGGS - LARGE,sales,month
2007,3,Mar,25-34,14.36,all,DRY FOOD,GROCERY,EGGS - LARGE,sales,month
2007,4,Apr,25-34,12.18,all,DRY FOOD,GROCERY,EGGS - LARGE,sales,month
2007,5,May,25-34,23.62,all,DRY FOOD,GROCERY,EGGS - LARGE,sales,month
2007,6,Jun,25-34,17.96,all,DRY FOOD,GROCERY,EGGS - LARGE,sales,month
2007,7,Jul,25-34,8.059999999999999,all,DRY FOOD,GROCERY,EGGS - LARGE,sales,month
2007,8,Aug,25-34,17.81,all,DRY FOOD,GROCERY,EGGS - LARGE,sales,month
2007,9,Sep,25-34,24.82,all,DRY FOOD,GROCERY,EGGS - LARGE,sales,month
2007,10,Oct,25-34,28.46,all,DRY FOOD,GROCERY,EGGS - LARGE,sales,month
2007,11,Nov,25-34,16.240000000000002,all,DRY FOOD,GROCERY,EGGS - LARGE,sales,month
2007,12,Dec,25-34,19.26,all,DRY FOOD,GROCERY,EGGS - LARGE,sales,month
2007,1,Jan,35-44,5.54,all,DRY FOOD,GROCERY,EGGS - LARGE,sales,month
2007,2,Feb,35-44,41.28,all,DRY FOOD,GROCERY,EGGS - LARGE,sales,month
2007,3,Mar,35-44,20.619999999999997,all,DRY FOOD,GROCERY,EGGS - LARGE,sales,month
2007,4,Apr,35-44,45.29,all,DRY FOOD,GROCERY,EGGS - LARGE,sales,month
2007,5,May,35-44,42.41,all,DRY FOOD,GROCERY,EGGS - LARGE,sales,month
2007,6,Jun,35-44,18.419999999999998,all,DRY FOOD,GROCERY,EGGS - LARGE,sales,month
2007,7,Jul,35-44,25.67,all,DRY FOOD,GROCERY,EGGS - LARGE,sales,month
2007,8,Aug,35-44,53.0,all,DRY FOOD,GROCERY,EGGS - LARGE,sales,month
2007,9,Sep,35-44,33.87,all,DRY FOOD,GROCERY,EGGS - LARGE,sales,month
2007,10,Oct,35-44,13.25,all,DRY FOOD,GROCERY,EGGS - LARGE,sales,month
2007,11,Nov,35-44,19.46,all,DRY FOOD,GROCERY,EGGS - LARGE,sales,month
2007,12,Dec,35-44,8.49,all,DRY FOOD,GROCERY,EGGS - LARGE,sales,month
2008,1,Jan,25-34,23.17,all,DRY FOOD,GROCERY,EGGS - LARGE,sales,month
2008,2,Feb,25-34,38.730000000000004,all,DRY FOOD,GROCERY,EGGS - LARGE,sales,month
2008,3,Mar,25-34,22.47,all,DRY FOOD,GROCERY,EGGS - LARGE,sales,month
2008,4,Apr,25-34,37.58,all,DRY FOOD,GROCERY,EGGS - LARGE,sales,month
2008,5,May,25-34,24.900000000000002,all,DRY FOOD,GROCERY,EGGS - LARGE,sales,month
2008,6,Jun,25-34,31.060000000000002,all,DRY FOOD,GROCERY,EGGS - LARGE,sales,month
2008,7,Jul,25-34,42.980000000000004,all,DRY FOOD,GROCERY,EGGS - LARGE,sales,month
2008,8,Aug,25-34,36.22,all,DRY FOOD,GROCERY,EGGS - LARGE,sales,month
2008,9,Sep,25-34,49.35,all,DRY FOOD,GROCERY,EGGS - LARGE,sales,month
2008,10,Oct,25-34,51.35,all,DRY FOOD,GROCERY,EGGS - LARGE,sales,month
2008,11,Nov,25-34,31.63,all,DRY FOOD,GROCERY,EGGS - LARGE,sales,month
2008,12,Dec,25-34,13.05,all,DRY FOOD,GROCERY,EGGS - LARGE,sales,month
2008,1,Jan,35-44,8.49,all,DRY FOOD,GROCERY,EGGS - LARGE,sales,month
2008,2,Feb,35-44,20.669999999999998,all,DRY FOOD,GROCERY,EGGS - LARGE,sales,month
2008,3,Mar,35-44,39.47,all,DRY FOOD,GROCERY,EGGS - LARGE,sales,month
2008,4,Apr,35-44,36.05,all,DRY FOOD,GROCERY,EGGS - LARGE,sales,month
2008,5,May,35-44,25.97,all,DRY FOOD,GROCERY,EGGS - LARGE,sales,month
2008,6,Jun,35-44,64.37,all,DRY FOOD,GROCERY,EGGS - LARGE,sales,month
2008,7,Jul,35-44,40.63,all,DRY FOOD,GROCERY,EGGS - LARGE,sales,month
2008,8,Aug,35-44,73.13,all,DRY FOOD,GROCERY,EGGS - LARGE,sales,month
2008,9,Sep,35-44,79.97,all,DRY FOOD,GROCERY,EGGS - LARGE,sales,month
2008,10,Oct,35-44,41.53,all,DRY FOOD,GROCERY,EGGS - LARGE,sales,month
2008,11,Nov,35-44,45.04,all,DRY FOOD,GROCERY,EGGS - LARGE,sales,month
2008,12,Dec,35-44,13.58,all,DRY FOOD,GROCERY,EGGS - LARGE,sales,month
2007,1,Jan,all,11.18,all,DRY FOOD,GROCERY,EGGS - LARGE,sales,month
2007,2,Feb,all,56.400000000000006,all,DRY FOOD,GROCERY,EGGS - LARGE,sales,month
2007,3,Mar,all,34.98,all,DRY FOOD,GROCERY,EGGS - LARGE,sales,month
2007,4,Apr,all,57.47,all,DRY FOOD,GROCERY,EGGS - LARGE,sales,month
2007,5,May,all,66.03,all,DRY FOOD,GROCERY,EGGS - LARGE,sales,month
2007,6,Jun,all,36.379999999999995,all,DRY FOOD,GROCERY,EGGS - LARGE,sales,month
2007,7,Jul,all,33.730000000000004,all,DRY FOOD,GROCERY,EGGS - LARGE,sales,month
2007,8,Aug,all,70.81,all,DRY FOOD,GROCERY,EGGS - LARGE,sales,month
2007,9,Sep,all,58.69,all,DRY FOOD,GROCERY,EGGS - LARGE,sales,month
2007,10,Oct,all,41.71,all,DRY FOOD,GROCERY,EGGS - LARGE,sales,month
2007,11,Nov,all,35.7,all,DRY FOOD,GROCERY,EGGS - LARGE,sales,month
2007,12,Dec,all,27.75,all,DRY FOOD,GROCERY,EGGS - LARGE,sales,month
2008,1,Jan,all,31.660000000000004,all,DRY FOOD,GROCERY,EGGS - LARGE,sales,month
2008,2,Feb,all,59.400000000000006,all,DRY FOOD,GROCERY,EGGS - LARGE,sales,month
2008,3,Mar,all,61.94,all,DRY FOOD,GROCERY,EGGS - LARGE,sales,month
2008,4,Apr,all,73.63,all,DRY FOOD,GROCERY,EGGS - LARGE,sales,month
2008,5,May,all,50.870000000000005,all,DRY FOOD,GROCERY,EGGS - LARGE,sales,month
2008,6,Jun,all,95.43,all,DRY FOOD,GROCERY,EGGS - LARGE,sales,month
2008,7,Jul,all,83.61000000000001,all,DRY FOOD,GROCERY,EGGS - LARGE,sales,month
2008,8,Aug,all,109.35,all,DRY FOOD,GROCERY,EGGS - LARGE,sales,month
2008,9,Sep,all,129.32,all,DRY FOOD,GROCERY,EGGS - LARGE,sales,month
2008,10,Oct,all,92.88,all,DRY FOOD,GROCERY,EGGS - LARGE,sales,month
2008,11,Nov,all,76.67,all,DRY FOOD,GROCERY,EGGS - LARGE,sales,month
2008,12,Dec,all,26.630000000000003,all,DRY FOOD,GROCERY,EGGS - LARGE,sales,month
2007,1,Jan,25-34,14.55,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2007,2,Feb,25-34,58.69,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2007,3,Mar,25-34,74.33,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2007,4,Apr,25-34,46.28,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2007,5,May,25-34,102.52,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2007,6,Jun,25-34,66.45,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2007,7,Jul,25-34,79.33,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2007,8,Aug,25-34,62.290000000000006,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2007,9,Sep,25-34,88.07,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2007,10,Oct,25-34,72.75,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2007,11,Nov,25-34,108.9,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2007,12,Dec,25-34,97.17,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2007,1,Jan,35-44,94.39,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2007,2,Feb,35-44,170.58,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2007,3,Mar,35-44,168.59,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2007,4,Apr,35-44,161.43,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2007,5,May,35-44,190.25,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2007,6,Jun,35-44,248.26999999999998,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2007,7,Jul,35-44,129.46,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2007,8,Aug,35-44,227.68,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2007,9,Sep,35-44,243.10999999999999,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2007,10,Oct,35-44,269.02,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2007,11,Nov,35-44,242.32,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2007,12,Dec,35-44,230.38,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2007,1,Jan,45-54,59.879999999999995,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2007,2,Feb,45-54,149.35,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2007,3,Mar,45-54,141.91,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2007,4,Apr,45-54,184.55,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2007,5,May,45-54,137.43,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2007,6,Jun,45-54,146.18,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2007,7,Jul,45-54,116.88,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2007,8,Aug,45-54,192.72,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2007,9,Sep,45-54,181.37,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2007,10,Oct,45-54,135.21,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2007,11,Nov,45-54,179.1,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2007,12,Dec,45-54,158.27,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2008,1,Jan,25-34,85.73,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2008,2,Feb,25-34,132.56,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2008,3,Mar,25-34,85.43,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2008,4,Apr,25-34,113.71,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2008,5,May,25-34,95.92,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2008,6,Jun,25-34,124.41,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2008,7,Jul,25-34,121.05,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2008,8,Aug,25-34,205.43,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2008,9,Sep,25-34,153.92,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2008,10,Oct,25-34,162.04,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2008,11,Nov,25-34,161.81,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2008,12,Dec,25-34,110.39,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2008,1,Jan,35-44,249.74,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2008,2,Feb,35-44,327.06,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2008,3,Mar,35-44,263.44,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2008,4,Apr,35-44,185.91,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2008,5,May,35-44,262.08,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2008,6,Jun,35-44,280.3,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2008,7,Jul,35-44,335.94,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2008,8,Aug,35-44,308.02,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2008,9,Sep,35-44,316.4,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2008,10,Oct,35-44,342.9,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2008,11,Nov,35-44,331.01,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2008,12,Dec,35-44,248.81,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2008,1,Jan,45-54,159.76,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2008,2,Feb,45-54,241.32,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2008,3,Mar,45-54,205.39000000000001,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2008,4,Apr,45-54,177.02,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2008,5,May,45-54,206.3,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2008,6,Jun,45-54,179.18,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2008,7,Jul,45-54,215.67,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2008,8,Aug,45-54,300.46,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2008,9,Sep,45-54,211.66,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2008,10,Oct,45-54,322.03,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2008,11,Nov,45-54,206.65,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2008,12,Dec,45-54,207.29,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2007,1,Jan,all,168.82,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2007,2,Feb,all,378.62,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2007,3,Mar,all,384.83,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2007,4,Apr,all,392.26,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2007,5,May,all,430.2,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2007,6,Jun,all,460.9,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2007,7,Jul,all,325.66999999999996,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2007,8,Aug,all,482.69000000000005,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2007,9,Sep,all,512.55,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2007,10,Oct,all,476.98,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2007,11,Nov,all,530.3199999999999,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2007,12,Dec,all,485.82000000000005,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2008,1,Jan,all,495.23,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2008,2,Feb,all,700.94,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2008,3,Mar,all,554.26,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2008,4,Apr,all,476.64,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2008,5,May,all,564.3,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2008,6,Jun,all,583.89,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2008,7,Jul,all,672.66,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2008,8,Aug,all,813.91,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2008,9,Sep,all,681.9799999999999,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2008,10,Oct,all,826.9699999999999,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2008,11,Nov,all,699.47,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2008,12,Dec,all,566.49,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,sales,month
2007,1,Jan,25-34,11.28,all,DRY FOOD,GROCERY,IWS SINGLE CHEESE,sales,month
2007,2,Feb,25-34,27.84,all,DRY FOOD,GROCERY,IWS SINGLE CHEESE,sales,month
2007,3,Mar,25-34,35.02,all,DRY FOOD,GROCERY,IWS SINGLE CHEESE,sales,month
2007,4,Apr,25-34,36.68,all,DRY FOOD,GROCERY,IWS SINGLE CHEESE,sales,month
