YEAR,ORDER_BY,X_AXIS,CUSTOMER_AGE_GROUP,TOTAL_VALUE,BRAND,DEPARTMENT,CLASS,PRODUCT_DESC,VAR_SP,VAR_CM
2007,11,Nov,all,30.23,all,DRY FOOD,GROCERY,NON-CRBNTD DRNKING/MNERAL WATE,profit,month
2007,12,Dec,all,26.49,all,DRY FOOD,GROCERY,NON-CRBNTD DRNKING/MNERAL WATE,profit,month
2008,1,Jan,all,36.26,all,DRY FOOD,GROCERY,NON-CRBNTD DRNKING/MNERAL WATE,profit,month
2008,2,Feb,all,48.32,all,DRY FOOD,GROCERY,NON-CRBNTD DRNKING/MNERAL WATE,profit,month
2008,3,Mar,all,42.65,all,DRY FOOD,GROCERY,NON-CRBNTD DRNKING/MNERAL WATE,profit,month
2008,4,Apr,all,76.67999999999999,all,DRY FOOD,GROCERY,NON-CRBNTD DRNKING/MNERAL WATE,profit,month
2008,5,May,all,18.61,all,DRY FOOD,GROCERY,NON-CRBNTD DRNKING/MNERAL WATE,profit,month
2008,6,Jun,all,30.33,all,DRY FOOD,GROCERY,NON-CRBNTD DRNKING/MNERAL WATE,profit,month
2008,7,Jul,all,21.87,all,DRY FOOD,GROCERY,NON-CRBNTD DRNKING/MNERAL WATE,profit,month
2008,8,Aug,all,48.75,all,DRY FOOD,GROCERY,NON-CRBNTD DRNKING/MNERAL WATE,profit,month
2008,9,Sep,all,21.87,all,DRY FOOD,GROCERY,NON-CRBNTD DRNKING/MNERAL WATE,profit,month
2008,10,Oct,all,14.969999999999999,all,DRY FOOD,GROCERY,NON-CRBNTD DRNKING/MNERAL WATE,profit,month
2008,11,Nov,all,30.33,all,DRY FOOD,GROCERY,NON-CRBNTD DRNKING/MNERAL WATE,profit,month
2008,12,Dec,all,30.33,all,DRY FOOD,GROCERY,NON-CRBNTD DRNKING/MNERAL WATE,profit,month
2007,1,Jan,35-44,14.85,all,DRY FOOD,GROCERY,SHREDDED CHEESE,profit,month
2007,2,Feb,35-44,38.69,all,DRY FOOD,GROCERY,SHREDDED CHEESE,profit,month
2007,3,Mar,35-44,32.14,all,DRY FOOD,GROCERY,SHREDDED CHEESE,profit,month
2007,4,Apr,35-44,36.81,all,DRY FOOD,GROCERY,SHREDDED CHEESE,profit,month
2007,5,May,35-44,56.48,all,DRY FOOD,GROCERY,SHREDDED CHEESE,profit,month
2007,6,Jun,35-44,37.55,all,DRY FOOD,GROCERY,SHREDDED CHEESE,profit,month
2007,7,Jul,35-44,21.03,all,DRY FOOD,GROCERY,SHREDDED CHEESE,profit,month
2007,8,Aug,35-44,59.22,all,DRY FOOD,GROCERY,SHREDDED CHEESE,profit,month
2007,9,Sep,35-44,68.16,all,DRY FOOD,GROCERY,SHREDDED CHEESE,profit,month
2007,10,Oct,35-44,39.69,all,DRY FOOD,GROCERY,SHREDDED CHEESE,profit,month
2007,11,Nov,35-44,71.89,all,DRY FOOD,GROCERY,SHREDDED CHEESE,profit,month
2007,12,Dec,35-44,56.89,all,DRY FOOD,GROCERY,SHREDDED CHEESE,profit,month
2007,1,Jan,45-54,10.75,all,DRY FOOD,GROCERY,SHREDDED CHEESE,profit,month
2007,2,Feb,45-54,12.51,all,DRY FOOD,GROCERY,SHREDDED CHEESE,profit,month
2007,3,Mar,45-54,26.42,all,DRY FOOD,GROCERY,SHREDDED CHEESE,profit,month
2007,4,Apr,45-54,28.1,all,DRY FOOD,GROCERY,SHREDDED CHEESE,profit,month
2007,5,May,45-54,58.81,all,DRY FOOD,GROCERY,SHREDDED CHEESE,profit,month
2007,6,Jun,45-54,49.21,all,DRY FOOD,GROCERY,SHREDDED CHEESE,profit,month
2007,7,Jul,45-54,21.03,all,DRY FOOD,GROCERY,SHREDDED CHEESE,profit,month
2007,8,Aug,45-54,55.41,all,DRY FOOD,GROCERY,SHREDDED CHEESE,profit,month
2007,9,Sep,45-54,71.93,all,DRY FOOD,GROCERY,SHREDDED CHEESE,profit,month
2007,10,Oct,45-54,45.75,all,DRY FOOD,GROCERY,SHREDDED CHEESE,profit,month
2007,11,Nov,45-54,47.15,all,DRY FOOD,GROCERY,SHREDDED CHEESE,profit,month
2007,12,Dec,45-54,40.34,all,DRY FOOD,GROCERY,SHREDDED CHEESE,profit,month
2008,1,Jan,35-44,60.96,all,DRY FOOD,GROCERY,SHREDDED CHEESE,profit,month
2008,2,Feb,35-44,62.57,all,DRY FOOD,GROCERY,SHREDDED CHEESE,profit,month
2008,3,Mar,35-44,65.15,all,DRY FOOD,GROCERY,SHREDDED CHEESE,profit,month
2008,4,Apr,35-44,60.45,all,DRY FOOD,GROCERY,SHREDDED CHEESE,profit,month
2008,5,May,35-44,43.16,all,DRY FOOD,GROCERY,SHREDDED CHEESE,profit,month
2008,6,Jun,35-44,53.96,all,DRY FOOD,GROCERY,SHREDDED CHEESE,profit,month
2008,7,Jul,35-44,53.55,all,DRY FOOD,GROCERY,SHREDDED CHEESE,profit,month
2008,8,Aug,35-44,57.68,all,DRY FOOD,GROCERY,SHREDDED CHEESE,profit,month
2008,9,Sep,35-44,46.84,all,DRY FOOD,GROCERY,SHREDDED CHEESE,profit,month
2008,10,Oct,35-44,67.37,all,DRY FOOD,GROCERY,SHREDDED CHEESE,profit,month
2008,11,Nov,35-44,61.07,all,DRY FOOD,GROCERY,SHREDDED CHEESE,profit,month
2008,12,Dec,35-44,37.9,all,DRY FOOD,GROCERY,SHREDDED CHEESE,profit,month
2008,1,Jan,45-54,50.440000000000005,all,DRY FOOD,GROCERY,SHREDDED CHEESE,profit,month
2008,2,Feb,45-54,35.4,all,DRY FOOD,GROCERY,SHREDDED CHEESE,profit,month
2008,3,Mar,45-54,59.71,all,DRY FOOD,GROCERY,SHREDDED CHEESE,profit,month
2008,4,Apr,45-54,45.96,all,DRY FOOD,GROCERY,SHREDDED CHEESE,profit,month
2008,5,May,45-54,59.010000000000005,all,DRY FOOD,GROCERY,SHREDDED CHEESE,profit,month
2008,6,Jun,45-54,66.49,all,DRY FOOD,GROCERY,SHREDDED CHEESE,profit,month
2008,7,Jul,45-54,39.96,all,DRY FOOD,GROCERY,SHREDDED CHEESE,profit,month
2008,8,Aug,45-54,45.65,all,DRY FOOD,GROCERY,SHREDDED CHEESE,profit,month
2008,9,Sep,45-54,31.95,all,DRY FOOD,GROCERY,SHREDDED CHEESE,profit,month
2008,10,Oct,45-54,58.07,all,DRY FOOD,GROCERY,SHREDDED CHEESE,profit,month
2008,11,Nov,45-54,42.53,all,DRY FOOD,GROCERY,SHREDDED CHEESE,profit,month
2008,12,Dec,45-54,27.33,all,DRY FOOD,GROCERY,SHREDDED CHEESE,profit,month
2007,1,Jan,all,25.6,all,DRY FOOD,GROCERY,SHREDDED CHEESE,profit,month
2007,2,Feb,all,51.199999999999996,all,DRY FOOD,GROCERY,SHREDDED CHEESE,profit,month
2007,3,Mar,all,58.56,all,DRY FOOD,GROCERY,SHREDDED CHEESE,profit,month
2007,4,Apr,all,64.91,all,DRY FOOD,GROCERY,SHREDDED CHEESE,profit,month
2007,5,May,all,115.28999999999999,all,DRY FOOD,GROCERY,SHREDDED CHEESE,profit,month
2007,6,Jun,all,86.75999999999999,all,DRY FOOD,GROCERY,SHREDDED CHEESE,profit,month
2007,7,Jul,all,42.06,all,DRY FOOD,GROCERY,SHREDDED CHEESE,profit,month
2007,8,Aug,all,114.63,all,DRY FOOD,GROCERY,SHREDDED CHEESE,profit,month
2007,9,Sep,all,140.09,all,DRY FOOD,GROCERY,SHREDDED CHEESE,profit,month
2007,10,Oct,all,85.44,all,DRY FOOD,GROCERY,SHREDDED CHEESE,profit,month
2007,11,Nov,all,119.03999999999999,all,DRY FOOD,GROCERY,SHREDDED CHEESE,profit,month
2007,12,Dec,all,97.23,all,DRY FOOD,GROCERY,SHREDDED CHEESE,profit,month
2008,1,Jan,all,111.4,all,DRY FOOD,GROCERY,SHREDDED CHEESE,profit,month
2008,2,Feb,all,97.97,all,DRY FOOD,GROCERY,SHREDDED CHEESE,profit,month
2008,3,Mar,all,124.86000000000001,all,DRY FOOD,GROCERY,SHREDDED CHEESE,profit,month
2008,4,Apr,all,106.41,all,DRY FOOD,GROCERY,SHREDDED CHEESE,profit,month
2008,5,May,all,102.17,all,DRY FOOD,GROCERY,SHREDDED CHEESE,profit,month
2008,6,Jun,all,120.44999999999999,all,DRY FOOD,GROCERY,SHREDDED CHEESE,profit,month
2008,7,Jul,all,93.50999999999999,all,DRY FOOD,GROCERY,SHREDDED CHEESE,profit,month
2008,8,Aug,all,103.33,all,DRY FOOD,GROCERY,SHREDDED CHEESE,profit,month
2008,9,Sep,all,78.79,all,DRY FOOD,GROCERY,SHREDDED CHEESE,profit,month
2008,10,Oct,all,125.44,all,DRY FOOD,GROCERY,SHREDDED CHEESE,profit,month
2008,11,Nov,all,103.6,all,DRY FOOD,GROCERY,SHREDDED CHEESE,profit,month
2008,12,Dec,all,65.22999999999999,all,DRY FOOD,GROCERY,SHREDDED CHEESE,profit,month
2007,1,Jan,35-44,7.199999999999999,all,FRESH FOOD,PASTRY,SW GDS:DONUTS,profit,month
2007,2,Feb,35-44,25.16,all,FRESH FOOD,PASTRY,SW GDS:DONUTS,profit,month
2007,3,Mar,35-44,27.84,all,FRESH FOOD,PASTRY,SW GDS:DONUTS,profit,month
2007,4,Apr,35-44,37.99,all,FRESH FOOD,PASTRY,SW GDS:DONUTS,profit,month
2007,5,May,35-44,28.32,all,FRESH FOOD,PASTRY,SW GDS:DONUTS,profit,month
2007,6,Jun,35-44,22.08,all,FRESH FOOD,PASTRY,SW GDS:DONUTS,profit,month
2007,7,Jul,35-44,23.419999999999998,all,FRESH FOOD,PASTRY,SW GDS:DONUTS,profit,month
2007,8,Aug,35-44,37.34,all,FRESH FOOD,PASTRY,SW GDS:DONUTS,profit,month
2007,9,Sep,35-44,25.439999999999998,all,FRESH FOOD,PASTRY,SW GDS:DONUTS,profit,month
2007,10,Oct,35-44,24.0,all,FRESH FOOD,PASTRY,SW GDS:DONUTS,profit,month
2007,11,Nov,35-44,22.08,all,FRESH FOOD,PASTRY,SW GDS:DONUTS,profit,month
2007,12,Dec,35-44,40.81,all,FRESH FOOD,PASTRY,SW GDS:DONUTS,profit,month
2008,1,Jan,35-44,13.92,all,FRESH FOOD,PASTRY,SW GDS:DONUTS,profit,month
2008,2,Feb,35-44,27.36,all,FRESH FOOD,PASTRY,SW GDS:DONUTS,profit,month
2008,3,Mar,35-44,33.13,all,FRESH FOOD,PASTRY,SW GDS:DONUTS,profit,month
2008,4,Apr,35-44,30.09,all,FRESH FOOD,PASTRY,SW GDS:DONUTS,profit,month
2008,5,May,35-44,24.0,all,FRESH FOOD,PASTRY,SW GDS:DONUTS,profit,month
2008,6,Jun,35-44,18.25,all,FRESH FOOD,PASTRY,SW GDS:DONUTS,profit,month
2008,7,Jul,35-44,23.04,all,FRESH FOOD,PASTRY,SW GDS:DONUTS,profit,month
2008,8,Aug,35-44,14.879999999999999,all,FRESH FOOD,PASTRY,SW GDS:DONUTS,profit,month
2008,9,Sep,35-44,32.16,all,FRESH FOOD,PASTRY,SW GDS:DONUTS,profit,month
2008,10,Oct,35-44,15.829999999999998,all,FRESH FOOD,PASTRY,SW GDS:DONUTS,profit,month
2008,11,Nov,35-44,23.21,all,FRESH FOOD,PASTRY,SW GDS:DONUTS,profit,month
2008,12,Dec,35-44,13.44,all,FRESH FOOD,PASTRY,SW GDS:DONUTS,profit,month
2007,1,Jan,all,7.199999999999999,all,FRESH FOOD,PASTRY,SW GDS:DONUTS,profit,month
2007,2,Feb,all,25.16,all,FRESH FOOD,PASTRY,SW GDS:DONUTS,profit,month
2007,3,Mar,all,27.84,all,FRESH FOOD,PASTRY,SW GDS:DONUTS,profit,month
2007,4,Apr,all,37.99,all,FRESH FOOD,PASTRY,SW GDS:DONUTS,profit,month
2007,5,May,all,28.32,all,FRESH FOOD,PASTRY,SW GDS:DONUTS,profit,month
2007,6,Jun,all,22.08,all,FRESH FOOD,PASTRY,SW GDS:DONUTS,profit,month
2007,7,Jul,all,23.419999999999998,all,FRESH FOOD,PASTRY,SW GDS:DONUTS,profit,month
2007,8,Aug,all,37.34,all,FRESH FOOD,PASTRY,SW GDS:DONUTS,profit,month
2007,9,Sep,all,25.439999999999998,all,FRESH FOOD,PASTRY,SW GDS:DONUTS,profit,month
2007,10,Oct,all,24.0,all,FRESH FOOD,PASTRY,SW GDS:DONUTS,profit,month
2007,11,Nov,all,22.08,all,FRESH FOOD,PASTRY,SW GDS:DONUTS,profit,month
2007,12,Dec,all,40.81,all,FRESH FOOD,PASTRY,SW GDS:DONUTS,profit,month
2008,1,Jan,all,13.92,all,FRESH FOOD,PASTRY,SW GDS:DONUTS,profit,month
2008,2,Feb,all,27.36,all,FRESH FOOD,PASTRY,SW GDS:DONUTS,profit,month
2008,3,Mar,all,33.13,all,FRESH FOOD,PASTRY,SW GDS:DONUTS,profit,month
2008,4,Apr,all,30.09,all,FRESH FOOD,PASTRY,SW GDS:DONUTS,profit,month
2008,5,May,all,24.0,all,FRESH FOOD,PASTRY,SW GDS:DONUTS,profit,month
2008,6,Jun,all,18.25,all,FRESH FOOD,PASTRY,SW GDS:DONUTS,profit,month
2008,7,Jul,all,23.04,all,FRESH FOOD,PASTRY,SW GDS:DONUTS,profit,month
2008,8,Aug,all,14.879999999999999,all,FRESH FOOD,PASTRY,SW GDS:DONUTS,profit,month
2008,9,Sep,all,32.16,all,FRESH FOOD,PASTRY,SW GDS:DONUTS,profit,month
2008,10,Oct,all,15.829999999999998,all,FRESH FOOD,PASTRY,SW GDS:DONUTS,profit,month
2008,11,Nov,all,23.21,all,FRESH FOOD,PASTRY,SW GDS:DONUTS,profit,month
2008,12,Dec,all,13.44,all,FRESH FOOD,PASTRY,SW GDS:DONUTS,profit,month
2007,1,Jan,35-44,14.68,all,FRESH FOOD,PRODUCE,APPLES GOLD DELICIOUS (BULK&BA,profit,month
2007,2,Feb,35-44,48.300000000000004,all,FRESH FOOD,PRODUCE,APPLES GOLD DELICIOUS (BULK&BA,profit,month
2007,3,Mar,35-44,52.660000000000004,all,FRESH FOOD,PRODUCE,APPLES GOLD DELICIOUS (BULK&BA,profit,month
2007,4,Apr,35-44,80.85,all,FRESH FOOD,PRODUCE,APPLES GOLD DELICIOUS (BULK&BA,profit,month
2007,5,May,35-44,127.62,all,FRESH FOOD,PRODUCE,APPLES GOLD DELICIOUS (BULK&BA,profit,month
2007,6,Jun,35-44,134.21,all,FRESH FOOD,PRODUCE,APPLES GOLD DELICIOUS (BULK&BA,profit,month
2007,7,Jul,35-44,116.49000000000001,all,FRESH FOOD,PRODUCE,APPLES GOLD DELICIOUS (BULK&BA,profit,month
2007,8,Aug,35-44,127.02,all,FRESH FOOD,PRODUCE,APPLES GOLD DELICIOUS (BULK&BA,profit,month
2007,9,Sep,35-44,93.62,all,FRESH FOOD,PRODUCE,APPLES GOLD DELICIOUS (BULK&BA,profit,month
2007,10,Oct,35-44,81.06,all,FRESH FOOD,PRODUCE,APPLES GOLD DELICIOUS (BULK&BA,profit,month
2007,11,Nov,35-44,105.12,all,FRESH FOOD,PRODUCE,APPLES GOLD DELICIOUS (BULK&BA,profit,month
2007,12,Dec,35-44,128.23,all,FRESH FOOD,PRODUCE,APPLES GOLD DELICIOUS (BULK&BA,profit,month
2008,1,Jan,35-44,138.68,all,FRESH FOOD,PRODUCE,APPLES GOLD DELICIOUS (BULK&BA,profit,month
2008,2,Feb,35-44,166.21,all,FRESH FOOD,PRODUCE,APPLES GOLD DELICIOUS (BULK&BA,profit,month
2008,3,Mar,35-44,143.05,all,FRESH FOOD,PRODUCE,APPLES GOLD DELICIOUS (BULK&BA,profit,month
2008,4,Apr,35-44,127.74,all,FRESH FOOD,PRODUCE,APPLES GOLD DELICIOUS (BULK&BA,profit,month
2008,5,May,35-44,177.28,all,FRESH FOOD,PRODUCE,APPLES GOLD DELICIOUS (BULK&BA,profit,month
2008,6,Jun,35-44,151.42,all,FRESH FOOD,PRODUCE,APPLES GOLD DELICIOUS (BULK&BA,profit,month
2008,7,Jul,35-44,159.75,all,FRESH FOOD,PRODUCE,APPLES GOLD DELICIOUS (BULK&BA,profit,month
2008,8,Aug,35-44,134.14,all,FRESH FOOD,PRODUCE,APPLES GOLD DELICIOUS (BULK&BA,profit,month
2008,9,Sep,35-44,116.24,all,FRESH FOOD,PRODUCE,APPLES GOLD DELICIOUS (BULK&BA,profit,month
2008,10,Oct,35-44,104.63,all,FRESH FOOD,PRODUCE,APPLES GOLD DELICIOUS (BULK&BA,profit,month
2008,11,Nov,35-44,174.51,all,FRESH FOOD,PRODUCE,APPLES GOLD DELICIOUS (BULK&BA,profit,month
2008,12,Dec,35-44,68.25,all,FRESH FOOD,PRODUCE,APPLES GOLD DELICIOUS (BULK&BA,profit,month
2007,1,Jan,all,14.68,all,FRESH FOOD,PRODUCE,APPLES GOLD DELICIOUS (BULK&BA,profit,month
2007,2,Feb,all,48.300000000000004,all,FRESH FOOD,PRODUCE,APPLES GOLD DELICIOUS (BULK&BA,profit,month
2007,3,Mar,all,52.660000000000004,all,FRESH FOOD,PRODUCE,APPLES GOLD DELICIOUS (BULK&BA,profit,month
2007,4,Apr,all,80.85,all,FRESH FOOD,PRODUCE,APPLES GOLD DELICIOUS (BULK&BA,profit,month
2007,5,May,all,127.62,all,FRESH FOOD,PRODUCE,APPLES GOLD DELICIOUS (BULK&BA,profit,month
2007,6,Jun,all,134.21,all,FRESH FOOD,PRODUCE,APPLES GOLD DELICIOUS (BULK&BA,profit,month
2007,7,Jul,all,116.49000000000001,all,FRESH FOOD,PRODUCE,APPLES GOLD DELICIOUS (BULK&BA,profit,month
2007,8,Aug,all,127.02,all,FRESH FOOD,PRODUCE,APPLES GOLD DELICIOUS (BULK&BA,profit,month
2007,9,Sep,all,93.62,all,FRESH FOOD,PRODUCE,APPLES GOLD DELICIOUS (BULK&BA,profit,month
2007,10,Oct,all,81.06,all,FRESH FOOD,PRODUCE,APPLES GOLD DELICIOUS (BULK&BA,profit,month
2007,11,Nov,all,105.12,all,FRESH FOOD,PRODUCE,APPLES GOLD DELICIOUS (BULK&BA,profit,month
2007,12,Dec,all,128.23,all,FRESH FOOD,PRODUCE,APPLES GOLD DELICIOUS (BULK&BA,profit,month
2008,1,Jan,all,138.68,all,FRESH FOOD,PRODUCE,APPLES GOLD DELICIOUS (BULK&BA,profit,month
2008,2,Feb,all,166.21,all,FRESH FOOD,PRODUCE,APPLES GOLD DELICIOUS (BULK&BA,profit,month
2008,3,Mar,all,143.05,all,FRESH FOOD,PRODUCE,APPLES GOLD DELICIOUS (BULK&BA,profit,month
2008,4,Apr,all,127.74,all,FRESH FOOD,PRODUCE,APPLES GOLD DELICIOUS (BULK&BA,profit,month
2008,5,May,all,177.28,all,FRESH FOOD,PRODUCE,APPLES GOLD DELICIOUS (BULK&BA,profit,month
2008,6,Jun,all,151.42,all,FRESH FOOD,PRODUCE,APPLES GOLD DELICIOUS (BULK&BA,profit,month
2008,7,Jul,all,159.75,all,FRESH FOOD,PRODUCE,APPLES GOLD DELICIOUS (BULK&BA,profit,month
2008,8,Aug,all,134.14,all,FRESH FOOD,PRODUCE,APPLES GOLD DELICIOUS (BULK&BA,profit,month
2008,9,Sep,all,116.24,all,FRESH FOOD,PRODUCE,APPLES GOLD DELICIOUS (BULK&BA,profit,month
2008,10,Oct,all,104.63,all,FRESH FOOD,PRODUCE,APPLES GOLD DELICIOUS (BULK&BA,profit,month
2008,11,Nov,all,174.51,all,FRESH FOOD,PRODUCE,APPLES GOLD DELICIOUS (BULK&BA,profit,month
2008,12,Dec,all,68.25,all,FRESH FOOD,PRODUCE,APPLES GOLD DELICIOUS (BULK&BA,profit,month
2007,1,Jan,35-44,121.59,all,FRESH FOOD,PRODUCE,BANANAS,profit,month
2007,2,Feb,35-44,224.68,all,FRESH FOOD,PRODUCE,BANANAS,profit,month
2007,3,Mar,35-44,248.21,all,FRESH FOOD,PRODUCE,BANANAS,profit,month
2007,4,Apr,35-44,261.88,all,FRESH FOOD,PRODUCE,BANANAS,profit,month
2007,5,May,35-44,285.05,all,FRESH FOOD,PRODUCE,BANANAS,profit,month
2007,6,Jun,35-44,269.33,all,FRESH FOOD,PRODUCE,BANANAS,profit,month
2007,7,Jul,35-44,279.39,all,FRESH FOOD,PRODUCE,BANANAS,profit,month
2007,8,Aug,35-44,250.18,all,FRESH FOOD,PRODUCE,BANANAS,profit,month
2007,9,Sep,35-44,296.54,all,FRESH FOOD,PRODUCE,BANANAS,profit,month
2007,10,Oct,35-44,252.97,all,FRESH FOOD,PRODUCE,BANANAS,profit,month
2007,11,Nov,35-44,304.64,all,FRESH FOOD,PRODUCE,BANANAS,profit,month
2007,12,Dec,35-44,315.99,all,FRESH FOOD,PRODUCE,BANANAS,profit,month
2008,1,Jan,35-44,309.09,all,FRESH FOOD,PRODUCE,BANANAS,profit,month
2008,2,Feb,35-44,338.32,all,FRESH FOOD,PRODUCE,BANANAS,profit,month
2008,3,Mar,35-44,346.11,all,FRESH FOOD,PRODUCE,BANANAS,profit,month
2008,4,Apr,35-44,276.93,all,FRESH FOOD,PRODUCE,BANANAS,profit,month
2008,5,May,35-44,323.0,all,FRESH FOOD,PRODUCE,BANANAS,profit,month
2008,6,Jun,35-44,336.76,all,FRESH FOOD,PRODUCE,BANANAS,profit,month
2008,7,Jul,35-44,304.42,all,FRESH FOOD,PRODUCE,BANANAS,profit,month
2008,8,Aug,35-44,340.5,all,FRESH FOOD,PRODUCE,BANANAS,profit,month
2008,9,Sep,35-44,326.33,all,FRESH FOOD,PRODUCE,BANANAS,profit,month
2008,10,Oct,35-44,303.32,all,FRESH FOOD,PRODUCE,BANANAS,profit,month
2008,11,Nov,35-44,306.1,all,FRESH FOOD,PRODUCE,BANANAS,profit,month
2008,12,Dec,35-44,200.68,all,FRESH FOOD,PRODUCE,BANANAS,profit,month
2007,1,Jan,all,121.59,all,FRESH FOOD,PRODUCE,BANANAS,profit,month
2007,2,Feb,all,224.68,all,FRESH FOOD,PRODUCE,BANANAS,profit,month
2007,3,Mar,all,248.21,all,FRESH FOOD,PRODUCE,BANANAS,profit,month
2007,4,Apr,all,261.88,all,FRESH FOOD,PRODUCE,BANANAS,profit,month
2007,5,May,all,285.05,all,FRESH FOOD,PRODUCE,BANANAS,profit,month
2007,6,Jun,all,269.33,all,FRESH FOOD,PRODUCE,BANANAS,profit,month
2007,7,Jul,all,279.39,all,FRESH FOOD,PRODUCE,BANANAS,profit,month
2007,8,Aug,all,250.18,all,FRESH FOOD,PRODUCE,BANANAS,profit,month
2007,9,Sep,all,296.54,all,FRESH FOOD,PRODUCE,BANANAS,profit,month
2007,10,Oct,all,252.97,all,FRESH FOOD,PRODUCE,BANANAS,profit,month
2007,11,Nov,all,304.64,all,FRESH FOOD,PRODUCE,BANANAS,profit,month
2007,12,Dec,all,315.99,all,FRESH FOOD,PRODUCE,BANANAS,profit,month
2008,1,Jan,all,309.09,all,FRESH FOOD,PRODUCE,BANANAS,profit,month
2008,2,Feb,all,338.32,all,FRESH FOOD,PRODUCE,BANANAS,profit,month
2008,3,Mar,all,346.11,all,FRESH FOOD,PRODUCE,BANANAS,profit,month
2008,4,Apr,all,276.93,all,FRESH FOOD,PRODUCE,BANANAS,profit,month
2008,5,May,all,323.0,all,FRESH FOOD,PRODUCE,BANANAS,profit,month
2008,6,Jun,all,336.76,all,FRESH FOOD,PRODUCE,BANANAS,profit,month
2008,7,Jul,all,304.42,all,FRESH FOOD,PRODUCE,BANANAS,profit,month
2008,8,Aug,all,340.5,all,FRESH FOOD,PRODUCE,BANANAS,profit,month
2008,9,Sep,all,326.33,all,FRESH FOOD,PRODUCE,BANANAS,profit,month
2008,10,Oct,all,303.32,all,FRESH FOOD,PRODUCE,BANANAS,profit,month
2008,11,Nov,all,306.1,all,FRESH FOOD,PRODUCE,BANANAS,profit,month
2008,12,Dec,all,200.68,all,FRESH FOOD,PRODUCE,BANANAS,profit,month
2007,1,Jan,35-44,13.89,all,FRESH FOOD,PRODUCE,CABBAGE,profit,month
2007,2,Feb,35-44,29.57,all,FRESH FOOD,PRODUCE,CABBAGE,profit,month
2007,3,Mar,35-44,53.27,all,FRESH FOOD,PRODUCE,CABBAGE,profit,month
2007,4,Apr,35-44,63.24,all,FRESH FOOD,PRODUCE,CABBAGE,profit,month
2007,5,May,35-44,120.92,all,FRESH FOOD,PRODUCE,CABBAGE,profit,month
2007,6,Jun,35-44,83.58,all,FRESH FOOD,PRODUCE,CABBAGE,profit,month
2007,7,Jul,35-44,115.26,all,FRESH FOOD,PRODUCE,CABBAGE,profit,month
2007,8,Aug,35-44,130.8,all,FRESH FOOD,PRODUCE,CABBAGE,profit,month
2007,9,Sep,35-44,84.11,all,FRESH FOOD,PRODUCE,CABBAGE,profit,month
2007,10,Oct,35-44,112.2,all,FRESH FOOD,PRODUCE,CABBAGE,profit,month
2007,11,Nov,35-44,87.87,all,FRESH FOOD,PRODUCE,CABBAGE,profit,month
2007,12,Dec,35-44,120.04,all,FRESH FOOD,PRODUCE,CABBAGE,profit,month
2008,1,Jan,35-44,90.84,all,FRESH FOOD,PRODUCE,CABBAGE,profit,month
2008,2,Feb,35-44,86.14,all,FRESH FOOD,PRODUCE,CABBAGE,profit,month
2008,3,Mar,35-44,96.93,all,FRESH FOOD,PRODUCE,CABBAGE,profit,month
2008,4,Apr,35-44,65.32,all,FRESH FOOD,PRODUCE,CABBAGE,profit,month
2008,5,May,35-44,108.96,all,FRESH FOOD,PRODUCE,CABBAGE,profit,month
2008,6,Jun,35-44,94.5,all,FRESH FOOD,PRODUCE,CABBAGE,profit,month
2008,7,Jul,35-44,97.07000000000001,all,FRESH FOOD,PRODUCE,CABBAGE,profit,month
2008,8,Aug,35-44,105.63,all,FRESH FOOD,PRODUCE,CABBAGE,profit,month
2008,9,Sep,35-44,78.36,all,FRESH FOOD,PRODUCE,CABBAGE,profit,month
2008,10,Oct,35-44,111.03,all,FRESH FOOD,PRODUCE,CABBAGE,profit,month
2008,11,Nov,35-44,91.21,all,FRESH FOOD,PRODUCE,CABBAGE,profit,month
2008,12,Dec,35-44,38.73,all,FRESH FOOD,PRODUCE,CABBAGE,profit,month
2007,1,Jan,all,13.89,all,FRESH FOOD,PRODUCE,CABBAGE,profit,month
2007,2,Feb,all,29.57,all,FRESH FOOD,PRODUCE,CABBAGE,profit,month
2007,3,Mar,all,53.27,all,FRESH FOOD,PRODUCE,CABBAGE,profit,month
2007,4,Apr,all,63.24,all,FRESH FOOD,PRODUCE,CABBAGE,profit,month
2007,5,May,all,120.92,all,FRESH FOOD,PRODUCE,CABBAGE,profit,month
2007,6,Jun,all,83.58,all,FRESH FOOD,PRODUCE,CABBAGE,profit,month
2007,7,Jul,all,115.26,all,FRESH FOOD,PRODUCE,CABBAGE,profit,month
2007,8,Aug,all,130.8,all,FRESH FOOD,PRODUCE,CABBAGE,profit,month
2007,9,Sep,all,84.11,all,FRESH FOOD,PRODUCE,CABBAGE,profit,month
2007,10,Oct,all,112.2,all,FRESH FOOD,PRODUCE,CABBAGE,profit,month
2007,11,Nov,all,87.87,all,FRESH FOOD,PRODUCE,CABBAGE,profit,month
2007,12,Dec,all,120.04,all,FRESH FOOD,PRODUCE,CABBAGE,profit,month
2008,1,Jan,all,90.84,all,FRESH FOOD,PRODUCE,CABBAGE,profit,month
2008,2,Feb,all,86.14,all,FRESH FOOD,PRODUCE,CABBAGE,profit,month
2008,3,Mar,all,96.93,all,FRESH FOOD,PRODUCE,CABBAGE,profit,month
2008,4,Apr,all,65.32,all,FRESH FOOD,PRODUCE,CABBAGE,profit,month
2008,5,May,all,108.96,all,FRESH FOOD,PRODUCE,CABBAGE,profit,month
