WEEK_NO,CLASS,SUB_CLASS,PRODUCT_DESC,YEAR,QUARTERS,DEPARTMENT,QUANTITY,DISCOUNT_YN,VAR_GRP
96,GROCERY,VEGETABLES - SHELF STABLE,CORN,2008,4,DRY FOOD,41.0,1,Q
97,GROCERY,VEGETABLES - SHELF STABLE,CORN,2008,4,DRY FOOD,33.0,1,Q
98,GROCERY,VEGETABLES - SHELF STABLE,CORN,2008,4,DRY FOOD,32.0,1,Q
99,GROCERY,VEGETABLES - SHELF STABLE,CORN,2008,4,DRY FOOD,31.0,1,Q
100,GROCERY,VEGETABLES - SHELF STABLE,CORN,2008,4,DRY FOOD,24.0,1,Q
101,GROCERY,VEGETABLES - SHELF STABLE,CORN,2008,4,DRY FOOD,19.0,1,Q
102,GROCERY,VEGETABLES - SHELF STABLE,CORN,2008,4,DRY FOOD,15.0,1,Q
2,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2007,1,FRESH FOOD,2.0,1,Q
3,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2007,1,FRESH FOOD,2.0,1,Q
4,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2007,1,FRESH FOOD,5.0,1,Q
5,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2007,1,FRESH FOOD,8.0,1,Q
6,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2007,1,FRESH FOOD,1.0,0,Q
7,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2007,1,FRESH FOOD,1.0,0,Q
8,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2007,1,FRESH FOOD,1.0,0,Q
9,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2007,1,FRESH FOOD,1.0,0,Q
10,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2007,1,FRESH FOOD,1.0,0,Q
11,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2007,1,FRESH FOOD,1.0,0,Q
12,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2007,1,FRESH FOOD,1.0,0,Q
13,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2007,1,FRESH FOOD,1.0,0,Q
14,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2007,2,FRESH FOOD,1.0,0,Q
15,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2007,2,FRESH FOOD,1.0,0,Q
16,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2007,2,FRESH FOOD,1.0,0,Q
17,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2007,2,FRESH FOOD,1.0,0,Q
18,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2007,2,FRESH FOOD,1.0,0,Q
20,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2007,2,FRESH FOOD,1.0,0,Q
22,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2007,2,FRESH FOOD,1.0,0,Q
23,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2007,2,FRESH FOOD,1.0,0,Q
24,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2007,2,FRESH FOOD,37.0,1,Q
25,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2007,2,FRESH FOOD,5.0,1,Q
26,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2007,2,FRESH FOOD,9.0,1,Q
27,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2007,3,FRESH FOOD,36.0,1,Q
28,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2007,3,FRESH FOOD,1.0,0,Q
29,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2007,3,FRESH FOOD,39.0,1,Q
30,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2007,3,FRESH FOOD,1.0,0,Q
31,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2007,3,FRESH FOOD,35.0,1,Q
32,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2007,3,FRESH FOOD,1.0,0,Q
33,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2007,3,FRESH FOOD,1.0,0,Q
34,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2007,3,FRESH FOOD,7.0,1,Q
35,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2007,3,FRESH FOOD,26.0,1,Q
36,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2007,3,FRESH FOOD,18.0,1,Q
37,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2007,3,FRESH FOOD,1.0,0,Q
38,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2007,3,FRESH FOOD,10.0,1,Q
39,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2007,3,FRESH FOOD,18.0,1,Q
40,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2007,4,FRESH FOOD,1.0,0,Q
41,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2007,4,FRESH FOOD,1.0,0,Q
42,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2007,4,FRESH FOOD,1.0,0,Q
43,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2007,4,FRESH FOOD,10.0,0,Q
44,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2007,4,FRESH FOOD,1.0,0,Q
45,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2007,4,FRESH FOOD,16.0,1,Q
46,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2007,4,FRESH FOOD,1.0,0,Q
47,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2007,4,FRESH FOOD,1.0,0,Q
48,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2007,4,FRESH FOOD,6.0,1,Q
49,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2007,4,FRESH FOOD,27.0,1,Q
50,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2007,4,FRESH FOOD,3.0,0,Q
51,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2007,4,FRESH FOOD,1.0,0,Q
52,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2007,4,FRESH FOOD,5.0,1,Q
53,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2008,1,FRESH FOOD,27.0,1,Q
54,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2008,1,FRESH FOOD,1.0,0,Q
55,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2008,1,FRESH FOOD,1.0,0,Q
56,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2008,1,FRESH FOOD,1.0,0,Q
57,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2008,1,FRESH FOOD,3.0,0,Q
58,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2008,1,FRESH FOOD,25.0,1,Q
59,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2008,1,FRESH FOOD,1.0,0,Q
60,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2008,1,FRESH FOOD,1.0,0,Q
61,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2008,1,FRESH FOOD,1.0,0,Q
62,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2008,1,FRESH FOOD,1.0,0,Q
63,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2008,1,FRESH FOOD,1.0,0,Q
64,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2008,1,FRESH FOOD,3.0,0,Q
65,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2008,1,FRESH FOOD,1.0,0,Q
66,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2008,2,FRESH FOOD,1.0,0,Q
67,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2008,2,FRESH FOOD,1.0,0,Q
68,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2008,2,FRESH FOOD,1.0,0,Q
69,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2008,2,FRESH FOOD,1.0,0,Q
70,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2008,2,FRESH FOOD,1.0,0,Q
71,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2008,2,FRESH FOOD,1.0,0,Q
72,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2008,2,FRESH FOOD,1.0,0,Q
73,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2008,2,FRESH FOOD,1.0,0,Q
74,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2008,2,FRESH FOOD,1.0,0,Q
75,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2008,2,FRESH FOOD,8.0,1,Q
76,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2008,2,FRESH FOOD,1.0,0,Q
77,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2008,2,FRESH FOOD,1.0,0,Q
78,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2008,2,FRESH FOOD,30.0,1,Q
79,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2008,3,FRESH FOOD,60.0,1,Q
80,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2008,3,FRESH FOOD,1.0,0,Q
81,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2008,3,FRESH FOOD,1.0,0,Q
82,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2008,3,FRESH FOOD,39.0,1,Q
83,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2008,3,FRESH FOOD,1.0,0,Q
84,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2008,3,FRESH FOOD,27.0,1,Q
85,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2008,3,FRESH FOOD,1.0,0,Q
86,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2008,3,FRESH FOOD,16.0,1,Q
87,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2008,3,FRESH FOOD,1.0,0,Q
88,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2008,3,FRESH FOOD,1.0,0,Q
89,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2008,3,FRESH FOOD,34.0,1,Q
90,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2008,3,FRESH FOOD,3.0,0,Q
91,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2008,3,FRESH FOOD,1.0,0,Q
92,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2008,4,FRESH FOOD,1.0,0,Q
93,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2008,4,FRESH FOOD,17.0,1,Q
94,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2008,4,FRESH FOOD,5.0,1,Q
95,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2008,4,FRESH FOOD,1.0,0,Q
96,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2008,4,FRESH FOOD,1.0,0,Q
97,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2008,4,FRESH FOOD,36.0,1,Q
98,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2008,4,FRESH FOOD,1.0,0,Q
99,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2008,4,FRESH FOOD,21.0,1,Q
100,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2008,4,FRESH FOOD,1.0,0,Q
101,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2008,4,FRESH FOOD,1.0,0,Q
102,PRODUCE,APPLES,APPLES GALA (BULK&BAG),2008,4,FRESH FOOD,1.0,0,Q
2,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2007,1,FRESH FOOD,1.0,1,Q
3,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2007,1,FRESH FOOD,2.0,1,Q
4,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2007,1,FRESH FOOD,5.0,1,Q
5,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2007,1,FRESH FOOD,4.0,1,Q
6,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2007,1,FRESH FOOD,1.0,0,Q
7,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2007,1,FRESH FOOD,1.0,0,Q
8,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2007,1,FRESH FOOD,1.0,0,Q
9,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2007,1,FRESH FOOD,1.0,0,Q
10,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2007,1,FRESH FOOD,1.0,0,Q
11,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2007,1,FRESH FOOD,1.0,0,Q
12,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2007,1,FRESH FOOD,1.0,0,Q
13,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2007,1,FRESH FOOD,1.0,0,Q
14,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2007,2,FRESH FOOD,13.0,1,Q
15,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2007,2,FRESH FOOD,1.0,0,Q
16,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2007,2,FRESH FOOD,7.0,1,Q
17,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2007,2,FRESH FOOD,1.0,0,Q
18,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2007,2,FRESH FOOD,13.0,1,Q
19,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2007,2,FRESH FOOD,9.0,1,Q
20,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2007,2,FRESH FOOD,1.0,0,Q
21,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2007,2,FRESH FOOD,1.0,0,Q
22,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2007,2,FRESH FOOD,1.0,0,Q
23,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2007,2,FRESH FOOD,20.0,1,Q
24,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2007,2,FRESH FOOD,1.0,0,Q
25,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2007,2,FRESH FOOD,1.0,0,Q
26,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2007,2,FRESH FOOD,3.0,1,Q
27,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2007,3,FRESH FOOD,18.0,1,Q
28,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2007,3,FRESH FOOD,1.0,0,Q
29,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2007,3,FRESH FOOD,18.0,1,Q
30,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2007,3,FRESH FOOD,1.0,0,Q
31,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2007,3,FRESH FOOD,6.0,1,Q
32,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2007,3,FRESH FOOD,1.0,0,Q
33,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2007,3,FRESH FOOD,1.0,0,Q
34,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2007,3,FRESH FOOD,2.0,1,Q
35,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2007,3,FRESH FOOD,10.0,1,Q
36,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2007,3,FRESH FOOD,14.0,1,Q
37,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2007,3,FRESH FOOD,3.0,0,Q
38,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2007,3,FRESH FOOD,1.0,0,Q
39,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2007,3,FRESH FOOD,13.0,1,Q
40,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2007,4,FRESH FOOD,1.0,0,Q
41,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2007,4,FRESH FOOD,1.0,0,Q
42,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2007,4,FRESH FOOD,1.0,0,Q
43,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2007,4,FRESH FOOD,1.0,0,Q
44,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2007,4,FRESH FOOD,1.0,0,Q
45,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2007,4,FRESH FOOD,13.0,1,Q
46,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2007,4,FRESH FOOD,1.0,0,Q
47,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2007,4,FRESH FOOD,1.0,0,Q
48,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2007,4,FRESH FOOD,3.0,1,Q
49,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2007,4,FRESH FOOD,12.0,1,Q
50,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2007,4,FRESH FOOD,1.0,0,Q
51,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2007,4,FRESH FOOD,1.0,0,Q
52,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2007,4,FRESH FOOD,2.0,1,Q
53,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2008,1,FRESH FOOD,20.0,1,Q
54,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2008,1,FRESH FOOD,1.0,0,Q
55,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2008,1,FRESH FOOD,1.0,0,Q
56,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2008,1,FRESH FOOD,1.0,0,Q
57,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2008,1,FRESH FOOD,1.0,0,Q
58,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2008,1,FRESH FOOD,1.0,0,Q
59,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2008,1,FRESH FOOD,1.0,0,Q
60,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2008,1,FRESH FOOD,1.0,0,Q
61,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2008,1,FRESH FOOD,1.0,0,Q
62,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2008,1,FRESH FOOD,1.0,0,Q
63,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2008,1,FRESH FOOD,1.0,0,Q
64,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2008,1,FRESH FOOD,1.0,0,Q
65,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2008,1,FRESH FOOD,1.0,0,Q
66,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2008,2,FRESH FOOD,1.0,0,Q
67,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2008,2,FRESH FOOD,1.0,0,Q
68,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2008,2,FRESH FOOD,1.0,0,Q
69,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2008,2,FRESH FOOD,1.0,0,Q
70,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2008,2,FRESH FOOD,1.0,0,Q
71,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2008,2,FRESH FOOD,1.0,0,Q
72,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2008,2,FRESH FOOD,1.0,0,Q
73,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2008,2,FRESH FOOD,1.0,0,Q
74,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2008,2,FRESH FOOD,1.0,0,Q
75,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2008,2,FRESH FOOD,1.0,0,Q
76,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2008,2,FRESH FOOD,1.0,0,Q
77,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2008,2,FRESH FOOD,3.0,1,Q
78,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2008,2,FRESH FOOD,1.0,0,Q
79,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2008,3,FRESH FOOD,3.0,0,Q
80,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2008,3,FRESH FOOD,2.0,1,Q
81,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2008,3,FRESH FOOD,1.0,0,Q
82,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2008,3,FRESH FOOD,16.0,1,Q
83,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2008,3,FRESH FOOD,1.0,0,Q
84,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2008,3,FRESH FOOD,6.0,1,Q
85,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2008,3,FRESH FOOD,1.0,0,Q
86,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2008,3,FRESH FOOD,2.0,1,Q
87,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2008,3,FRESH FOOD,3.0,1,Q
88,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2008,3,FRESH FOOD,3.0,0,Q
89,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2008,3,FRESH FOOD,2.0,1,Q
90,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2008,3,FRESH FOOD,1.0,0,Q
91,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2008,3,FRESH FOOD,1.0,0,Q
92,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2008,4,FRESH FOOD,1.0,0,Q
93,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2008,4,FRESH FOOD,1.0,0,Q
94,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2008,4,FRESH FOOD,1.0,0,Q
95,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2008,4,FRESH FOOD,1.0,0,Q
96,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2008,4,FRESH FOOD,1.0,0,Q
97,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2008,4,FRESH FOOD,1.0,0,Q
98,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2008,4,FRESH FOOD,1.0,0,Q
99,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2008,4,FRESH FOOD,1.0,0,Q
100,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2008,4,FRESH FOOD,1.0,0,Q
101,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2008,4,FRESH FOOD,1.0,0,Q
102,PRODUCE,APPLES,APPLES GOLD DELICIOUS (BULK&BA,2008,4,FRESH FOOD,1.0,0,Q
2,PRODUCE,BROCCOLI/CAULIFLOWER,BROCCOLI WHOLE&CROWNS,2007,1,FRESH FOOD,1.0,0,Q
3,PRODUCE,BROCCOLI/CAULIFLOWER,BROCCOLI WHOLE&CROWNS,2007,1,FRESH FOOD,1.0,0,Q
4,PRODUCE,BROCCOLI/CAULIFLOWER,BROCCOLI WHOLE&CROWNS,2007,1,FRESH FOOD,1.0,0,Q
5,PRODUCE,BROCCOLI/CAULIFLOWER,BROCCOLI WHOLE&CROWNS,2007,1,FRESH FOOD,1.0,0,Q
6,PRODUCE,BROCCOLI/CAULIFLOWER,BROCCOLI WHOLE&CROWNS,2007,1,FRESH FOOD,1.0,0,Q
7,PRODUCE,BROCCOLI/CAULIFLOWER,BROCCOLI WHOLE&CROWNS,2007,1,FRESH FOOD,5.0,1,Q
8,PRODUCE,BROCCOLI/CAULIFLOWER,BROCCOLI WHOLE&CROWNS,2007,1,FRESH FOOD,1.0,0,Q
9,PRODUCE,BROCCOLI/CAULIFLOWER,BROCCOLI WHOLE&CROWNS,2007,1,FRESH FOOD,6.0,1,Q
10,PRODUCE,BROCCOLI/CAULIFLOWER,BROCCOLI WHOLE&CROWNS,2007,1,FRESH FOOD,1.0,0,Q
11,PRODUCE,BROCCOLI/CAULIFLOWER,BROCCOLI WHOLE&CROWNS,2007,1,FRESH FOOD,6.0,1,Q
12,PRODUCE,BROCCOLI/CAULIFLOWER,BROCCOLI WHOLE&CROWNS,2007,1,FRESH FOOD,1.0,0,Q
13,PRODUCE,BROCCOLI/CAULIFLOWER,BROCCOLI WHOLE&CROWNS,2007,1,FRESH FOOD,1.0,0,Q
14,PRODUCE,BROCCOLI/CAULIFLOWER,BROCCOLI WHOLE&CROWNS,2007,2,FRESH FOOD,5.0,1,Q
15,PRODUCE,BROCCOLI/CAULIFLOWER,BROCCOLI WHOLE&CROWNS,2007,2,FRESH FOOD,3.0,0,Q
16,PRODUCE,BROCCOLI/CAULIFLOWER,BROCCOLI WHOLE&CROWNS,2007,2,FRESH FOOD,1.0,0,Q
17,PRODUCE,BROCCOLI/CAULIFLOWER,BROCCOLI WHOLE&CROWNS,2007,2,FRESH FOOD,1.0,0,Q
18,PRODUCE,BROCCOLI/CAULIFLOWER,BROCCOLI WHOLE&CROWNS,2007,2,FRESH FOOD,4.0,0,Q
19,PRODUCE,BROCCOLI/CAULIFLOWER,BROCCOLI WHOLE&CROWNS,2007,2,FRESH FOOD,3.0,0,Q
20,PRODUCE,BROCCOLI/CAULIFLOWER,BROCCOLI WHOLE&CROWNS,2007,2,FRESH FOOD,3.0,0,Q
21,PRODUCE,BROCCOLI/CAULIFLOWER,BROCCOLI WHOLE&CROWNS,2007,2,FRESH FOOD,3.0,0,Q
22,PRODUCE,BROCCOLI/CAULIFLOWER,BROCCOLI WHOLE&CROWNS,2007,2,FRESH FOOD,1.0,0,Q
23,PRODUCE,BROCCOLI/CAULIFLOWER,BROCCOLI WHOLE&CROWNS,2007,2,FRESH FOOD,3.0,0,Q
24,PRODUCE,BROCCOLI/CAULIFLOWER,BROCCOLI WHOLE&CROWNS,2007,2,FRESH FOOD,4.0,1,Q
25,PRODUCE,BROCCOLI/CAULIFLOWER,BROCCOLI WHOLE&CROWNS,2007,2,FRESH FOOD,4.0,1,Q
26,PRODUCE,BROCCOLI/CAULIFLOWER,BROCCOLI WHOLE&CROWNS,2007,2,FRESH FOOD,8.0,1,Q
27,PRODUCE,BROCCOLI/CAULIFLOWER,BROCCOLI WHOLE&CROWNS,2007,3,FRESH FOOD,1.0,0,Q
28,PRODUCE,BROCCOLI/CAULIFLOWER,BROCCOLI WHOLE&CROWNS,2007,3,FRESH FOOD,3.0,1,Q
29,PRODUCE,BROCCOLI/CAULIFLOWER,BROCCOLI WHOLE&CROWNS,2007,3,FRESH FOOD,3.0,0,Q
30,PRODUCE,BROCCOLI/CAULIFLOWER,BROCCOLI WHOLE&CROWNS,2007,3,FRESH FOOD,1.0,0,Q
31,PRODUCE,BROCCOLI/CAULIFLOWER,BROCCOLI WHOLE&CROWNS,2007,3,FRESH FOOD,4.0,1,Q
32,PRODUCE,BROCCOLI/CAULIFLOWER,BROCCOLI WHOLE&CROWNS,2007,3,FRESH FOOD,1.0,0,Q
33,PRODUCE,BROCCOLI/CAULIFLOWER,BROCCOLI WHOLE&CROWNS,2007,3,FRESH FOOD,7.0,1,Q
