DEPARTMENT,CUSTOMER_AGE_GROUP,VALUE_2007,BRAND,ORDER_BY,X_AXIS,VAR_CM,VAR_SP,VALUE_2008
FRESH FOOD,55-64,1025,NATIONAL,9,Sep,month,sales,984.0
FRESH FOOD,55-64,689,NATIONAL,10,Oct,month,sales,415.0
FRESH FOOD,55-64,1186,NATIONAL,11,Nov,month,sales,1041.0
FRESH FOOD,55-64,1138,NATIONAL,12,Dec,month,sales,458.0
FRESH FOOD,55-64,33,PRIVATE,1,Jan,month,sales,191.0
FRESH FOOD,55-64,83,PRIVATE,2,Feb,month,sales,154.0
FRESH FOOD,55-64,83,PRIVATE,3,Mar,month,sales,112.0
FRESH FOOD,55-64,107,PRIVATE,4,Apr,month,sales,147.0
FRESH FOOD,55-64,126,PRIVATE,5,May,month,sales,172.0
FRESH FOOD,55-64,117,PRIVATE,6,Jun,month,sales,174.0
FRESH FOOD,55-64,143,PRIVATE,7,Jul,month,sales,125.0
FRESH FOOD,55-64,170,PRIVATE,8,Aug,month,sales,229.0
FRESH FOOD,55-64,164,PRIVATE,9,Sep,month,sales,145.0
FRESH FOOD,55-64,161,PRIVATE,10,Oct,month,sales,186.0
FRESH FOOD,55-64,196,PRIVATE,11,Nov,month,sales,222.0
FRESH FOOD,55-64,160,PRIVATE,12,Dec,month,sales,57.0
FRESH FOOD,65+,25,NATIONAL,1,Jan,month,sales,294.0
FRESH FOOD,65+,103,NATIONAL,2,Feb,month,sales,385.0
FRESH FOOD,65+,225,NATIONAL,3,Mar,month,sales,471.0
FRESH FOOD,65+,343,NATIONAL,4,Apr,month,sales,472.0
FRESH FOOD,65+,422,NATIONAL,5,May,month,sales,411.0
FRESH FOOD,65+,239,NATIONAL,6,Jun,month,sales,316.0
FRESH FOOD,65+,302,NATIONAL,7,Jul,month,sales,348.0
FRESH FOOD,65+,348,NATIONAL,8,Aug,month,sales,444.0
FRESH FOOD,65+,294,NATIONAL,9,Sep,month,sales,288.0
FRESH FOOD,65+,381,NATIONAL,10,Oct,month,sales,446.0
FRESH FOOD,65+,539,NATIONAL,11,Nov,month,sales,421.0
FRESH FOOD,65+,250,NATIONAL,12,Dec,month,sales,136.0
NON FOOD,25-34,216,PRIVATE,1,Jan,month,sales,24778.0
NON FOOD,25-34,3376,PRIVATE,2,Feb,month,sales,36683.0
NON FOOD,25-34,8889,PRIVATE,3,Mar,month,sales,27689.0
NON FOOD,25-34,14649,PRIVATE,4,Apr,month,sales,29614.0
NON FOOD,25-34,28821,PRIVATE,5,May,month,sales,39961.0
NON FOOD,25-34,28565,PRIVATE,6,Jun,month,sales,26222.0
NON FOOD,25-34,26459,PRIVATE,7,Jul,month,sales,23376.0
NON FOOD,25-34,27609,PRIVATE,8,Aug,month,sales,28951.0
NON FOOD,25-34,20432,PRIVATE,9,Sep,month,sales,23083.0
NON FOOD,25-34,20329,PRIVATE,10,Oct,month,sales,22356.0
NON FOOD,25-34,26316,PRIVATE,11,Nov,month,sales,27726.0
NON FOOD,25-34,22267,PRIVATE,12,Dec,month,sales,11813.0
NON FOOD,35-44,25,PRIVATE,1,Jan,month,sales,1427.0
NON FOOD,35-44,249,PRIVATE,2,Feb,month,sales,2536.0
NON FOOD,35-44,457,PRIVATE,3,Mar,month,sales,1561.0
NON FOOD,35-44,974,PRIVATE,4,Apr,month,sales,1663.0
NON FOOD,35-44,1691,PRIVATE,5,May,month,sales,1962.0
NON FOOD,35-44,1333,PRIVATE,6,Jun,month,sales,1570.0
NON FOOD,35-44,1868,PRIVATE,7,Jul,month,sales,1486.0
NON FOOD,35-44,1587,PRIVATE,8,Aug,month,sales,1944.0
NON FOOD,35-44,1303,PRIVATE,9,Sep,month,sales,1498.0
NON FOOD,35-44,1233,PRIVATE,10,Oct,month,sales,1128.0
NON FOOD,35-44,1882,PRIVATE,11,Nov,month,sales,1845.0
NON FOOD,35-44,1920,PRIVATE,12,Dec,month,sales,451.0
DRY FOOD,all,789,NATIONAL,1,Jan,month,sales,7669.0
DRY FOOD,all,2902,NATIONAL,2,Feb,month,sales,8553.0
DRY FOOD,all,4982,NATIONAL,3,Mar,month,sales,7558.0
DRY FOOD,all,8304,NATIONAL,4,Apr,month,sales,8684.0
DRY FOOD,all,8511,NATIONAL,5,May,month,sales,8386.0
DRY FOOD,all,7035,NATIONAL,6,Jun,month,sales,8593.0
DRY FOOD,all,7499,NATIONAL,7,Jul,month,sales,6365.0
DRY FOOD,all,8677,NATIONAL,8,Aug,month,sales,8052.0
DRY FOOD,all,7579,NATIONAL,9,Sep,month,sales,7184.0
DRY FOOD,all,7548,NATIONAL,10,Oct,month,sales,8675.0
DRY FOOD,all,10649,NATIONAL,11,Nov,month,sales,10362.0
DRY FOOD,all,8077,NATIONAL,12,Dec,month,sales,3224.0
DRY FOOD,all,1709,PRIVATE,1,Jan,month,sales,13147.0
DRY FOOD,all,5081,PRIVATE,2,Feb,month,sales,15853.0
DRY FOOD,all,7274,PRIVATE,3,Mar,month,sales,12679.0
DRY FOOD,all,10919,PRIVATE,4,Apr,month,sales,12484.0
DRY FOOD,all,15090,PRIVATE,5,May,month,sales,16585.0
DRY FOOD,all,12143,PRIVATE,6,Jun,month,sales,12419.0
DRY FOOD,all,11357,PRIVATE,7,Jul,month,sales,12388.0
DRY FOOD,all,15353,PRIVATE,8,Aug,month,sales,15822.0
DRY FOOD,all,13452,PRIVATE,9,Sep,month,sales,13114.0
DRY FOOD,all,12839,PRIVATE,10,Oct,month,sales,14164.0
DRY FOOD,all,15581,PRIVATE,11,Nov,month,sales,17904.0
DRY FOOD,all,12843,PRIVATE,12,Dec,month,sales,5944.0
FRESH FOOD,all,1606,NATIONAL,1,Jan,month,sales,14067.0
FRESH FOOD,all,5429,NATIONAL,2,Feb,month,sales,18602.0
FRESH FOOD,all,8912,NATIONAL,3,Mar,month,sales,16035.0
FRESH FOOD,all,11788,NATIONAL,4,Apr,month,sales,15695.0
FRESH FOOD,all,16239,NATIONAL,5,May,month,sales,17600.0
FRESH FOOD,all,12526,NATIONAL,6,Jun,month,sales,14565.0
FRESH FOOD,all,11917,NATIONAL,7,Jul,month,sales,13202.0
FRESH FOOD,all,14784,NATIONAL,8,Aug,month,sales,17439.0
FRESH FOOD,all,11789,NATIONAL,9,Sep,month,sales,12772.0
FRESH FOOD,all,13010,NATIONAL,10,Oct,month,sales,13463.0
FRESH FOOD,all,16596,NATIONAL,11,Nov,month,sales,17284.0
FRESH FOOD,all,14403,NATIONAL,12,Dec,month,sales,6030.0
FRESH FOOD,all,242,PRIVATE,1,Jan,month,sales,2284.0
FRESH FOOD,all,720,PRIVATE,2,Feb,month,sales,2602.0
FRESH FOOD,all,963,PRIVATE,3,Mar,month,sales,1943.0
FRESH FOOD,all,1434,PRIVATE,4,Apr,month,sales,1158.0
FRESH FOOD,all,1703,PRIVATE,5,May,month,sales,1177.0
FRESH FOOD,all,857,PRIVATE,6,Jun,month,sales,1336.0
FRESH FOOD,all,1690,PRIVATE,7,Jul,month,sales,2046.0
FRESH FOOD,all,2399,PRIVATE,8,Aug,month,sales,2647.0
FRESH FOOD,all,1864,PRIVATE,9,Sep,month,sales,2203.0
FRESH FOOD,all,1906,PRIVATE,10,Oct,month,sales,2435.0
FRESH FOOD,all,2505,PRIVATE,11,Nov,month,sales,3005.0
FRESH FOOD,all,2130,PRIVATE,12,Dec,month,sales,924.0
NON FOOD,all,241,PRIVATE,1,Jan,month,sales,26205.0
NON FOOD,all,3625,PRIVATE,2,Feb,month,sales,39220.0
NON FOOD,all,9346,PRIVATE,3,Mar,month,sales,29250.0
NON FOOD,all,15623,PRIVATE,4,Apr,month,sales,31277.0
NON FOOD,all,30512,PRIVATE,5,May,month,sales,41923.0
NON FOOD,all,29898,PRIVATE,6,Jun,month,sales,27791.0
NON FOOD,all,28327,PRIVATE,7,Jul,month,sales,24862.0
NON FOOD,all,29196,PRIVATE,8,Aug,month,sales,30895.0
NON FOOD,all,21735,PRIVATE,9,Sep,month,sales,24581.0
NON FOOD,all,21562,PRIVATE,10,Oct,month,sales,23484.0
NON FOOD,all,28198,PRIVATE,11,Nov,month,sales,29570.0
NON FOOD,all,24187,PRIVATE,12,Dec,month,sales,12264.0
DRY FOOD,19-24,2565,all,1,Belgium,country,sales,2547.0
DRY FOOD,19-24,504,all,1,Bulgaria,country,sales,1345.0
DRY FOOD,19-24,2048,all,1,France,country,sales,2529.0
DRY FOOD,19-24,2323,all,1,Germany,country,sales,2697.0
DRY FOOD,19-24,572,all,1,Greece,country,sales,989.0
DRY FOOD,19-24,2558,all,1,Lithuania,country,sales,3350.0
DRY FOOD,19-24,250,all,1,Luxembourg,country,sales,194.0
DRY FOOD,19-24,1788,all,1,Netherlands,country,sales,1695.0
DRY FOOD,19-24,719,all,1,Norway,country,sales,1029.0
DRY FOOD,19-24,1339,all,1,Poland,country,sales,1522.0
DRY FOOD,19-24,2116,all,1,Portugal,country,sales,2659.0
DRY FOOD,19-24,4126,all,1,Spain,country,sales,5270.0
DRY FOOD,19-24,2379,all,1,Sweden,country,sales,2320.0
DRY FOOD,25-34,7341,all,1,Belgium,country,sales,7915.0
DRY FOOD,25-34,1389,all,1,Bulgaria,country,sales,2980.0
DRY FOOD,25-34,5780,all,1,France,country,sales,5741.0
DRY FOOD,25-34,7025,all,1,Germany,country,sales,7482.0
DRY FOOD,25-34,1166,all,1,Greece,country,sales,1540.0
DRY FOOD,25-34,5882,all,1,Lithuania,country,sales,6900.0
DRY FOOD,25-34,970,all,1,Luxembourg,country,sales,832.0
DRY FOOD,25-34,4086,all,1,Netherlands,country,sales,3689.0
DRY FOOD,25-34,1542,all,1,Norway,country,sales,1604.0
DRY FOOD,25-34,3247,all,1,Poland,country,sales,3982.0
DRY FOOD,25-34,5846,all,1,Portugal,country,sales,6653.0
DRY FOOD,25-34,8077,all,1,Spain,country,sales,8831.0
DRY FOOD,25-34,4412,all,1,Sweden,country,sales,4518.0
DRY FOOD,35-44,11108,all,1,Belgium,country,sales,11257.0
DRY FOOD,35-44,2134,all,1,Bulgaria,country,sales,5795.0
DRY FOOD,35-44,8802,all,1,France,country,sales,9544.0
DRY FOOD,35-44,11390,all,1,Germany,country,sales,12785.0
DRY FOOD,35-44,2282,all,1,Greece,country,sales,2692.0
DRY FOOD,35-44,9517,all,1,Lithuania,country,sales,12280.0
DRY FOOD,35-44,841,all,1,Luxembourg,country,sales,1135.0
DRY FOOD,35-44,6034,all,1,Netherlands,country,sales,6526.0
DRY FOOD,35-44,3297,all,1,Norway,country,sales,3219.0
DRY FOOD,35-44,5577,all,1,Poland,country,sales,6649.0
DRY FOOD,35-44,8441,all,1,Portugal,country,sales,11023.0
DRY FOOD,35-44,13482,all,1,Spain,country,sales,16400.0
DRY FOOD,35-44,7863,all,1,Sweden,country,sales,8963.0
DRY FOOD,45-54,5941,all,1,Belgium,country,sales,6478.0
DRY FOOD,45-54,1413,all,1,Bulgaria,country,sales,3210.0
DRY FOOD,45-54,4116,all,1,France,country,sales,5147.0
DRY FOOD,45-54,5251,all,1,Germany,country,sales,5719.0
DRY FOOD,45-54,1265,all,1,Greece,country,sales,1606.0
DRY FOOD,45-54,5026,all,1,Lithuania,country,sales,7248.0
DRY FOOD,45-54,341,all,1,Luxembourg,country,sales,505.0
DRY FOOD,45-54,3504,all,1,Netherlands,country,sales,4239.0
DRY FOOD,45-54,1196,all,1,Norway,country,sales,1396.0
DRY FOOD,45-54,2595,all,1,Poland,country,sales,2989.0
DRY FOOD,45-54,3868,all,1,Portugal,country,sales,4999.0
DRY FOOD,45-54,6856,all,1,Spain,country,sales,8882.0
DRY FOOD,45-54,3318,all,1,Sweden,country,sales,3537.0
DRY FOOD,65+,149,all,1,Belgium,country,sales,167.0
DRY FOOD,65+,2,all,1,Bulgaria,country,sales,27.0
DRY FOOD,65+,31,all,1,France,country,sales,34.0
DRY FOOD,65+,64,all,1,Germany,country,sales,20.0
DRY FOOD,65+,1,all,1,Greece,country,sales,7.0
DRY FOOD,65+,27,all,1,Lithuania,country,sales,51.0
DRY FOOD,65+,0,all,1,Luxembourg,country,sales,5.0
DRY FOOD,65+,31,all,1,Netherlands,country,sales,49.0
DRY FOOD,65+,123,all,1,Norway,country,sales,80.0
DRY FOOD,65+,10,all,1,Poland,country,sales,18.0
DRY FOOD,65+,100,all,1,Portugal,country,sales,77.0
DRY FOOD,65+,58,all,1,Spain,country,sales,50.0
DRY FOOD,65+,95,all,1,Sweden,country,sales,183.0
FRESH FOOD,25-34,5117,all,1,Belgium,country,sales,5051.0
FRESH FOOD,25-34,1069,all,1,Bulgaria,country,sales,2472.0
FRESH FOOD,25-34,3587,all,1,France,country,sales,3788.0
FRESH FOOD,25-34,5235,all,1,Germany,country,sales,6080.0
FRESH FOOD,25-34,835,all,1,Greece,country,sales,1238.0
FRESH FOOD,25-34,4051,all,1,Lithuania,country,sales,5142.0
FRESH FOOD,25-34,645,all,1,Luxembourg,country,sales,810.0
FRESH FOOD,25-34,3100,all,1,Netherlands,country,sales,3343.0
FRESH FOOD,25-34,1348,all,1,Norway,country,sales,1228.0
FRESH FOOD,25-34,2366,all,1,Poland,country,sales,2926.0
FRESH FOOD,25-34,4296,all,1,Portugal,country,sales,5556.0
FRESH FOOD,25-34,5681,all,1,Spain,country,sales,6220.0
FRESH FOOD,25-34,3338,all,1,Sweden,country,sales,3806.0
FRESH FOOD,35-44,6600,all,1,Belgium,country,sales,7670.0
FRESH FOOD,35-44,1488,all,1,Bulgaria,country,sales,4061.0
FRESH FOOD,35-44,4350,all,1,France,country,sales,5279.0
FRESH FOOD,35-44,6413,all,1,Germany,country,sales,7900.0
FRESH FOOD,35-44,882,all,1,Greece,country,sales,1366.0
FRESH FOOD,35-44,4876,all,1,Lithuania,country,sales,6638.0
FRESH FOOD,35-44,695,all,1,Luxembourg,country,sales,949.0
FRESH FOOD,35-44,3317,all,1,Netherlands,country,sales,3697.0
FRESH FOOD,35-44,1544,all,1,Norway,country,sales,1819.0
FRESH FOOD,35-44,2897,all,1,Poland,country,sales,3662.0
FRESH FOOD,35-44,5178,all,1,Portugal,country,sales,6678.0
FRESH FOOD,35-44,6739,all,1,Spain,country,sales,8678.0
FRESH FOOD,35-44,3412,all,1,Sweden,country,sales,4610.0
FRESH FOOD,45-54,6994,all,1,Belgium,country,sales,7903.0
FRESH FOOD,45-54,1849,all,1,Bulgaria,country,sales,4669.0
FRESH FOOD,45-54,5331,all,1,France,country,sales,7142.0
FRESH FOOD,45-54,6942,all,1,Germany,country,sales,8659.0
FRESH FOOD,45-54,1188,all,1,Greece,country,sales,1717.0
FRESH FOOD,45-54,5468,all,1,Lithuania,country,sales,7443.0
FRESH FOOD,45-54,698,all,1,Luxembourg,country,sales,852.0
FRESH FOOD,45-54,3732,all,1,Netherlands,country,sales,4632.0
FRESH FOOD,45-54,1714,all,1,Norway,country,sales,2243.0
FRESH FOOD,45-54,3434,all,1,Poland,country,sales,4899.0
FRESH FOOD,45-54,5643,all,1,Portugal,country,sales,7785.0
FRESH FOOD,45-54,7650,all,1,Spain,country,sales,10020.0
FRESH FOOD,45-54,4150,all,1,Sweden,country,sales,5189.0
FRESH FOOD,55-64,1446,all,1,Belgium,country,sales,1459.0
FRESH FOOD,55-64,125,all,1,Bulgaria,country,sales,474.0
FRESH FOOD,55-64,1162,all,1,France,country,sales,1542.0
FRESH FOOD,55-64,1079,all,1,Germany,country,sales,1036.0
FRESH FOOD,55-64,129,all,1,Greece,country,sales,297.0
FRESH FOOD,55-64,1250,all,1,Lithuania,country,sales,1582.0
FRESH FOOD,55-64,70,all,1,Luxembourg,country,sales,123.0
FRESH FOOD,55-64,595,all,1,Netherlands,country,sales,747.0
FRESH FOOD,55-64,324,all,1,Norway,country,sales,400.0
FRESH FOOD,55-64,503,all,1,Poland,country,sales,581.0
FRESH FOOD,55-64,876,all,1,Portugal,country,sales,1359.0
FRESH FOOD,55-64,1586,all,1,Spain,country,sales,1784.0
FRESH FOOD,55-64,942,all,1,Sweden,country,sales,879.0
FRESH FOOD,65+,413,all,1,Belgium,country,sales,382.0
FRESH FOOD,65+,120,all,1,Bulgaria,country,sales,331.0
FRESH FOOD,65+,257,all,1,France,country,sales,376.0
FRESH FOOD,65+,522,all,1,Germany,country,sales,487.0
FRESH FOOD,65+,78,all,1,Greece,country,sales,118.0
FRESH FOOD,65+,368,all,1,Lithuania,country,sales,469.0
FRESH FOOD,65+,22,all,1,Luxembourg,country,sales,27.0
FRESH FOOD,65+,279,all,1,Netherlands,country,sales,344.0
FRESH FOOD,65+,147,all,1,Norway,country,sales,103.0
FRESH FOOD,65+,203,all,1,Poland,country,sales,290.0
FRESH FOOD,65+,360,all,1,Portugal,country,sales,478.0
FRESH FOOD,65+,420,all,1,Spain,country,sales,605.0
FRESH FOOD,65+,282,all,1,Sweden,country,sales,422.0
NON FOOD,25-34,36241,all,1,Belgium,country,sales,43908.0
NON FOOD,25-34,9010,all,1,Bulgaria,country,sales,35512.0
NON FOOD,25-34,12017,all,1,France,country,sales,16905.0
NON FOOD,25-34,20932,all,1,Germany,country,sales,29751.0
NON FOOD,25-34,2044,all,1,Greece,country,sales,2641.0
NON FOOD,25-34,30540,all,1,Lithuania,country,sales,43306.0
NON FOOD,25-34,26765,all,1,Netherlands,country,sales,31860.0
NON FOOD,25-34,7066,all,1,Norway,country,sales,8283.0
NON FOOD,25-34,7293,all,1,Poland,country,sales,9580.0
NON FOOD,25-34,32111,all,1,Portugal,country,sales,46171.0
NON FOOD,25-34,32125,all,1,Spain,country,sales,40054.0
NON FOOD,25-34,11783,all,1,Sweden,country,sales,14279.0
NON FOOD,35-44,1079,all,1,Belgium,country,sales,1854.0
NON FOOD,35-44,275,all,1,Bulgaria,country,sales,1378.0
NON FOOD,35-44,1214,all,1,France,country,sales,2130.0
NON FOOD,35-44,1444,all,1,Germany,country,sales,1041.0
NON FOOD,35-44,32,all,1,Greece,country,sales,78.0
NON FOOD,35-44,2595,all,1,Lithuania,country,sales,4669.0
NON FOOD,35-44,1492,all,1,Netherlands,country,sales,1828.0
NON FOOD,35-44,174,all,1,Norway,country,sales,
NON FOOD,35-44,626,all,1,Poland,country,sales,778.0
NON FOOD,35-44,3617,all,1,Portugal,country,sales,3019.0
NON FOOD,35-44,1319,all,1,Spain,country,sales,1817.0
NON FOOD,35-44,657,all,1,Sweden,country,sales,480.0
DRY FOOD,all,27104,all,1,Belgium,country,sales,28363.0
DRY FOOD,all,5442,all,1,Bulgaria,country,sales,13356.0
DRY FOOD,all,20777,all,1,France,country,sales,22995.0
DRY FOOD,all,26052,all,1,Germany,country,sales,28702.0
DRY FOOD,all,5285,all,1,Greece,country,sales,6835.0
DRY FOOD,all,23009,all,1,Lithuania,country,sales,29829.0
DRY FOOD,all,2402,all,1,Luxembourg,country,sales,2671.0
DRY FOOD,all,15444,all,1,Netherlands,country,sales,16199.0
DRY FOOD,all,6876,all,1,Norway,country,sales,7329.0
DRY FOOD,all,12768,all,1,Poland,country,sales,15161.0
DRY FOOD,all,20371,all,1,Portugal,country,sales,25412.0
DRY FOOD,all,32598,all,1,Spain,country,sales,39432.0
DRY FOOD,all,18067,all,1,Sweden,country,sales,19521.0
FRESH FOOD,all,20570,all,1,Belgium,country,sales,22465.0
FRESH FOOD,all,4651,all,1,Bulgaria,country,sales,12007.0
FRESH FOOD,all,14687,all,1,France,country,sales,18128.0
FRESH FOOD,all,20191,all,1,Germany,country,sales,24162.0
FRESH FOOD,all,3113,all,1,Greece,country,sales,4736.0
FRESH FOOD,all,16013,all,1,Lithuania,country,sales,21274.0
FRESH FOOD,all,2130,all,1,Luxembourg,country,sales,2762.0
FRESH FOOD,all,11023,all,1,Netherlands,country,sales,12764.0
FRESH FOOD,all,5076,all,1,Norway,country,sales,5793.0
FRESH FOOD,all,9403,all,1,Poland,country,sales,12358.0
FRESH FOOD,all,16354,all,1,Portugal,country,sales,21856.0
FRESH FOOD,all,22076,all,1,Spain,country,sales,27306.0
FRESH FOOD,all,12124,all,1,Sweden,country,sales,14906.0
NON FOOD,all,37320,all,1,Belgium,country,sales,45763.0
NON FOOD,all,9285,all,1,Bulgaria,country,sales,36890.0
NON FOOD,all,13231,all,1,France,country,sales,19035.0
NON FOOD,all,22375,all,1,Germany,country,sales,30791.0
NON FOOD,all,2076,all,1,Greece,country,sales,2719.0
NON FOOD,all,33135,all,1,Lithuania,country,sales,47975.0
NON FOOD,all,28256,all,1,Netherlands,country,sales,33688.0
NON FOOD,all,7240,all,1,Norway,country,sales,8283.0
NON FOOD,all,7919,all,1,Poland,country,sales,10358.0
NON FOOD,all,35728,all,1,Portugal,country,sales,49190.0
NON FOOD,all,33445,all,1,Spain,country,sales,41871.0
NON FOOD,all,12441,all,1,Sweden,country,sales,14759.0
DRY FOOD,19-24,1973,NATIONAL,1,Belgium,country,sales,1914.0
DRY FOOD,19-24,405,NATIONAL,1,Bulgaria,country,sales,1051.0
DRY FOOD,19-24,1562,NATIONAL,1,France,country,sales,2055.0
DRY FOOD,19-24,1837,NATIONAL,1,Germany,country,sales,2195.0
DRY FOOD,19-24,430,NATIONAL,1,Greece,country,sales,873.0
DRY FOOD,19-24,2089,NATIONAL,1,Lithuania,country,sales,2730.0
DRY FOOD,19-24,197,NATIONAL,1,Luxembourg,country,sales,166.0
DRY FOOD,19-24,1383,NATIONAL,1,Netherlands,country,sales,1286.0
DRY FOOD,19-24,563,NATIONAL,1,Norway,country,sales,824.0
DRY FOOD,19-24,1081,NATIONAL,1,Poland,country,sales,1253.0
DRY FOOD,19-24,1523,NATIONAL,1,Portugal,country,sales,1959.0
DRY FOOD,19-24,3395,NATIONAL,1,Spain,country,sales,4304.0
DRY FOOD,19-24,1878,NATIONAL,1,Sweden,country,sales,1785.0
DRY FOOD,19-24,592,PRIVATE,1,Belgium,country,sales,633.0
DRY FOOD,19-24,99,PRIVATE,1,Bulgaria,country,sales,293.0
DRY FOOD,19-24,486,PRIVATE,1,France,country,sales,475.0
DRY FOOD,19-24,485,PRIVATE,1,Germany,country,sales,502.0
DRY FOOD,19-24,142,PRIVATE,1,Greece,country,sales,116.0
DRY FOOD,19-24,469,PRIVATE,1,Lithuania,country,sales,620.0
DRY FOOD,19-24,53,PRIVATE,1,Luxembourg,country,sales,28.0
DRY FOOD,19-24,405,PRIVATE,1,Netherlands,country,sales,409.0
DRY FOOD,19-24,156,PRIVATE,1,Norway,country,sales,205.0
DRY FOOD,19-24,258,PRIVATE,1,Poland,country,sales,269.0
DRY FOOD,19-24,593,PRIVATE,1,Portugal,country,sales,701.0
DRY FOOD,19-24,731,PRIVATE,1,Spain,country,sales,966.0
DRY FOOD,19-24,501,PRIVATE,1,Sweden,country,sales,535.0
DRY FOOD,25-34,3309,NATIONAL,1,Belgium,country,sales,3712.0
DRY FOOD,25-34,661,NATIONAL,1,Bulgaria,country,sales,1119.0
DRY FOOD,25-34,3003,NATIONAL,1,France,country,sales,2654.0
DRY FOOD,25-34,2831,NATIONAL,1,Germany,country,sales,2782.0
DRY FOOD,25-34,545,NATIONAL,1,Greece,country,sales,684.0
DRY FOOD,25-34,2550,NATIONAL,1,Lithuania,country,sales,2927.0
DRY FOOD,25-34,176,NATIONAL,1,Luxembourg,country,sales,159.0
DRY FOOD,25-34,1704,NATIONAL,1,Netherlands,country,sales,1208.0
DRY FOOD,25-34,526,NATIONAL,1,Norway,country,sales,512.0
DRY FOOD,25-34,1481,NATIONAL,1,Poland,country,sales,1640.0
DRY FOOD,25-34,2545,NATIONAL,1,Portugal,country,sales,2646.0
DRY FOOD,25-34,3476,NATIONAL,1,Spain,country,sales,3541.0
DRY FOOD,25-34,1770,NATIONAL,1,Sweden,country,sales,1599.0
DRY FOOD,25-34,4033,PRIVATE,1,Belgium,country,sales,4202.0
DRY FOOD,25-34,728,PRIVATE,1,Bulgaria,country,sales,1860.0
DRY FOOD,25-34,2777,PRIVATE,1,France,country,sales,3088.0
DRY FOOD,25-34,4194,PRIVATE,1,Germany,country,sales,4700.0
DRY FOOD,25-34,621,PRIVATE,1,Greece,country,sales,856.0
DRY FOOD,25-34,3332,PRIVATE,1,Lithuania,country,sales,3974.0
DRY FOOD,25-34,794,PRIVATE,1,Luxembourg,country,sales,673.0
DRY FOOD,25-34,2382,PRIVATE,1,Netherlands,country,sales,2481.0
DRY FOOD,25-34,1016,PRIVATE,1,Norway,country,sales,1091.0
DRY FOOD,25-34,1766,PRIVATE,1,Poland,country,sales,2342.0
DRY FOOD,25-34,3302,PRIVATE,1,Portugal,country,sales,4007.0
DRY FOOD,25-34,4601,PRIVATE,1,Spain,country,sales,5290.0
DRY FOOD,25-34,2642,PRIVATE,1,Sweden,country,sales,2920.0
DRY FOOD,35-44,3330,NATIONAL,1,Belgium,country,sales,3178.0
DRY FOOD,35-44,592,NATIONAL,1,Bulgaria,country,sales,1639.0
DRY FOOD,35-44,2657,NATIONAL,1,France,country,sales,2506.0
DRY FOOD,35-44,3215,NATIONAL,1,Germany,country,sales,3773.0
DRY FOOD,35-44,819,NATIONAL,1,Greece,country,sales,807.0
DRY FOOD,35-44,3193,NATIONAL,1,Lithuania,country,sales,3426.0
DRY FOOD,35-44,300,NATIONAL,1,Luxembourg,country,sales,267.0
DRY FOOD,35-44,1621,NATIONAL,1,Netherlands,country,sales,1410.0
DRY FOOD,35-44,997,NATIONAL,1,Norway,country,sales,965.0
DRY FOOD,35-44,2004,NATIONAL,1,Poland,country,sales,2356.0
DRY FOOD,35-44,2577,NATIONAL,1,Portugal,country,sales,3090.0
DRY FOOD,35-44,3906,NATIONAL,1,Spain,country,sales,4983.0
DRY FOOD,35-44,2313,NATIONAL,1,Sweden,country,sales,2431.0
DRY FOOD,35-44,7778,PRIVATE,1,Belgium,country,sales,8079.0
DRY FOOD,35-44,1541,PRIVATE,1,Bulgaria,country,sales,4156.0
DRY FOOD,35-44,6145,PRIVATE,1,France,country,sales,7037.0
DRY FOOD,35-44,8175,PRIVATE,1,Germany,country,sales,9012.0
DRY FOOD,35-44,1463,PRIVATE,1,Greece,country,sales,1885.0
DRY FOOD,35-44,6324,PRIVATE,1,Lithuania,country,sales,8854.0
DRY FOOD,35-44,541,PRIVATE,1,Luxembourg,country,sales,868.0
DRY FOOD,35-44,4413,PRIVATE,1,Netherlands,country,sales,5115.0
DRY FOOD,35-44,2300,PRIVATE,1,Norway,country,sales,2255.0
DRY FOOD,35-44,3574,PRIVATE,1,Poland,country,sales,4294.0
DRY FOOD,35-44,5864,PRIVATE,1,Portugal,country,sales,7933.0
DRY FOOD,35-44,9575,PRIVATE,1,Spain,country,sales,11417.0
DRY FOOD,35-44,5550,PRIVATE,1,Sweden,country,sales,6532.0
DRY FOOD,45-54,1405,NATIONAL,1,Belgium,country,sales,1639.0
DRY FOOD,45-54,450,NATIONAL,1,Bulgaria,country,sales,931.0
DRY FOOD,45-54,855,NATIONAL,1,France,country,sales,1239.0
DRY FOOD,45-54,1720,NATIONAL,1,Germany,country,sales,1513.0
DRY FOOD,45-54,246,NATIONAL,1,Greece,country,sales,329.0
DRY FOOD,45-54,1156,NATIONAL,1,Lithuania,country,sales,1671.0
DRY FOOD,45-54,119,NATIONAL,1,Luxembourg,country,sales,188.0
DRY FOOD,45-54,752,NATIONAL,1,Netherlands,country,sales,907.0
DRY FOOD,45-54,325,NATIONAL,1,Norway,country,sales,380.0
DRY FOOD,45-54,720,NATIONAL,1,Poland,country,sales,969.0
DRY FOOD,45-54,972,NATIONAL,1,Portugal,country,sales,1363.0
DRY FOOD,45-54,2320,NATIONAL,1,Spain,country,sales,2537.0
DRY FOOD,45-54,1098,NATIONAL,1,Sweden,country,sales,1231.0
DRY FOOD,45-54,4536,PRIVATE,1,Belgium,country,sales,4839.0
