DEPARTMENT,CUSTOMER_AGE_GROUP,VALUE_2007,BRAND,ORDER_BY,X_AXIS,VAR_CM,VAR_SP,VALUE_2008
NON FOOD,35-44,0,all,6,Jun,month,profit,0.0
NON FOOD,35-44,0,all,7,Jul,month,profit,0.0
NON FOOD,35-44,0,all,8,Aug,month,profit,0.0
NON FOOD,35-44,0,all,9,Sep,month,profit,0.0
NON FOOD,35-44,0,all,10,Oct,month,profit,0.0
NON FOOD,35-44,0,all,11,Nov,month,profit,0.0
NON FOOD,35-44,0,all,12,Dec,month,profit,0.0
DRY FOOD,all,2401,all,1,Jan,month,profit,20007.0
DRY FOOD,all,7672,all,2,Feb,month,profit,23464.0
DRY FOOD,all,11775,all,3,Mar,month,profit,19450.0
DRY FOOD,all,18469,all,4,Apr,month,profit,20345.0
DRY FOOD,all,22679,all,5,May,month,profit,24004.0
DRY FOOD,all,18434,all,6,Jun,month,profit,20198.0
DRY FOOD,all,18125,all,7,Jul,month,profit,18021.0
DRY FOOD,all,23083,all,8,Aug,month,profit,22951.0
DRY FOOD,all,20211,all,9,Sep,month,profit,19506.0
DRY FOOD,all,19593,all,10,Oct,month,profit,21952.0
DRY FOOD,all,25206,all,11,Nov,month,profit,27158.0
DRY FOOD,all,20107,all,12,Dec,month,profit,8814.0
FRESH FOOD,all,1776,all,1,Jan,month,profit,15720.0
FRESH FOOD,all,5911,all,2,Feb,month,profit,20384.0
FRESH FOOD,all,9492,all,3,Mar,month,profit,17280.0
FRESH FOOD,all,12708,all,4,Apr,month,profit,16201.0
FRESH FOOD,all,17245,all,5,May,month,profit,18045.0
FRESH FOOD,all,12864,all,6,Jun,month,profit,15284.0
FRESH FOOD,all,13079,all,7,Jul,month,profit,14659.0
FRESH FOOD,all,16518,all,8,Aug,month,profit,19312.0
FRESH FOOD,all,13126,all,9,Sep,month,profit,14397.0
FRESH FOOD,all,14337,all,10,Oct,month,profit,15281.0
FRESH FOOD,all,18358,all,11,Nov,month,profit,19504.0
FRESH FOOD,all,15891,all,12,Dec,month,profit,6684.0
NON FOOD,all,0,all,1,Jan,month,profit,0.0
NON FOOD,all,0,all,2,Feb,month,profit,0.0
NON FOOD,all,0,all,3,Mar,month,profit,0.0
NON FOOD,all,0,all,4,Apr,month,profit,0.0
NON FOOD,all,0,all,5,May,month,profit,0.0
NON FOOD,all,0,all,6,Jun,month,profit,0.0
NON FOOD,all,0,all,7,Jul,month,profit,0.0
NON FOOD,all,0,all,8,Aug,month,profit,0.0
NON FOOD,all,0,all,9,Sep,month,profit,0.0
NON FOOD,all,0,all,10,Oct,month,profit,0.0
NON FOOD,all,0,all,11,Nov,month,profit,0.0
NON FOOD,all,0,all,12,Dec,month,profit,0.0
DRY FOOD,19-24,131,NATIONAL,1,Jan,month,profit,1686.0
DRY FOOD,19-24,694,NATIONAL,2,Feb,month,profit,2055.0
DRY FOOD,19-24,1218,NATIONAL,3,Mar,month,profit,1150.0
DRY FOOD,19-24,2172,NATIONAL,4,Apr,month,profit,2644.0
DRY FOOD,19-24,1651,NATIONAL,5,May,month,profit,1827.0
DRY FOOD,19-24,1126,NATIONAL,6,Jun,month,profit,2965.0
DRY FOOD,19-24,1763,NATIONAL,7,Jul,month,profit,1320.0
DRY FOOD,19-24,2222,NATIONAL,8,Aug,month,profit,1545.0
DRY FOOD,19-24,1261,NATIONAL,9,Sep,month,profit,1264.0
DRY FOOD,19-24,1320,NATIONAL,10,Oct,month,profit,2192.0
DRY FOOD,19-24,2270,NATIONAL,11,Nov,month,profit,2117.0
DRY FOOD,19-24,1774,NATIONAL,12,Dec,month,profit,759.0
DRY FOOD,19-24,80,PRIVATE,1,Jan,month,profit,377.0
DRY FOOD,19-24,236,PRIVATE,2,Feb,month,profit,628.0
DRY FOOD,19-24,352,PRIVATE,3,Mar,month,profit,567.0
DRY FOOD,19-24,501,PRIVATE,4,Apr,month,profit,660.0
DRY FOOD,19-24,684,PRIVATE,5,May,month,profit,552.0
DRY FOOD,19-24,618,PRIVATE,6,Jun,month,profit,478.0
DRY FOOD,19-24,502,PRIVATE,7,Jul,month,profit,360.0
DRY FOOD,19-24,336,PRIVATE,8,Aug,month,profit,688.0
DRY FOOD,19-24,322,PRIVATE,9,Sep,month,profit,342.0
DRY FOOD,19-24,298,PRIVATE,10,Oct,month,profit,333.0
DRY FOOD,19-24,505,PRIVATE,11,Nov,month,profit,405.0
DRY FOOD,19-24,342,PRIVATE,12,Dec,month,profit,142.0
DRY FOOD,25-34,241,NATIONAL,1,Jan,month,profit,2052.0
DRY FOOD,25-34,827,NATIONAL,2,Feb,month,profit,2108.0
DRY FOOD,25-34,1518,NATIONAL,3,Mar,month,profit,2539.0
DRY FOOD,25-34,2031,NATIONAL,4,Apr,month,profit,1840.0
DRY FOOD,25-34,2801,NATIONAL,5,May,month,profit,2108.0
DRY FOOD,25-34,2423,NATIONAL,6,Jun,month,profit,1651.0
DRY FOOD,25-34,1971,NATIONAL,7,Jul,month,profit,1729.0
DRY FOOD,25-34,2200,NATIONAL,8,Aug,month,profit,2248.0
DRY FOOD,25-34,1979,NATIONAL,9,Sep,month,profit,2048.0
DRY FOOD,25-34,2226,NATIONAL,10,Oct,month,profit,2197.0
DRY FOOD,25-34,3174,NATIONAL,11,Nov,month,profit,2757.0
DRY FOOD,25-34,2222,NATIONAL,12,Dec,month,profit,918.0
DRY FOOD,25-34,335,PRIVATE,1,Jan,month,profit,2874.0
DRY FOOD,25-34,1099,PRIVATE,2,Feb,month,profit,3595.0
DRY FOOD,25-34,1711,PRIVATE,3,Mar,month,profit,2746.0
DRY FOOD,25-34,2315,PRIVATE,4,Apr,month,profit,2799.0
DRY FOOD,25-34,3611,PRIVATE,5,May,month,profit,3204.0
DRY FOOD,25-34,2846,PRIVATE,6,Jun,month,profit,2747.0
DRY FOOD,25-34,2704,PRIVATE,7,Jul,month,profit,2541.0
DRY FOOD,25-34,3363,PRIVATE,8,Aug,month,profit,3957.0
DRY FOOD,25-34,3154,PRIVATE,9,Sep,month,profit,3040.0
DRY FOOD,25-34,3133,PRIVATE,10,Oct,month,profit,3335.0
DRY FOOD,25-34,3835,PRIVATE,11,Nov,month,profit,3826.0
DRY FOOD,25-34,2820,PRIVATE,12,Dec,month,profit,1372.0
DRY FOOD,35-44,230,NATIONAL,1,Jan,month,profit,2504.0
DRY FOOD,35-44,836,NATIONAL,2,Feb,month,profit,3023.0
DRY FOOD,35-44,1596,NATIONAL,3,Mar,month,profit,2689.0
DRY FOOD,35-44,2795,NATIONAL,4,Apr,month,profit,2954.0
DRY FOOD,35-44,2696,NATIONAL,5,May,month,profit,2535.0
DRY FOOD,35-44,2359,NATIONAL,6,Jun,month,profit,2721.0
DRY FOOD,35-44,2525,NATIONAL,7,Jul,month,profit,2017.0
DRY FOOD,35-44,2679,NATIONAL,8,Aug,month,profit,2366.0
DRY FOOD,35-44,2221,NATIONAL,9,Sep,month,profit,1816.0
DRY FOOD,35-44,2289,NATIONAL,10,Oct,month,profit,2488.0
DRY FOOD,35-44,3538,NATIONAL,11,Nov,month,profit,3486.0
DRY FOOD,35-44,2688,NATIONAL,12,Dec,month,profit,1032.0
DRY FOOD,35-44,814,PRIVATE,1,Jan,month,profit,6253.0
DRY FOOD,35-44,2338,PRIVATE,2,Feb,month,profit,7174.0
DRY FOOD,35-44,3270,PRIVATE,3,Mar,month,profit,5841.0
DRY FOOD,35-44,5048,PRIVATE,4,Apr,month,profit,5465.0
DRY FOOD,35-44,6687,PRIVATE,5,May,month,profit,8061.0
DRY FOOD,35-44,5437,PRIVATE,6,Jun,month,profit,5713.0
DRY FOOD,35-44,4897,PRIVATE,7,Jul,month,profit,5946.0
DRY FOOD,35-44,7400,PRIVATE,8,Aug,month,profit,6594.0
DRY FOOD,35-44,5899,PRIVATE,9,Sep,month,profit,5794.0
DRY FOOD,35-44,5831,PRIVATE,10,Oct,month,profit,6225.0
DRY FOOD,35-44,6929,PRIVATE,11,Nov,month,profit,8550.0
DRY FOOD,35-44,6212,PRIVATE,12,Dec,month,profit,2807.0
DRY FOOD,45-54,157,NATIONAL,1,Jan,month,profit,1127.0
DRY FOOD,45-54,433,NATIONAL,2,Feb,month,profit,1033.0
DRY FOOD,45-54,453,NATIONAL,3,Mar,month,profit,883.0
DRY FOOD,45-54,982,NATIONAL,4,Apr,month,profit,904.0
DRY FOOD,45-54,1032,NATIONAL,5,May,month,profit,1592.0
DRY FOOD,45-54,854,NATIONAL,6,Jun,month,profit,922.0
DRY FOOD,45-54,951,NATIONAL,7,Jul,month,profit,1052.0
DRY FOOD,45-54,1234,NATIONAL,8,Aug,month,profit,1583.0
DRY FOOD,45-54,1829,NATIONAL,9,Sep,month,profit,1777.0
DRY FOOD,45-54,1424,NATIONAL,10,Oct,month,profit,1459.0
DRY FOOD,45-54,1247,NATIONAL,11,Nov,month,profit,1597.0
DRY FOOD,45-54,1078,NATIONAL,12,Dec,month,profit,390.0
DRY FOOD,45-54,410,PRIVATE,1,Jan,month,profit,3075.0
DRY FOOD,45-54,1189,PRIVATE,2,Feb,month,profit,3762.0
DRY FOOD,45-54,1629,PRIVATE,3,Mar,month,profit,2964.0
DRY FOOD,45-54,2591,PRIVATE,4,Apr,month,profit,3040.0
DRY FOOD,45-54,3444,PRIVATE,5,May,month,profit,4061.0
DRY FOOD,45-54,2709,PRIVATE,6,Jun,month,profit,2939.0
DRY FOOD,45-54,2728,PRIVATE,7,Jul,month,profit,3000.0
DRY FOOD,45-54,3559,PRIVATE,8,Aug,month,profit,3903.0
DRY FOOD,45-54,3490,PRIVATE,9,Sep,month,profit,3377.0
DRY FOOD,45-54,3010,PRIVATE,10,Oct,month,profit,3657.0
DRY FOOD,45-54,3623,PRIVATE,11,Nov,month,profit,4333.0
DRY FOOD,45-54,2895,PRIVATE,12,Dec,month,profit,1355.0
DRY FOOD,65+,3,PRIVATE,1,Jan,month,profit,60.0
DRY FOOD,65+,20,PRIVATE,2,Feb,month,profit,85.0
DRY FOOD,65+,27,PRIVATE,3,Mar,month,profit,70.0
DRY FOOD,65+,34,PRIVATE,4,Apr,month,profit,39.0
DRY FOOD,65+,73,PRIVATE,5,May,month,profit,65.0
DRY FOOD,65+,61,PRIVATE,6,Jun,month,profit,62.0
DRY FOOD,65+,85,PRIVATE,7,Jul,month,profit,56.0
DRY FOOD,65+,88,PRIVATE,8,Aug,month,profit,68.0
DRY FOOD,65+,56,PRIVATE,9,Sep,month,profit,47.0
DRY FOOD,65+,63,PRIVATE,10,Oct,month,profit,65.0
DRY FOOD,65+,84,PRIVATE,11,Nov,month,profit,87.0
DRY FOOD,65+,76,PRIVATE,12,Dec,month,profit,40.0
FRESH FOOD,25-34,406,NATIONAL,1,Jan,month,profit,3161.0
FRESH FOOD,25-34,1467,NATIONAL,2,Feb,month,profit,4878.0
FRESH FOOD,25-34,2648,NATIONAL,3,Mar,month,profit,4581.0
FRESH FOOD,25-34,3996,NATIONAL,4,Apr,month,profit,4589.0
FRESH FOOD,25-34,4862,NATIONAL,5,May,month,profit,4959.0
FRESH FOOD,25-34,3504,NATIONAL,6,Jun,month,profit,3730.0
FRESH FOOD,25-34,3622,NATIONAL,7,Jul,month,profit,3724.0
FRESH FOOD,25-34,4027,NATIONAL,8,Aug,month,profit,3877.0
FRESH FOOD,25-34,3125,NATIONAL,9,Sep,month,profit,3435.0
FRESH FOOD,25-34,3380,NATIONAL,10,Oct,month,profit,3135.0
FRESH FOOD,25-34,4358,NATIONAL,11,Nov,month,profit,4262.0
FRESH FOOD,25-34,3686,NATIONAL,12,Dec,month,profit,1469.0
FRESH FOOD,35-44,463,NATIONAL,1,Jan,month,profit,3440.0
FRESH FOOD,35-44,1415,NATIONAL,2,Feb,month,profit,4814.0
FRESH FOOD,35-44,1924,NATIONAL,3,Mar,month,profit,3618.0
FRESH FOOD,35-44,2639,NATIONAL,4,Apr,month,profit,3670.0
FRESH FOOD,35-44,3692,NATIONAL,5,May,month,profit,4095.0
FRESH FOOD,35-44,3412,NATIONAL,6,Jun,month,profit,3503.0
FRESH FOOD,35-44,3148,NATIONAL,7,Jul,month,profit,3735.0
FRESH FOOD,35-44,3478,NATIONAL,8,Aug,month,profit,4762.0
FRESH FOOD,35-44,3129,NATIONAL,9,Sep,month,profit,3271.0
FRESH FOOD,35-44,3413,NATIONAL,10,Oct,month,profit,3346.0
FRESH FOOD,35-44,3822,NATIONAL,11,Nov,month,profit,4146.0
FRESH FOOD,35-44,3375,NATIONAL,12,Dec,month,profit,1522.0
FRESH FOOD,35-44,161,PRIVATE,1,Jan,month,profit,1621.0
FRESH FOOD,35-44,507,PRIVATE,2,Feb,month,profit,1910.0
FRESH FOOD,35-44,700,PRIVATE,3,Mar,month,profit,1483.0
FRESH FOOD,35-44,1027,PRIVATE,4,Apr,month,profit,638.0
FRESH FOOD,35-44,1165,PRIVATE,5,May,month,profit,561.0
FRESH FOOD,35-44,398,PRIVATE,6,Jun,month,profit,812.0
FRESH FOOD,35-44,1125,PRIVATE,7,Jul,month,profit,1448.0
FRESH FOOD,35-44,1684,PRIVATE,8,Aug,month,profit,1898.0
FRESH FOOD,35-44,1310,PRIVATE,9,Sep,month,profit,1646.0
FRESH FOOD,35-44,1249,PRIVATE,10,Oct,month,profit,1781.0
FRESH FOOD,35-44,1754,PRIVATE,11,Nov,month,profit,2187.0
FRESH FOOD,35-44,1533,PRIVATE,12,Dec,month,profit,667.0
FRESH FOOD,45-54,569,NATIONAL,1,Jan,month,profit,5869.0
FRESH FOOD,45-54,1866,NATIONAL,2,Feb,month,profit,6978.0
FRESH FOOD,45-54,3136,NATIONAL,3,Mar,month,profit,5813.0
FRESH FOOD,45-54,3714,NATIONAL,4,Apr,month,profit,5533.0
FRESH FOOD,45-54,5866,NATIONAL,5,May,month,profit,6490.0
FRESH FOOD,45-54,4085,NATIONAL,6,Jun,month,profit,5195.0
FRESH FOOD,45-54,3866,NATIONAL,7,Jul,month,profit,4392.0
FRESH FOOD,45-54,5908,NATIONAL,8,Aug,month,profit,6690.0
FRESH FOOD,45-54,3811,NATIONAL,9,Sep,month,profit,4349.0
FRESH FOOD,45-54,4683,NATIONAL,10,Oct,month,profit,5633.0
FRESH FOOD,45-54,6113,NATIONAL,11,Nov,month,profit,6801.0
FRESH FOOD,45-54,5450,NATIONAL,12,Dec,month,profit,2233.0
FRESH FOOD,45-54,40,PRIVATE,1,Jan,month,profit,393.0
FRESH FOOD,45-54,106,PRIVATE,2,Feb,month,profit,443.0
FRESH FOOD,45-54,145,PRIVATE,3,Mar,month,profit,278.0
FRESH FOOD,45-54,247,PRIVATE,4,Apr,month,profit,334.0
FRESH FOOD,45-54,349,PRIVATE,5,May,month,profit,404.0
FRESH FOOD,45-54,312,PRIVATE,6,Jun,month,profit,304.0
FRESH FOOD,45-54,361,PRIVATE,7,Jul,month,profit,399.0
FRESH FOOD,45-54,460,PRIVATE,8,Aug,month,profit,428.0
FRESH FOOD,45-54,324,PRIVATE,9,Sep,month,profit,333.0
FRESH FOOD,45-54,429,PRIVATE,10,Oct,month,profit,380.0
FRESH FOOD,45-54,465,PRIVATE,11,Nov,month,profit,489.0
FRESH FOOD,45-54,360,PRIVATE,12,Dec,month,profit,167.0
FRESH FOOD,55-64,82,NATIONAL,1,Jan,month,profit,770.0
FRESH FOOD,55-64,372,NATIONAL,2,Feb,month,profit,843.0
FRESH FOOD,55-64,643,NATIONAL,3,Mar,month,profit,949.0
FRESH FOOD,55-64,651,NATIONAL,4,Apr,month,profit,842.0
FRESH FOOD,55-64,784,NATIONAL,5,May,month,profit,977.0
FRESH FOOD,55-64,811,NATIONAL,6,Jun,month,profit,1269.0
FRESH FOOD,55-64,529,NATIONAL,7,Jul,month,profit,507.0
FRESH FOOD,55-64,462,NATIONAL,8,Aug,month,profit,1011.0
FRESH FOOD,55-64,986,NATIONAL,9,Sep,month,profit,946.0
FRESH FOOD,55-64,662,NATIONAL,10,Oct,month,profit,399.0
FRESH FOOD,55-64,1140,NATIONAL,11,Nov,month,profit,1001.0
FRESH FOOD,55-64,1094,NATIONAL,12,Dec,month,profit,441.0
FRESH FOOD,55-64,32,PRIVATE,1,Jan,month,profit,184.0
FRESH FOOD,55-64,80,PRIVATE,2,Feb,month,profit,148.0
FRESH FOOD,55-64,79,PRIVATE,3,Mar,month,profit,107.0
FRESH FOOD,55-64,103,PRIVATE,4,Apr,month,profit,141.0
FRESH FOOD,55-64,122,PRIVATE,5,May,month,profit,165.0
FRESH FOOD,55-64,113,PRIVATE,6,Jun,month,profit,168.0
FRESH FOOD,55-64,138,PRIVATE,7,Jul,month,profit,120.0
FRESH FOOD,55-64,164,PRIVATE,8,Aug,month,profit,220.0
FRESH FOOD,55-64,158,PRIVATE,9,Sep,month,profit,139.0
FRESH FOOD,55-64,155,PRIVATE,10,Oct,month,profit,179.0
FRESH FOOD,55-64,189,PRIVATE,11,Nov,month,profit,214.0
FRESH FOOD,55-64,154,PRIVATE,12,Dec,month,profit,55.0
FRESH FOOD,65+,24,NATIONAL,1,Jan,month,profit,283.0
FRESH FOOD,65+,99,NATIONAL,2,Feb,month,profit,370.0
FRESH FOOD,65+,216,NATIONAL,3,Mar,month,profit,452.0
FRESH FOOD,65+,330,NATIONAL,4,Apr,month,profit,454.0
FRESH FOOD,65+,405,NATIONAL,5,May,month,profit,395.0
FRESH FOOD,65+,230,NATIONAL,6,Jun,month,profit,304.0
FRESH FOOD,65+,290,NATIONAL,7,Jul,month,profit,334.0
FRESH FOOD,65+,335,NATIONAL,8,Aug,month,profit,427.0
FRESH FOOD,65+,283,NATIONAL,9,Sep,month,profit,277.0
FRESH FOOD,65+,367,NATIONAL,10,Oct,month,profit,429.0
FRESH FOOD,65+,518,NATIONAL,11,Nov,month,profit,405.0
FRESH FOOD,65+,240,NATIONAL,12,Dec,month,profit,131.0
NON FOOD,25-34,0,PRIVATE,1,Jan,month,profit,0.0
NON FOOD,25-34,0,PRIVATE,2,Feb,month,profit,0.0
NON FOOD,25-34,0,PRIVATE,3,Mar,month,profit,0.0
NON FOOD,25-34,0,PRIVATE,4,Apr,month,profit,0.0
NON FOOD,25-34,0,PRIVATE,5,May,month,profit,0.0
NON FOOD,25-34,0,PRIVATE,6,Jun,month,profit,0.0
NON FOOD,25-34,0,PRIVATE,7,Jul,month,profit,0.0
NON FOOD,25-34,0,PRIVATE,8,Aug,month,profit,0.0
NON FOOD,25-34,0,PRIVATE,9,Sep,month,profit,0.0
NON FOOD,25-34,0,PRIVATE,10,Oct,month,profit,0.0
NON FOOD,25-34,0,PRIVATE,11,Nov,month,profit,0.0
NON FOOD,25-34,0,PRIVATE,12,Dec,month,profit,0.0
NON FOOD,35-44,0,PRIVATE,1,Jan,month,profit,0.0
NON FOOD,35-44,0,PRIVATE,2,Feb,month,profit,0.0
NON FOOD,35-44,0,PRIVATE,3,Mar,month,profit,0.0
NON FOOD,35-44,0,PRIVATE,4,Apr,month,profit,0.0
NON FOOD,35-44,0,PRIVATE,5,May,month,profit,0.0
NON FOOD,35-44,0,PRIVATE,6,Jun,month,profit,0.0
NON FOOD,35-44,0,PRIVATE,7,Jul,month,profit,0.0
NON FOOD,35-44,0,PRIVATE,8,Aug,month,profit,0.0
NON FOOD,35-44,0,PRIVATE,9,Sep,month,profit,0.0
NON FOOD,35-44,0,PRIVATE,10,Oct,month,profit,0.0
NON FOOD,35-44,0,PRIVATE,11,Nov,month,profit,0.0
NON FOOD,35-44,0,PRIVATE,12,Dec,month,profit,0.0
DRY FOOD,all,758,NATIONAL,1,Jan,month,profit,7369.0
DRY FOOD,all,2790,NATIONAL,2,Feb,month,profit,8219.0
DRY FOOD,all,4786,NATIONAL,3,Mar,month,profit,7262.0
DRY FOOD,all,7980,NATIONAL,4,Apr,month,profit,8342.0
DRY FOOD,all,8180,NATIONAL,5,May,month,profit,8062.0
DRY FOOD,all,6762,NATIONAL,6,Jun,month,profit,8259.0
DRY FOOD,all,7210,NATIONAL,7,Jul,month,profit,6118.0
DRY FOOD,all,8336,NATIONAL,8,Aug,month,profit,7742.0
DRY FOOD,all,7291,NATIONAL,9,Sep,month,profit,6905.0
DRY FOOD,all,7258,NATIONAL,10,Oct,month,profit,8336.0
DRY FOOD,all,10229,NATIONAL,11,Nov,month,profit,9956.0
DRY FOOD,all,7762,NATIONAL,12,Dec,month,profit,3099.0
DRY FOOD,all,1642,PRIVATE,1,Jan,month,profit,12638.0
DRY FOOD,all,4882,PRIVATE,2,Feb,month,profit,15245.0
DRY FOOD,all,6989,PRIVATE,3,Mar,month,profit,12188.0
DRY FOOD,all,10489,PRIVATE,4,Apr,month,profit,12003.0
DRY FOOD,all,14499,PRIVATE,5,May,month,profit,15942.0
DRY FOOD,all,11672,PRIVATE,6,Jun,month,profit,11939.0
DRY FOOD,all,10915,PRIVATE,7,Jul,month,profit,11903.0
DRY FOOD,all,14747,PRIVATE,8,Aug,month,profit,15209.0
DRY FOOD,all,12921,PRIVATE,9,Sep,month,profit,12601.0
DRY FOOD,all,12335,PRIVATE,10,Oct,month,profit,13616.0
DRY FOOD,all,14976,PRIVATE,11,Nov,month,profit,17201.0
DRY FOOD,all,12345,PRIVATE,12,Dec,month,profit,5715.0
FRESH FOOD,all,1543,NATIONAL,1,Jan,month,profit,13523.0
FRESH FOOD,all,5219,NATIONAL,2,Feb,month,profit,17883.0
FRESH FOOD,all,8567,NATIONAL,3,Mar,month,profit,15412.0
FRESH FOOD,all,11330,NATIONAL,4,Apr,month,profit,15088.0
FRESH FOOD,all,15609,NATIONAL,5,May,month,profit,16915.0
FRESH FOOD,all,12041,NATIONAL,6,Jun,month,profit,14000.0
FRESH FOOD,all,11455,NATIONAL,7,Jul,month,profit,12692.0
FRESH FOOD,all,14211,NATIONAL,8,Aug,month,profit,16767.0
FRESH FOOD,all,11333,NATIONAL,9,Sep,month,profit,12278.0
FRESH FOOD,all,12504,NATIONAL,10,Oct,month,profit,12941.0
FRESH FOOD,all,15950,NATIONAL,11,Nov,month,profit,16614.0
FRESH FOOD,all,13844,NATIONAL,12,Dec,month,profit,5796.0
FRESH FOOD,all,233,PRIVATE,1,Jan,month,profit,2197.0
FRESH FOOD,all,692,PRIVATE,2,Feb,month,profit,2501.0
FRESH FOOD,all,925,PRIVATE,3,Mar,month,profit,1868.0
FRESH FOOD,all,1378,PRIVATE,4,Apr,month,profit,1112.0
FRESH FOOD,all,1636,PRIVATE,5,May,month,profit,1130.0
FRESH FOOD,all,823,PRIVATE,6,Jun,month,profit,1284.0
FRESH FOOD,all,1624,PRIVATE,7,Jul,month,profit,1968.0
FRESH FOOD,all,2307,PRIVATE,8,Aug,month,profit,2546.0
FRESH FOOD,all,1792,PRIVATE,9,Sep,month,profit,2119.0
FRESH FOOD,all,1833,PRIVATE,10,Oct,month,profit,2340.0
FRESH FOOD,all,2408,PRIVATE,11,Nov,month,profit,2890.0
FRESH FOOD,all,2046,PRIVATE,12,Dec,month,profit,888.0
NON FOOD,all,0,PRIVATE,1,Jan,month,profit,0.0
NON FOOD,all,0,PRIVATE,2,Feb,month,profit,0.0
NON FOOD,all,0,PRIVATE,3,Mar,month,profit,0.0
NON FOOD,all,0,PRIVATE,4,Apr,month,profit,0.0
NON FOOD,all,0,PRIVATE,5,May,month,profit,0.0
NON FOOD,all,0,PRIVATE,6,Jun,month,profit,0.0
NON FOOD,all,0,PRIVATE,7,Jul,month,profit,0.0
NON FOOD,all,0,PRIVATE,8,Aug,month,profit,0.0
NON FOOD,all,0,PRIVATE,9,Sep,month,profit,0.0
NON FOOD,all,0,PRIVATE,10,Oct,month,profit,0.0
NON FOOD,all,0,PRIVATE,11,Nov,month,profit,0.0
NON FOOD,all,0,PRIVATE,12,Dec,month,profit,0.0
DRY FOOD,19-24,2465,all,1,Belgium,country,profit,2449.0
DRY FOOD,19-24,484,all,1,Bulgaria,country,profit,1293.0
DRY FOOD,19-24,1969,all,1,France,country,profit,2432.0
DRY FOOD,19-24,2233,all,1,Germany,country,profit,2593.0
DRY FOOD,19-24,549,all,1,Greece,country,profit,951.0
DRY FOOD,19-24,2458,all,1,Lithuania,country,profit,3220.0
DRY FOOD,19-24,240,all,1,Luxembourg,country,profit,187.0
DRY FOOD,19-24,1719,all,1,Netherlands,country,profit,1630.0
DRY FOOD,19-24,691,all,1,Norway,country,profit,990.0
DRY FOOD,19-24,1287,all,1,Poland,country,profit,1464.0
DRY FOOD,19-24,2034,all,1,Portugal,country,profit,2556.0
DRY FOOD,19-24,3965,all,1,Spain,country,profit,5065.0
DRY FOOD,19-24,2286,all,1,Sweden,country,profit,2230.0
DRY FOOD,25-34,7054,all,1,Belgium,country,profit,7608.0
DRY FOOD,25-34,1335,all,1,Bulgaria,country,profit,2865.0
DRY FOOD,25-34,5553,all,1,France,country,profit,5518.0
DRY FOOD,25-34,6750,all,1,Germany,country,profit,7191.0
DRY FOOD,25-34,1120,all,1,Greece,country,profit,1481.0
DRY FOOD,25-34,5651,all,1,Lithuania,country,profit,6631.0
DRY FOOD,25-34,932,all,1,Luxembourg,country,profit,800.0
DRY FOOD,25-34,3926,all,1,Netherlands,country,profit,3546.0
DRY FOOD,25-34,1481,all,1,Norway,country,profit,1541.0
DRY FOOD,25-34,3120,all,1,Poland,country,profit,3827.0
DRY FOOD,25-34,5618,all,1,Portugal,country,profit,6394.0
DRY FOOD,25-34,7760,all,1,Spain,country,profit,8487.0
DRY FOOD,25-34,4239,all,1,Sweden,country,profit,4343.0
DRY FOOD,35-44,10674,all,1,Belgium,country,profit,10819.0
DRY FOOD,35-44,2050,all,1,Bulgaria,country,profit,5569.0
DRY FOOD,35-44,8457,all,1,France,country,profit,9172.0
DRY FOOD,35-44,10945,all,1,Germany,country,profit,12288.0
DRY FOOD,35-44,2192,all,1,Greece,country,profit,2587.0
DRY FOOD,35-44,9145,all,1,Lithuania,country,profit,11803.0
DRY FOOD,35-44,808,all,1,Luxembourg,country,profit,1091.0
DRY FOOD,35-44,5798,all,1,Netherlands,country,profit,6272.0
DRY FOOD,35-44,3168,all,1,Norway,country,profit,3094.0
DRY FOOD,35-44,5359,all,1,Poland,country,profit,6391.0
DRY FOOD,35-44,8111,all,1,Portugal,country,profit,10593.0
DRY FOOD,35-44,12954,all,1,Spain,country,profit,15762.0
DRY FOOD,35-44,7555,all,1,Sweden,country,profit,8613.0
DRY FOOD,45-54,5709,all,1,Belgium,country,profit,6227.0
DRY FOOD,45-54,1358,all,1,Bulgaria,country,profit,3085.0
DRY FOOD,45-54,3956,all,1,France,country,profit,4947.0
DRY FOOD,45-54,5047,all,1,Germany,country,profit,5497.0
DRY FOOD,45-54,1215,all,1,Greece,country,profit,1544.0
DRY FOOD,45-54,4830,all,1,Lithuania,country,profit,6966.0
DRY FOOD,45-54,328,all,1,Luxembourg,country,profit,485.0
DRY FOOD,45-54,3367,all,1,Netherlands,country,profit,4074.0
DRY FOOD,45-54,1149,all,1,Norway,country,profit,1342.0
DRY FOOD,45-54,2494,all,1,Poland,country,profit,2873.0
DRY FOOD,45-54,3718,all,1,Portugal,country,profit,4805.0
DRY FOOD,45-54,6591,all,1,Spain,country,profit,8538.0
DRY FOOD,45-54,3189,all,1,Sweden,country,profit,3400.0
DRY FOOD,65+,144,all,1,Belgium,country,profit,161.0
DRY FOOD,65+,2,all,1,Bulgaria,country,profit,26.0
DRY FOOD,65+,30,all,1,France,country,profit,33.0
DRY FOOD,65+,62,all,1,Germany,country,profit,19.0
DRY FOOD,65+,1,all,1,Greece,country,profit,7.0
DRY FOOD,65+,26,all,1,Lithuania,country,profit,49.0
DRY FOOD,65+,0,all,1,Luxembourg,country,profit,5.0
DRY FOOD,65+,30,all,1,Netherlands,country,profit,48.0
DRY FOOD,65+,119,all,1,Norway,country,profit,78.0
